pcfId	hierarchyId	name	description	differenceIndex	changeDetails	metricsAvailable	level	parent	children	category	industry
14194	4.1.1.9	Define production workplace layout and infrastructure	Determining the floor plans for the processing facility that is meant for delivering finished products/services. Identify the totality of infrastructure needed for using this space in the manufacturing process, including machinery, factory floors, offices, and furniture.	0		true	4	4.1.1		Operating Processes	life-sciences
10222	4.1.2	Manage demand for products	Forecasting demand for products using secondary research and customer feedback. Refine these forecasts. Inspect the approach used in creating forecasts, and determine its accuracy.	0		true	3	4.1	4.1.2.1,4.1.2.2,4.1.2.3,4.1.2.4,4.1.2.5,4.1.2.6,4.1.2.7	Operating Processes	life-sciences
10235	4.1.2.1	Develop baseline demand forecasts	Identify the bedrock levels of market demand anticipated for the organization's products/services. Estimate future demand for product and services using historical data, analysis of the market environment and any externalities, etc. to create ex ante approximations.	0		false	4	4.1.2		Operating Processes	life-sciences
10236	4.1.2.2	Collaborate demand with customers	Working closely with the organization's customers to understand their drives and behavior, with the objective of estimating future demand. Reach out to customers through various means to understand their behavior patterns, usage elasticity, and degree of variability--and ultimately determine demand for each offering.	0		false	4	4.1.2		Operating Processes	life-sciences
10237	4.1.2.3	Develop demand consensus forecast	Arriving at a consensus over the forecasted levels of demand for products/services. Consensus is achieved by juxtaposing decisions developed in the baseline forecast with those reached at by collaborating with customers. Enlist senior-level decision makers of the sales and marketing functions.	0		false	4	4.1.2		Operating Processes	life-sciences
10238	4.1.2.4	Determine available to promise	Identify the volume of products/services that may be committed for delivery to fulfill sales. Figure out the amount of stock available. Forecast its volumes.	0		false	4	4.1.2		Operating Processes	life-sciences
10239	4.1.2.5	Monitor activity against demand forecast and revise forecast	Picking out any activity that deviates from the forecast, and adjusting it. Closely track and study the levels of demand as they emerge. Refine the consensus forecast as needed.	0		false	4	4.1.2		Operating Processes	life-sciences
10240	4.1.2.6	Evaluate and revise demand forecasting approach	Examining the methodology used to estimate future demand. Refine it in light of current market realities and demand.	0		false	4	4.1.2		Operating Processes	life-sciences
10241	4.1.2.7	Measure demand forecast accuracy	Calculating and inspecting the accuracy of demand forecasts. Use metrics to check the reliability of the forecasts created.	0		true	4	4.1.2		Operating Processes	life-sciences
10223	4.1.3	Create materials plan	Developing a scheme that allows for advance planning for the availability of raw materials and spares. Start with an unconstrained plan, and refine based on supply chain realities by identifying critical materials required for production, checking material specifications, and collaborating with all vendors over the supply.	0		true	3	4.1	4.1.3.1,4.1.3.2,4.1.3.3,4.1.3.4,4.1.3.5,4.1.3.6	Operating Processes	life-sciences
10242	4.1.3.1	Create unconstrained plan	Developing a plan for raw materials and other inventory items in order to meet market demand. Ensure the availability of all inventory items such as raw materials and spares. Create a blueprint in line with Define labor and materials policies [10230].	0		false	4	4.1.3		Operating Processes	life-sciences
10243	4.1.3.2	Collaborate with supplier and contract manufacturers	Collaborating with vendors and contractual manufacturers with the objective of ensuring a continual supply of raw materials and spares. Leverage long-term connections/relationships with various suppliers, and cultivate new ones. Track the activities of all vendors. Receive regular updates to prepare for any fluctuations in supply.	0		false	4	4.1.3		Operating Processes	life-sciences
10244	4.1.3.3	Identify critical materials and supplier capacity	Identifying principal materials needed for the manufacturing process and the levels of supply that may be ensured for them. Determine the essential and crucial inventory items required for the smooth functioning of all manufacturing processes. Estimate the average, peak, and baseline capacities of various vendors and suppliers. Establish the capability of individual suppliers from the market and the vendors.	0		false	4	4.1.3		Operating Processes	life-sciences
10245	4.1.3.4	Monitor material specifications	Observing and surveying all inventory items in order to check for the veracity of their specifications. Monitor various attributes and characteristics for respective inventory items such as density, volume, and size, as well as contextualized specifications particular to the respective materials.	0		false	4	4.1.3		Operating Processes	life-sciences
10246	4.1.3.5	Generate constrained plan	Generating a bounded plan that takes stock of the actual supply chain scenario. Take stock of all information collected while creating an inventory supply plan.	0		false	4	4.1.3		Operating Processes	life-sciences
14196	4.1.3.6	Define production balance and control	Defining an equitable volume for the production of products/services that adheres to an equilibrium value, and creating a scheme of control for processing items. Create schematics for systematically planning, coordinating, and directing the manufacturing activities in line with the production balance determined.	0		false	4	4.1.3		Operating Processes	life-sciences
10224	4.1.4	Create and manage master production schedule	Taking care of the master production plan. The master production includes creation and implementation of the site-level production plan, as well as management of the inventory that is currently in the production process.	0		true	3	4.1	4.1.4.1,4.1.4.2,4.1.4.3	Operating Processes	life-sciences
20023	4.1.4.1	Model production network to enable simulation and optimization	Create representative logical system that provides the framework to attain strategic objectives based on resources, product volumes, and processes. Provides the general sequential flow and capacity requirement relationships among raw materials, parts, resources, finished products, and product families.	0		false	4	4.1.4		Operating Processes	life-sciences
20024	4.1.4.2	Create master production schedule	Creating  the plan for internal activities such as production, inventory, and staffing. Include forecasted quantity of items to produce based on inputs from sales planning, demand planning/forecasting, and supply chain partners.	0		false	4	4.1.4		Operating Processes	life-sciences
17041	4.1.4.3	Maintain master production schedule	Supervising and overseeing the plan for internal activities such as production, inventory, and staffing. Set the quantity of items to produce each week of a short-range planning horizon.	0		false	4	4.1.4		Operating Processes	life-sciences
17042	4.1.5	Plan distribution requirements	Maintaining master data of finished products and inventory. Identify the requirements of finished products at the destination, as well as partner requirements. Calculate the consolidation at source. Manage replenishment planning. Create and administer a dispatch plan. Calculate load plans for destinations and partners. Manage the cost of supplying these products. Ensure effective utilization of capacity.	0		true	3	4.1	4.1.5.1,4.1.5.2,4.1.5.3,4.1.5.4,4.1.5.5,4.1.5.6,4.1.5.7,4.1.5.8,4.1.5.9,4.1.5.10,4.1.5.11,4.1.5.12	Operating Processes	life-sciences
10252	4.1.5.1	Maintain master data	Maintaining and preserving the master data plan for distribution requirements. Create a systematic collection of facts and figures regarding the distribution of the inventories. Maintain policies, processes, and tools covering the distribution function.	0		true	4	4.1.5		Operating Processes	life-sciences
10253	4.1.5.2	Determine finished goods inventory requirements at destination	Interact with the concerned person at the destination to validate the requirements and to avoid any miscommunication of information.	0		false	4	4.1.5		Operating Processes	life-sciences
19555	4.1.5.3	Determine product storage facility requirements	Evaluate constraints, needs, parameters, and conditions for physical storage and retrieval of components or products for future use or shipment in a storage facility within a certain timeframe.	0		false	4	4.1.5		Operating Processes	life-sciences
10254	4.1.5.4	Calculate requirements at destination	Interact with the concerned authority at the destination to reach a specific figure that correctly represents requirements.	0		false	4	4.1.5		Operating Processes	life-sciences
10255	4.1.5.5	Calculate consolidation at source	Determining the aggregate volume of products/services consolidated at the source. Calculate the number of finished products that are ready to be delivered to the customers, particularly at one date.	0		false	4	4.1.5		Operating Processes	life-sciences
10256	4.1.5.6	Manage collaborative replenishment planning	Administering the plan for collaborative replenishment of goods. Replenish inventory by creating a plan in case of faulty production.	0		false	4	4.1.5		Operating Processes	life-sciences
10258	4.1.5.7	Calculate and optimize destination dispatch plan	Estimating the timing and duration of the delivery of the inventory from the source to the destination. Plan the logistic details of all the distribution routes and activities.	0		false	4	4.1.5		Operating Processes	life-sciences
10259	4.1.5.8	Manage dispatch plan attainment	Accomplishing the dispatch plan. Strictly follow the schedule, and adjust for deviations. Coordinate with the concerned authorities at various destinations.	0		false	4	4.1.5		Operating Processes	life-sciences
10260	4.1.5.9	Calculate and optimize destination load plans	Evaluating the plans for delivering loads to destinations. Create a systematic plan that specifies the load plans for every single destination.	0		false	4	4.1.5		Operating Processes	life-sciences
10261	4.1.5.10	Manage partner load plan	Administering the load plan for partners. Manage the delivery, and dispatch from the source to the partners.	0		false	4	4.1.5		Operating Processes	life-sciences
10262	4.1.5.11	Manage cost of supply	Managing all expenses to provide products/services in the market. Estimate the overall cost of supplying of products/inventory, including the cost distributing it through various partners and channels. Consider the cost of all the logistical processes that occur from the moment a product is ready to be dispatched to the time it reaches the destination.	0		false	4	4.1.5		Operating Processes	life-sciences
10263	4.1.5.12	Manage capacity utilization	Determining the capacity utilization of the organization's production process. Realize the extent to which an enterprise uses its installed productive capacity (i.e., the relationship between output and the potential output if capacity was fully used).	0		true	4	4.1.5		Operating Processes	life-sciences
10226	4.1.6	Establish distribution planning constraints	Instituting the constraints for planning of distribution process. Create a plan that specifies every element in the distribution process from the blueprint of the distribution centers to how and when the inventory would reach the distribution centers.	0		true	3	4.1	4.1.6.1,4.1.6.2,4.1.6.3,4.1.6.4	Operating Processes	life-sciences
10267	4.1.6.1	Establish distribution center layout constraints	Instituting the constraints for creating a layout for distribution center. Consider factors such as the number of customers, demand forecasting, product groups, condition of product conservation, warehousing, and transportation management.	0		false	4	4.1.6		Operating Processes	life-sciences
10268	4.1.6.2	Establish inventory management constraints	Determining any problems that might be faced while managing inventory. Identify problems and possible issues in managing the warehousing of the raw materials, spares, and other items of inventory. Take stock of inventory needs, and determine the exact quantity of the inventory needed in the near future.	0		false	4	4.1.6		Operating Processes	life-sciences
10269	4.1.6.3	Establish transportation management constraints	Identifying any potential constraints while deciding on the dispatch and delivery plan from the source to the various distribution centers. Decide how the inventory will be transported , which and how many transportation means to use, what route to take, etc.	0		false	4	4.1.6		Operating Processes	life-sciences
19558	4.1.6.4	Establish storage management constraints	Determining potential constraints for physical storage and retrieval of components or products in a storage facility within a certain timeframe. Consider factors such as the building shape, height, capacity, door locations, lift equipment, automation, etc.	0		false	4	4.1.6		Operating Processes	life-sciences
10227	4.1.7	Review distribution planning policies	Revisiting and refurbishing the policies for planning the distribution process. Asses the distribution strategies, including how the products are to be made available and sent to different distributors. Set guidelines regarding relationships between the sources and the distribution centers.	0		true	3	4.1	4.1.7.1,4.1.7.2,4.1.7.3	Operating Processes	life-sciences
10264	4.1.7.1	Review distribution network	Evaluating the system that defines how the products/inventory would reach from the source (i.e., manufacturer) to the destination (i.e., retailer/distributer).	0		false	4	4.1.7		Operating Processes	life-sciences
10265	4.1.7.2	Establish sourcing relationships	Establishing relationships with transportation/distribution sources in order to ensure an effective distribution network and strategy. Screen and evaluate various sources available to pick out the best among them.	0		false	4	4.1.7		Operating Processes	life-sciences
10266	4.1.7.3	Establish dynamic deployment policies	Creating strategic guidelines on the availability of the products at all the distribution centers. Create a dynamic network to ensure availability at all times, even in cases of defaults.	0		false	4	4.1.7		Operating Processes	life-sciences
10368	4.1.8	Develop quality standards and procedures	Developing standards and procedures for maintaining the quality of products/services. Establish desired quality targets. Create standardized procedures for the quality. Ensure quality specifications are effectively communicated.	0		true	3	4.1	4.1.8.1,4.1.8.2,4.1.8.3	Operating Processes	life-sciences
10371	4.1.8.1	Establish quality targets	Defining specific qualitative and quantitative target figures.	0		false	4	4.1.8		Operating Processes	life-sciences
10372	4.1.8.2	Develop standard testing procedures	Creating standard procedures for testing the quality of products/services. Describe the steps of key processes to help ensure consistent and quality output. Define the routine instructions for performing the quality testing activity.	0		false	4	4.1.8		Operating Processes	life-sciences
10373	4.1.8.3	Communicate quality specifications	Communicating the desired quality specifications to the manufacturing units, as well as the distribution centers, to avoid any misunderstanding or misinterpretation.	0		false	4	4.1.8		Operating Processes	life-sciences
10216	4.2	Procure materials and services	Creating a plan for procuring materials and services. Develop strategies for sourcing materials and services. Choose the most appropriate suppliers, and develop contracts with them. Order the materials and services as per the requirements. Manage relationships with suppliers.	0		true	2	4.0	4.2.1,4.2.2,4.2.3,4.2.4,4.2.5	Operating Processes	life-sciences
10277	4.2.1	Provide sourcing governance and perform category management	Creating strategies for procuring materials and services from various sources, and for managing and evaluating categories. Establish a procurement process that describes the approach for obtaining products and purchasing activities. Evaluate the sources. Create sourcing relationships in order to continuously improve. Re-evaluate purchasing activities.	0		true	3	4.2	4.2.1.1,4.2.1.2,4.2.1.3,4.2.1.4,4.2.1.5,4.2.1.6,4.2.1.7	Operating Processes	life-sciences
10281	4.2.1.1	Develop procurement plan	Creating a plan for procuring materials and services. Plan what to buy, when, and from what sources. Include project requirements, the procurement team, the justification for the procurement, a timeline of events, and an explanation of the supplier selection process. Outline specific actions to start and complete purchases in order to adhere to best practices.	0		false	4	4.2.1		Operating Processes	life-sciences
10282	4.2.1.2	Clarify purchasing requirements	Defining the purchasing requirements for materials and services. Specify the exact inventory required for the production process. Create a specific quotation for all the sources in order to avoid any duplication or overlap.	0		false	4	4.2.1		Operating Processes	life-sciences
10283	4.2.1.3	Establish materials management contingency plans	Developing a strategy to deal with issues projected to arise during implementation of the inventory plan. Identify how to react to issues that arise and require changes to the inventory plan, such as a vendor failing to deliver materials on time. Collaborate with production and suppliers to prepare solutions to projected problems.	0		false	4	4.2.1		Operating Processes	life-sciences
10284	4.2.1.4	Match needs to supply capabilities	Synchronizing the requirements of materials and services and the capacity of suppliers for providing these materials and services. Revamp the procurement needs of the company in consideration of the capabilities of the suppliers.	0		false	4	4.2.1		Operating Processes	life-sciences
10285	4.2.1.5	Analyze organization’s spend profile	Evaluating the spend profile of the organization. Collect, cleanse, classify, and analyze the procurement data with the purpose of reducing procurement costs, improving efficiency, and monitoring compliance.	0		true	4	4.2.1		Operating Processes	life-sciences
10286	4.2.1.6	Seek opportunities to improve efficiency and value	Seeking the most efficient sourcing and procurement opportunities.	0		true	4	4.2.1		Operating Processes	life-sciences
10287	4.2.1.7	Collaborate with suppliers to identify sourcing opportunities	Collaborating with the suppliers of materials and services in order to determine new opportunities for sourcing.	0		false	4	4.2.1		Operating Processes	life-sciences
20973	4.2.2	Develop sourcing and category management strategies	Deploying a strategic sourcing methodology to segment the majority of organizational spend based on external supply markets (versus individual suppliers or internal stakeholders) to reduce the cost of buying goods and services, reduce risk in the supply chain, and maximize value delivered from the supply base. This approach typically includes cross-functional management of categories, examining the entire category spend, how the organization uses the products or services within the category, the marketplace, and major suppliers.	0		true	3	4.2		Operating Processes	life-sciences
10278	4.2.3	Select suppliers and develop/maintain contracts	Evaluating supplier options to select the most effective and efficient suppliers. Validate selected suppliers. Establish and manage supplier contracts.	0		true	3	4.2	4.2.3.1,4.2.3.2,4.2.3.3,4.2.3.4	Operating Processes	life-sciences
10288	4.2.3.1	Select suppliers	Evaluating the pros and cons of various suppliers. Choose the most appropriate and cost-effective suppliers on the basis of their material quality, delivery schedules, and costs.	0		false	4	4.2.3		Operating Processes	life-sciences
10289	4.2.3.2	Certify and validate suppliers	Validating the supply sources, and provide certification as an official supplier.	0		false	4	4.2.3		Operating Processes	life-sciences
10290	4.2.3.3	Negotiate and establish contracts	Legally binding suppliers with the company. Negotiate contracts individually with all the suppliers that include the promised material delivery, the delivery dates and duration, etc.	0		false	4	4.2.3		Operating Processes	life-sciences
10291	4.2.3.4	Manage contracts	Keeping contracts up-to-date with routine evaluation. Maintain order and discipline with the contracts in order to avoid any loss of information and mishaps.	0		true	4	4.2.3		Operating Processes	life-sciences
10279	4.2.4	Order materials and services	Creating and approving requisitions and distributing purchase orders accordingly. Hasten the procurement process to satisfy internal needs.	0		true	3	4.2	4.2.4.1,4.2.4.2,4.2.4.3,4.2.4.4,4.2.4.5,4.2.4.6,4.2.4.7	Operating Processes	life-sciences
10292	4.2.4.1	Process/Review requisitions	Handling operations related to processing/reviewing the requisitions. Establish and maintain procedures for the initiation, authorization, and processing of purchase requirements to procure products/services.	0		true	4	4.2.4		Operating Processes	life-sciences
10293	4.2.4.2	Approve requisitions	Approving requisitions for materials and services. Examine distributor-specific requests, and validate them individually.	0		false	4	4.2.4		Operating Processes	life-sciences
10294	4.2.4.3	Solicit/Track vendor quotes	Requesting quotes from suppliers. Use a request for quotation (RFQ) to invite suppliers into a bidding process for specific products/services.	0		false	4	4.2.4		Operating Processes	life-sciences
10295	4.2.4.4	Create/Distribute purchase orders	Creating and placing the orders for purchasing materials and services from suppliers. Analyze vendor quotes. Choose the most cost-effective vendors. Create vendor-specific orders. Distribute them in order to initiate the purchasing process.	0		true	4	4.2.4		Operating Processes	life-sciences
10296	4.2.4.5	Expedite orders and satisfy inquiries	Accelerating the purchase orders in order to fulfill the internal needs (for raw materials) depicted through inquiries.	0		false	4	4.2.4		Operating Processes	life-sciences
10297	4.2.4.6	Reconcile purchase orders	Verify that purchase orders are filled as expected: verify that items and quantities are delivered as expected, based on purchase order details and goods receipts.	0		true	4	4.2.4		Operating Processes	life-sciences
10298	4.2.4.7	Research/Resolve order exceptions	Identifying and resolving any exceptions. Address the internal needs/inquiries for materials that cannot be procured immediately. Research inquiries that require the need of exceptional materials.	0		false	4	4.2.4		Operating Processes	life-sciences
10280	4.2.5	Manage suppliers	Collecting and analyzing new information in order to track and rate suppliers through a supplier information management system.	0		true	3	4.2	4.2.5.1,4.2.5.2,4.2.5.3,4.2.5.4	Operating Processes	life-sciences
10299	4.2.5.1	Monitor/Manage supplier information	Examining procurement and vendor performance. Report delivery timing and the quality of the materials procured through different vendors.	0		true	4	4.2.5		Operating Processes	life-sciences
10300	4.2.5.2	Prepare/Analyze procurement and vendor performance	Assisting the production and inventory processes through the information and reports created. Use the information and metrics of the procurement and vendor performance to enhance or improve the production process.	0		true	4	4.2.5		Operating Processes	life-sciences
10301	4.2.5.3	Support inventory and production processes	Support inventory and production processes by analyzing impact of procurement decisions and collaborating to constantly improve. (For example, perhaps minimum order requirements could be negotiated to be lower, to reduce excessive inventory and make production more flexible.)	0		false	4	4.2.5		Operating Processes	life-sciences
10302	4.2.5.4	Monitor quality of product delivered	Track the performance of the suppliers on product quality. Use this information to further improve sourcing and supplier performance.	0		false	4	4.2.5		Operating Processes	life-sciences
10217	4.3	Produce/Assemble/Test product	Processing and delivering the finished goods manufactured by the organization. Schedule the production of products. Execute the product production activities. Perform tests to oversee and ensure quality of production. Maintain records of the production process. Track lots.	0		true	2	4.0	4.3.1,4.3.2,4.3.3	Operating Processes	life-sciences
10303	4.3.1	Schedule production	Scheduling the production of final products. Generate a detailed schedule plan. Create and release production orders and lots. Schedule the planned and unplanned maintenance orders.	0		true	3	4.3	4.3.1.1,4.3.1.2,4.3.1.3,4.3.1.4,4.3.1.5,4.3.1.6,4.3.1.7,4.3.1.8,4.3.1.9	Operating Processes	life-sciences
19563	4.3.1.1	Model and simulate plant	Creating a representation of plant facilities to optimize material flow, resource utilization, and logistics for all levels of plant planning from global production facilities, through local plants, to specific lines and enabling the comparison of production�alternatives,.	0		false	4	4.3.1		Operating Processes	life-sciences
10306	4.3.1.2	Generate line level plan	Initiating the line-level plan for production. Break down the production schedule into specific lines, specifying the various objectives the production schedule.	0		false	4	4.3.1		Operating Processes	life-sciences
10307	4.3.1.3	Generate detailed schedule	Broadening the line-level plan. Specify all the individual production processes, along with the timing and the duration to come up with a working schedule that tracks the whole process and any deviations that might occur.	0		false	4	4.3.1		Operating Processes	life-sciences
10308	4.3.1.4	Schedule production orders and create lots	Creating a schedule to commence production of orders received, and creating lots to consolidate the processing. Plan when the production orders are to be initiated by commencing the operations for processing products/services. Specify which materials to produce, where to produce them, which operations will facilitate this, and on which date production is to start. Define the size of production lots, demarcating the durations of batch production.	0		false	4	4.3.1		Operating Processes	life-sciences
10315	4.3.1.5	Schedule preventive (planned) maintenance (preventive maintenance orders)	Scheduling planned maintenance of the production equipment.	0		false	4	4.3.1		Operating Processes	life-sciences
10316	4.3.1.6	Schedule requested (unplanned) maintenance (work order cycle)	Scheduling requested maintenance in order to address breakdowns where repairs or corrective remedies are needed immediately. Create a scheme for undertaking unplanned maintenance work on equipment/machinery that has come to be in urgent need for it. Express turnaround to redress using specialized personnel.	0		false	4	4.3.1		Operating Processes	life-sciences
10309	4.3.1.7	Release production orders and create lots	Initiating the delivery of production orders, and creating lots. Communicate the order that specifies which material to produce, where to produce it, which operations to require, and on which date production takes place. Define how to settle the order costs. Create production lots, which is a particular production unit of an assembly that is planned and manufactured.	0		false	4	4.3.1		Operating Processes	life-sciences
12805	4.3.1.8	Develop campaign schedule		0		false	4	4.3.1		Operating Processes	life-sciences
12806	4.3.1.9	Develop production schedule		0		false	4	4.3.1		Operating Processes	life-sciences
10304	4.3.2	Produce/Assemble product	Manufacturing the product. Convert the raw materials to develop consumer-ready products. Manage the raw materials to implement the detailed production schedule. Reproduce defectives to establish and remediate cause. Ensure production optimization and benchmark performance.	0		true	3	4.3	4.3.2.1,4.3.2.2,4.3.2.3,4.3.2.4,4.3.2.5,4.3.2.6,4.3.2.7,4.3.2.8,4.3.2.9	Operating Processes	life-sciences
10310	4.3.2.1	Manage raw material inventory	Administering the inventory of raw materials. Manage the total cost of all component parts in stock but not yet used. Manage the cost of the direct materials (i.e., materials incorporated into the final product) and indirect materials (i.e., materials not incorporated into the final product but consumed during the production process).	0		false	4	4.3.2		Operating Processes	life-sciences
10311	4.3.2.2	Execute detailed line schedule	Creating and implementing the detailed line production schedule on the ground level.	0		false	4	4.3.2		Operating Processes	life-sciences
10319	4.3.2.3	Report maintenance issues	Recording and reporting any deviations or issues in the maintenance schedule, in the performance to the production management team, and for unplanned maintenance.	0		false	4	4.3.2		Operating Processes	life-sciences
10313	4.3.2.4	Rerun defective items	Reproducing the items produced defectively. Assess the produced items by conducting quality and standardization tests in order to diagnose any discrepancies. Reproduce defective items.	0		false	4	4.3.2		Operating Processes	life-sciences
19566	4.3.2.5	Monitor and optimize production process	Integrating different resources in the production process: material, personnel, equipment, robotics, etc. Includes automating and controlling the plant, performing advanced process control and real-time optimization. This activity also includes managing plant alarms and alerts.	0		true	4	4.3.2	4.3.2.5.1,4.3.2.5.2,4.3.2.5.3,4.3.2.5.4	Operating Processes	life-sciences
19567	4.3.2.5.1	Automate and control plant	Creating and applying technology to monitor and control the production and delivery of products and services. Automation involves a broad range of technologies.	0		false	5	4.3.2.5		Operating Processes	life-sciences
19568	4.3.2.5.2	Perform advanced process control	Including a broad range of techniques and technologies implemented within industrial process control systems that are routinely reviewed, audited, and improved, advanced process controls typically address particular performance or economic improvement opportunities. An advanced set of process control measures can be used to reduce variation and identify primary improvement options. Results of analysis are fed back into process design for incorporation into production.	0		false	5	4.3.2.5		Operating Processes	life-sciences
19569	4.3.2.5.3	Perform real-time optimization	Helping organizations increase performance and efficiency, real-time optimization is a category of closed-loop process control that aims at optimizing process performance in real time for systems. It is normally built upon model-based optimization systems and is usually large scale. Real-time optimization automatically detects errors, and can modify and eliminate both random and non-random errors, as well as analyze and monitor all systems involved.	0		false	5	4.3.2.5		Operating Processes	life-sciences
19570	4.3.2.5.4	Manage plant alarms and alerts	Applying human factors and instrumentation engineering and systems thinking to manage the design of an alarm or alert system to increase its usability. Typical challenges include having too many alarms in a plant, poorly designed alarms/alerts, improperly set alarm/alert points, unclear alarm/alert messages, etc. Poor alarm management is one of the leading causes of unplanned downtime.	0		false	5	4.3.2.5		Operating Processes	life-sciences
10314	4.3.2.6	Assess production performance	Analyzing and benchmarking the production process to judge its effectiveness and efficiency. Create production metrics to numerically calculate the performance of the production process.	0		false	4	4.3.2		Operating Processes	life-sciences
12807	4.3.2.7	Process order release		0		false	4	4.3.2		Operating Processes	life-sciences
12808	4.3.2.8	Release to EBR		0		false	4	4.3.2		Operating Processes	life-sciences
12809	4.3.2.9	Execute EBR reporting		0		false	4	4.3.2		Operating Processes	life-sciences
12810	4.3.3	Test Product	Insuring compliancy of bulk, intermediate, and finished packaged products.	0		false	3	4.3	4.3.3.1,4.3.3.2,4.3.3.3	Operating Processes	life-sciences
12811	4.3.3.1	Test and release bulk		0		false	4	4.3.3		Operating Processes	life-sciences
12812	4.3.3.2	Test and release intermediate product		0		false	4	4.3.3		Operating Processes	life-sciences
12813	4.3.3.3	Test and release finished packaged products		0		false	4	4.3.3		Operating Processes	life-sciences
12826	4.4	Manage Quality Assurance/Quality Control	Assuring the quality of the products produced. Develop a quality management system that to include an appropriate organizational structure, procedure, processes and resources, and systematic actions  to meet requirements for quality.  Develop quality standards and sampling procedures.  Obtain a representative portion of a pharmaceutical product, based on an appropriate statistical procedure, for a defined purpose such as the acceptance of consignments or batch release.  Stability and validating tests are conducted and the test results are maintained.  Provide evidence of how the quality of an API (Active pharmaceutical ingredient) or FPP (finished pharmaceutical products) varies with time under the influence of a variety of environmental factors.  Study product-related factors that influence its quality.  Establish a re-test period for the API or a shelf-life for the FPP and recommend storage conditions. Maintain batch records and manage lot traceability to track items created during the Schedule production [10303] and Produce product [10304].	0		false	2	4.0	4.4.1,4.4.2,4.4.3,4.4.4,4.4.5	Operating Processes	life-sciences
12827	4.4.1	Develop and maintain quality management system		0		false	3	4.4		Operating Processes	life-sciences
12828	4.4.2	Develop quality standards and sampling procedures		0		false	3	4.4	4.4.2.1,4.4.2.2,4.4.2.3	Operating Processes	life-sciences
12829	4.4.2.1	Receive sample batch quantity		0		false	4	4.4.2		Operating Processes	life-sciences
12830	4.4.2.2	Develop standard testing procedures for all materials		0		false	4	4.4.2		Operating Processes	life-sciences
12831	4.4.2.3	Communicate quality assurance specifications		0		false	4	4.4.2		Operating Processes	life-sciences
12832	4.4.3	Conduct stability and validating tests and maintain test results		0		false	3	4.4	4.4.3.1,4.4.3.2	Operating Processes	life-sciences
12833	4.4.3.1	Perform testing using the standard testing procedure		0		false	4	4.4.3		Operating Processes	life-sciences
12834	4.4.3.2	Record test results		0		false	4	4.4.3		Operating Processes	life-sciences
12835	4.4.4	Maintain batch records and manage lot traceability		0		false	3	4.4	4.4.4.1,4.4.4.2,4.4.4.3	Operating Processes	life-sciences
12836	4.4.4.1	Determine batch numbering system		0		false	4	4.4.4		Operating Processes	life-sciences
12837	4.4.4.2	Perform goods issue		0		false	4	4.4.4		Operating Processes	life-sciences
12838	4.4.4.3	Determine batch usage		0		false	4	4.4.4		Operating Processes	life-sciences
10370	4.4.5	Maintain production records and manage lot traceability	Perpetuating the production records by systematically documenting and using it to ensure the effective management of lots. Determine the lot numbering system and its use. (The lot number enables tracking of the constituent parts, as well as labor and equipment records involved in the manufacturing of a product. It enables manufacturers and to perform quality control checks, calculate expiration dates, and issue corrections of their production output.)	0		false	3	4.4	4.4.5.1,4.4.5.2	Operating Processes	life-sciences
10376	4.4.5.1	Determine lot numbering system	Allotting an identification number to a particular quantity or lot of material manufactured. Assign lot numbers on the basis of specific production units, material similarity, etc. Place lot numbers on the outside of packaging.	0		false	4	4.4.5		Operating Processes	life-sciences
10377	4.4.5.2	Determine lot use	Identifying the use of production lots. Define where, how, and when to use a specific production lot.	0		false	4	4.4.5		Operating Processes	life-sciences
17698	4.5	Develop Sample Program and Requirements		0		false	2	4.0	4.5.1	Operating Processes	life-sciences
17699	4.5.1	Develop Sample Delivery Tracking Program	Establishing a technical system to support sample delivery tracking.  Distribute medicinal samples to certified medical practitioners with safeguards.	0		false	3	4.5	4.5.1.1,4.5.1.2,4.5.1.3,4.5.1.4,4.5.1.5	Operating Processes	life-sciences
17700	4.5.1.1	Define requirements and business procedures for sample tracking, distribution, feedback, and reporting		0		false	4	4.5.1		Operating Processes	life-sciences
17701	4.5.1.2	Define systems requirements for sample tracking		0		false	4	4.5.1		Operating Processes	life-sciences
17702	4.5.1.3	Define systems requirements for sample distribution		0		false	4	4.5.1		Operating Processes	life-sciences
17703	4.5.1.4	Define systems requirements for feedback and reporting on sample distribution		0		false	4	4.5.1		Operating Processes	life-sciences
17704	4.5.1.5	Monitor sample stock levels		0		false	4	4.5.1		Operating Processes	life-sciences
10219	4.6	Manage logistics and warehousing	Administering and overseeing all activities related to logistics and warehousing. Outline and establish a strategy for the logistics function. Plan and administer the flow of inbound materials. Administer the operational activities of warehousing and outbound transportation. Manage reverse logistics including returns and exchanges.	0		true	2	4.0	4.6.1,4.6.2,4.6.3,4.6.4	Operating Processes	life-sciences
10338	4.6.1	Provide logistics governance	Outlining the strategy for managing logistics. Translate customer requirements logistic requirements. Create an efficient logistic network and outsourcing portions of logistics activities. Design a logistics strategy that optimizes transportation costs and schedule. Define key performance indicators.	0		true	3	4.6	4.6.1.1,4.6.1.2,4.6.1.3,4.6.1.4,4.6.1.5,4.6.1.6,4.6.1.7	Operating Processes	life-sciences
10343	4.6.1.1	Translate customer service requirements into logistics requirements	Determining the requirements for managing the flow of things between the point of origin and the point of consumption by assessing the service requirements of the customers.	0		false	4	4.6.1		Operating Processes	life-sciences
