id	name	type	label	comment	subClassOf	supersededBy
schema:CreativeWorkSeason	schema:CreativeWorkSeason	rdfs:Class	CreativeWorkSeason	A media season, e.g. TV, radio, video game etc.	schema:CreativeWork	
schema:SatiricalArticle	schema:SatiricalArticle	rdfs:Class	SatiricalArticle	An [[Article]] whose content is primarily [[satirical]](https://en.wikipedia.org/wiki/Satire) in nature, i.e. unlikely to be literally true. A satirical article is sometimes but not necessarily also a [[NewsArticle]]. [[ScholarlyArticle]]s are also sometimes satirized.	schema:Article	
schema:CoverArt	schema:CoverArt	rdfs:Class	CoverArt	The artwork on the outer surface of a CreativeWork.	schema:VisualArtwork	
schema:VideoGame	schema:VideoGame	rdfs:Class	VideoGame	A video game is an electronic game that involves human interaction with a user interface to generate visual feedback on a video device.	schema:Game,schema:SoftwareApplication	
schema:ConstraintNode	schema:ConstraintNode	rdfs:Class	ConstraintNode	The ConstraintNode type is provided to support usecases in which a node in a structured data graph is described with properties which appear to describe a single entity, but are being used in a situation where they serve a more abstract purpose. A [[ConstraintNode]] can be described using [[constraintProperty]] and [[numConstraints]]. These constraint properties can serve a     variety of purposes, and their values may sometimes be understood to indicate sets of possible values rather than single, exact and specific values.	schema:Intangible	
schema:3DModel	schema:3DModel	rdfs:Class	3DModel	A 3D model represents some kind of 3D content, which may have [[encoding]]s in one or more [[MediaObject]]s. Many 3D formats are available (e.g. see [Wikipedia](https://en.wikipedia.org/wiki/Category:3D_graphics_file_formats)); specific encoding formats can be represented using the [[encodingFormat]] property applied to the relevant [[MediaObject]]. For the case of a single file published after Zip compression, the convention of appending '+zip' to the [[encodingFormat]] can be used. Geospatial, AR/VR, artistic/animation, gaming, engineering and scientific content can all be represented using [[3DModel]].	schema:MediaObject	
schema:Organization	schema:Organization	rdfs:Class	Organization	An organization such as a school, NGO, corporation, club, etc.	schema:Thing	
schema:Occupation	schema:Occupation	rdfs:Class	Occupation	A profession, may involve prolonged training and/or a formal qualification.	schema:Intangible	
schema:AdultEntertainment	schema:AdultEntertainment	rdfs:Class	AdultEntertainment	An adult entertainment establishment.	schema:EntertainmentBusiness	
schema:CityHall	schema:CityHall	rdfs:Class	CityHall	A city hall.	schema:GovernmentBuilding	
schema:RVPark	schema:RVPark	rdfs:Class	RVPark	A place offering space for "Recreational Vehicles", Caravans, mobile homes and the like.	schema:CivicStructure	
schema:CheckOutAction	schema:CheckOutAction	rdfs:Class	CheckOutAction	The act of an agent communicating (service provider, social media, etc) their departure of a previously reserved service (e.g. flight check-in) or place (e.g. hotel).\n\nRelated actions:\n\n* [[CheckInAction]]: The antonym of CheckOutAction.\n* [[DepartAction]]: Unlike DepartAction, CheckOutAction implies that the agent is informing/confirming the end of a previously reserved service.\n* [[CancelAction]]: Unlike CancelAction, CheckOutAction implies that the agent is informing/confirming the end of a previously reserved service.	schema:CommunicateAction	
schema:InstallAction	schema:InstallAction	rdfs:Class	InstallAction	The act of installing an application.	schema:ConsumeAction	
schema:StatisticalVariable	schema:StatisticalVariable	rdfs:Class	StatisticalVariable	[[StatisticalVariable]] represents any type of statistical metric that can be measured at a place and time. The usage pattern for [[StatisticalVariable]] is typically expressed using [[Observation]] with an explicit [[populationType]], which is a type, typically drawn from Schema.org. Each [[StatisticalVariable]] is marked as a [[ConstraintNode]], meaning that some properties (those listed using [[constraintProperty]]) serve in this setting solely to define the statistical variable rather than literally describe a specific person, place or thing. For example, a [[StatisticalVariable]] Median_Height_Person_Female representing the median height of women, could be written as follows: the population type is [[Person]]; the measuredProperty [[height]]; the [[statType]] [[median]]; the [[gender]] [[Female]]. It is important to note that there are many kinds of scientific quantitative observation which are not fully, perfectly or unambiguously described following this pattern, or with solely Schema.org terminology. The approach taken here is designed to allow partial, incremental or minimal description of [[StatisticalVariable]]s, and the use of detailed sets of entity and property IDs from external repositories. The [[measurementMethod]], [[unitCode]] and [[unitText]] properties can also be used to clarify the specific nature and notation of an observed measurement. 	schema:ConstraintNode	
schema:Hospital	schema:Hospital	rdfs:Class	Hospital	A hospital.	schema:CivicStructure,schema:MedicalOrganization,schema:EmergencyService	
schema:Recipe	schema:Recipe	rdfs:Class	Recipe	A recipe. For dietary restrictions covered by the recipe, a few common restrictions are enumerated via [[suitableForDiet]]. The [[keywords]] property can also be used to add more detail.	schema:HowTo	
schema:HealthPlanCostSharingSpecification	schema:HealthPlanCostSharingSpecification	rdfs:Class	HealthPlanCostSharingSpecification	A description of costs to the patient under a given network or formulary.	schema:Intangible	
schema:EnergyStarEnergyEfficiencyEnumeration	schema:EnergyStarEnergyEfficiencyEnumeration	rdfs:Class	EnergyStarEnergyEfficiencyEnumeration	Used to indicate whether a product is EnergyStar certified.	schema:EnergyEfficiencyEnumeration	
schema:ArtGallery	schema:ArtGallery	rdfs:Class	ArtGallery	An art gallery.	schema:EntertainmentBusiness	
schema:OfferForLease	schema:OfferForLease	rdfs:Class	OfferForLease	An [[OfferForLease]] in Schema.org represents an [[Offer]] to lease out something, i.e. an [[Offer]] whose   [[businessFunction]] is [lease out](http://purl.org/goodrelations/v1#LeaseOut.). See [Good Relations](https://en.wikipedia.org/wiki/GoodRelations) for   background on the underlying concepts.   	schema:Offer	
schema:Motel	schema:Motel	rdfs:Class	Motel	A motel. <br /><br /> See also the <a href="/docs/hotels.html">dedicated document on the use of schema.org for marking up hotels and other forms of accommodations</a>. 	schema:LodgingBusiness	
schema:SocialEvent	schema:SocialEvent	rdfs:Class	SocialEvent	Event type: Social event.	schema:Event	
schema:Time	schema:Time	schema:DataType,rdfs:Class	Time	A point in time recurring on multiple days in the form hh:mm:ss[Z|(+|-)hh:mm] (see [XML schema for details](http://www.w3.org/TR/xmlschema-2/#time)).		
schema:TrainTrip	schema:TrainTrip	rdfs:Class	TrainTrip	A trip on a commercial train line.	schema:Trip	
schema:MedicalConditionStage	schema:MedicalConditionStage	rdfs:Class	MedicalConditionStage	A stage of a medical condition, such as 'Stage IIIa'.	schema:MedicalIntangible	
schema:Quotation	schema:Quotation	rdfs:Class	Quotation	A quotation. Often but not necessarily from some written work, attributable to a real world author and - if associated with a fictional character - to any fictional Person. Use [[isBasedOn]] to link to source/origin. The [[recordedIn]] property can be used to reference a Quotation from an [[Event]].	schema:CreativeWork	
schema:BodyMeasurementTypeEnumeration	schema:BodyMeasurementTypeEnumeration	rdfs:Class	BodyMeasurementTypeEnumeration	Enumerates types (or dimensions) of a person's body measurements, for example for fitting of clothes.	schema:MeasurementTypeEnumeration	
schema:AccountingService	schema:AccountingService	rdfs:Class	AccountingService	Accountancy business.\n\nAs a [[LocalBusiness]] it can be described as a [[provider]] of one or more [[Service]]\(s).       	schema:FinancialService	
schema:LegalService	schema:LegalService	rdfs:Class	LegalService	A LegalService is a business that provides legally-oriented services, advice and representation, e.g. law firms.\n\nAs a [[LocalBusiness]] it can be described as a [[provider]] of one or more [[Service]]\(s).	schema:LocalBusiness	
schema:MedicalSymptom	schema:MedicalSymptom	rdfs:Class	MedicalSymptom	Any complaint sensed and expressed by the patient (therefore defined as subjective)  like stomachache, lower-back pain, or fatigue.	schema:MedicalSignOrSymptom	
schema:Collection	schema:Collection	rdfs:Class	Collection	A collection of items, e.g. creative works or products.	schema:CreativeWork	
schema:BeautySalon	schema:BeautySalon	rdfs:Class	BeautySalon	Beauty salon.	schema:HealthAndBeautyBusiness	
schema:PriceTypeEnumeration	schema:PriceTypeEnumeration	rdfs:Class	PriceTypeEnumeration	Enumerates different price types, for example list price, invoice price, and sale price.	schema:Enumeration	
schema:TouristTrip	schema:TouristTrip	rdfs:Class	TouristTrip	A tourist trip. A created itinerary of visits to one or more places of interest ([[TouristAttraction]]/[[TouristDestination]]) often linked by a similar theme, geographic area, or interest to a particular [[touristType]]. The [UNWTO](http://www2.unwto.org/) defines tourism trip as the Trip taken by visitors.   (See examples below.)	schema:Trip	
schema:HousePainter	schema:HousePainter	rdfs:Class	HousePainter	A house painting service.	schema:HomeAndConstructionBusiness	
schema:RefundTypeEnumeration	schema:RefundTypeEnumeration	rdfs:Class	RefundTypeEnumeration	Enumerates several kinds of product return refund types.	schema:Enumeration	
schema:Duration	schema:Duration	rdfs:Class	Duration	Quantity: Duration (use [ISO 8601 duration format](http://en.wikipedia.org/wiki/ISO_8601)).	schema:Quantity	
schema:DeactivateAction	schema:DeactivateAction	rdfs:Class	DeactivateAction	The act of stopping or deactivating a device or application (e.g. stopping a timer or turning off a flashlight).	schema:ControlAction	
schema:BusStop	schema:BusStop	rdfs:Class	BusStop	A bus stop.	schema:CivicStructure	
schema:MedicalIndication	schema:MedicalIndication	rdfs:Class	MedicalIndication	A condition or factor that indicates use of a medical therapy, including signs, symptoms, risk factors, anatomical states, etc.	schema:MedicalEntity	
schema:MusicStore	schema:MusicStore	rdfs:Class	MusicStore	A music store.	schema:Store	
schema:Reservoir	schema:Reservoir	rdfs:Class	Reservoir	A reservoir of water, typically an artificially created lake, like the Lake Kariba reservoir.	schema:BodyOfWater	
schema:HinduTemple	schema:HinduTemple	rdfs:Class	HinduTemple	A Hindu temple.	schema:PlaceOfWorship	
schema:UserPlays	schema:UserPlays	rdfs:Class	UserPlays	UserInteraction and its subtypes is an old way of talking about users interacting with pages. It is generally better to use [[Action]]-based vocabulary, alongside types such as [[Comment]].	schema:UserInteraction	schema:InteractionCounter
schema:TravelAction	schema:TravelAction	rdfs:Class	TravelAction	The act of traveling from a fromLocation to a destination by a specified mode of transport, optionally with participants.	schema:MoveAction	
schema:TVClip	schema:TVClip	rdfs:Class	TVClip	A short TV program or a segment/part of a TV program.	schema:Clip	
schema:TrainStation	schema:TrainStation	rdfs:Class	TrainStation	A train station.	schema:CivicStructure	
schema:MedicalTrial	schema:MedicalTrial	rdfs:Class	MedicalTrial	A medical trial is a type of medical study that uses a scientific process to compare the safety and efficacy of medical therapies or medical procedures. In general, medical trials are controlled and subjects are allocated at random to the different treatment and/or control groups.	schema:MedicalStudy	
schema:ProfessionalService	schema:ProfessionalService	rdfs:Class	ProfessionalService	Original definition: "provider of professional services."\n\nThe general [[ProfessionalService]] type for local businesses was deprecated due to confusion with [[Service]]. For reference, the types that it included were: [[Dentist]],         [[AccountingService]], [[Attorney]], [[Notary]], as well as types for several kinds of [[HomeAndConstructionBusiness]]: [[Electrician]], [[GeneralContractor]],         [[HousePainter]], [[Locksmith]], [[Plumber]], [[RoofingContractor]]. [[LegalService]] was introduced as a more inclusive supertype of [[Attorney]].	schema:LocalBusiness	
schema:DefinedRegion	schema:DefinedRegion	rdfs:Class	DefinedRegion	A DefinedRegion is a geographic area defined by potentially arbitrary (rather than political, administrative or natural geographical) criteria. Properties are provided for defining a region by reference to sets of postal codes.  Examples: a delivery destination when shopping. Region where regional pricing is configured.  Requirement 1: Country: US States: "NY", "CA"  Requirement 2: Country: US PostalCode Set: { [94000-94585], [97000, 97999], [13000, 13599]} { [12345, 12345], [78945, 78945], } Region = state, canton, prefecture, autonomous community... 	schema:StructuredValue	
schema:OrderItem	schema:OrderItem	rdfs:Class	OrderItem	An order item is a line of an order. It includes the quantity and shipping details of a bought offer.	schema:Intangible	
schema:Play	schema:Play	rdfs:Class	Play	A play is a form of literature, usually consisting of dialogue between characters, intended for theatrical performance rather than just reading. Note: A performance of a Play would be a [[TheaterEvent]] or [[BroadcastEvent]] - the *Play* being the [[workPerformed]].	schema:CreativeWork	
schema:NonprofitType	schema:NonprofitType	rdfs:Class	NonprofitType	NonprofitType enumerates several kinds of official non-profit types of which a non-profit organization can be.	schema:Enumeration	
schema:LodgingBusiness	schema:LodgingBusiness	rdfs:Class	LodgingBusiness	A lodging business, such as a motel, hotel, or inn.	schema:LocalBusiness	
schema:PostOffice	schema:PostOffice	rdfs:Class	PostOffice	A post office.	schema:GovernmentOffice	
schema:Poster	schema:Poster	rdfs:Class	Poster	A large, usually printed placard, bill, or announcement, often illustrated, that is posted to advertise or publicize something.	schema:CreativeWork	
schema:ReplaceAction	schema:ReplaceAction	rdfs:Class	ReplaceAction	The act of editing a recipient by replacing an old object with a new object.	schema:UpdateAction	
schema:LearningResource	schema:LearningResource	rdfs:Class	LearningResource	The LearningResource type can be used to indicate [[CreativeWork]]s (whether physical or digital) that have a particular and explicit orientation towards learning, education, skill acquisition, and other educational purposes.  [[LearningResource]] is expected to be used as an addition to a primary type such as [[Book]], [[VideoObject]], [[Product]] etc.  [[EducationEvent]] serves a similar purpose for event-like things (e.g. a [[Trip]]). A [[LearningResource]] may be created as a result of an [[EducationEvent]], for example by recording one.	schema:CreativeWork	
schema:TaxiReservation	schema:TaxiReservation	rdfs:Class	TaxiReservation	A reservation for a taxi.\n\nNote: This type is for information about actual reservations, e.g. in confirmation emails or HTML pages with individual confirmations of reservations. For offers of tickets, use [[Offer]].	schema:Reservation	
schema:Nerve	schema:Nerve	rdfs:Class	Nerve	A common pathway for the electrochemical nerve impulses that are transmitted along each of the axons.	schema:AnatomicalStructure	
schema:WebSite	schema:WebSite	rdfs:Class	WebSite	A WebSite is a set of related web pages and other items typically served from a single web domain and accessible via URLs.	schema:CreativeWork	
schema:MedicalProcedure	schema:MedicalProcedure	rdfs:Class	MedicalProcedure	A process of care used in either a diagnostic, therapeutic, preventive or palliative capacity that relies on invasive (surgical), non-invasive, or other techniques.	schema:MedicalEntity	
schema:SubwayStation	schema:SubwayStation	rdfs:Class	SubwayStation	A subway station.	schema:CivicStructure	
schema:GovernmentBenefitsType	schema:GovernmentBenefitsType	rdfs:Class	GovernmentBenefitsType	GovernmentBenefitsType enumerates several kinds of government benefits to support the COVID-19 situation. Note that this structure may not capture all benefits offered.	schema:Enumeration	
schema:CheckInAction	schema:CheckInAction	rdfs:Class	CheckInAction	The act of an agent communicating (service provider, social media, etc) their arrival by registering/confirming for a previously reserved service (e.g. flight check-in) or at a place (e.g. hotel), possibly resulting in a result (boarding pass, etc).\n\nRelated actions:\n\n* [[CheckOutAction]]: The antonym of CheckInAction.\n* [[ArriveAction]]: Unlike ArriveAction, CheckInAction implies that the agent is informing/confirming the start of a previously reserved service.\n* [[ConfirmAction]]: Unlike ConfirmAction, CheckInAction implies that the agent is informing/confirming the *start* of a previously reserved service rather than its validity/existence.	schema:CommunicateAction	
schema:ShippingDeliveryTime	schema:ShippingDeliveryTime	rdfs:Class	ShippingDeliveryTime	ShippingDeliveryTime provides various pieces of information about delivery times for shipping.	schema:StructuredValue	
schema:ReservationPackage	schema:ReservationPackage	rdfs:Class	ReservationPackage	A group of multiple reservations with common values for all sub-reservations.	schema:Reservation	
schema:Date	schema:Date	rdfs:Class,schema:DataType	Date	A date value in [ISO 8601 date format](http://en.wikipedia.org/wiki/ISO_8601).		
schema:SubscribeAction	schema:SubscribeAction	rdfs:Class	SubscribeAction	The act of forming a personal connection with someone/something (object) unidirectionally/asymmetrically to get updates pushed to.\n\nRelated actions:\n\n* [[FollowAction]]: Unlike FollowAction, SubscribeAction implies that the subscriber acts as a passive agent being constantly/actively pushed for updates.\n* [[RegisterAction]]: Unlike RegisterAction, SubscribeAction implies that the agent is interested in continuing receiving updates from the object.\n* [[JoinAction]]: Unlike JoinAction, SubscribeAction implies that the agent is interested in continuing receiving updates from the object.	schema:InteractAction	
schema:UserReview	schema:UserReview	rdfs:Class	UserReview	A review created by an end-user (e.g. consumer, purchaser, attendee etc.), in contrast with [[CriticReview]].	schema:Review	
schema:Distillery	schema:Distillery	rdfs:Class	Distillery	A distillery.	schema:FoodEstablishment	
schema:Season	schema:Season	rdfs:Class	Season	A media season, e.g. TV, radio, video game etc.	schema:CreativeWork	schema:CreativeWorkSeason
schema:Library	schema:Library	rdfs:Class	Library	A library.	schema:LocalBusiness	
schema:DislikeAction	schema:DislikeAction	rdfs:Class	DislikeAction	The act of expressing a negative sentiment about the object. An agent dislikes an object (a proposition, topic or theme) with participants.	schema:ReactAction	
schema:BrainStructure	schema:BrainStructure	rdfs:Class	BrainStructure	Any anatomical structure which pertains to the soft nervous tissue functioning as the coordinating center of sensation and intellectual and nervous activity.	schema:AnatomicalStructure	
schema:EducationalAudience	schema:EducationalAudience	rdfs:Class	EducationalAudience	An EducationalAudience.	schema:Audience	
schema:DryCleaningOrLaundry	schema:DryCleaningOrLaundry	rdfs:Class	DryCleaningOrLaundry	A dry-cleaning business.	schema:LocalBusiness	
schema:PublicSwimmingPool	schema:PublicSwimmingPool	rdfs:Class	PublicSwimmingPool	A public swimming pool.	schema:SportsActivityLocation	
schema:ListenAction	schema:ListenAction	rdfs:Class	ListenAction	The act of consuming audio content.	schema:ConsumeAction	
schema:MusicVenue	schema:MusicVenue	rdfs:Class	MusicVenue	A music venue.	schema:CivicStructure	
schema:MediaReview	schema:MediaReview	rdfs:Class	MediaReview	A [[MediaReview]] is a more specialized form of Review dedicated to the evaluation of media content online, typically in the context of fact-checking and misinformation.     For more general reviews of media in the broader sense, use [[UserReview]], [[CriticReview]] or other [[Review]] types. This definition is     a work in progress. While the [[MediaManipulationRatingEnumeration]] list reflects significant community review amongst fact-checkers and others working     to combat misinformation, the specific structures for representing media objects, their versions and publication context, are still evolving. Similarly, best practices for the relationship between [[MediaReview]] and [[ClaimReview]] markup have not yet been finalized.	schema:Review	
schema:Property	schema:Property	rdfs:Class	Property	A property, used to indicate attributes and relationships of some Thing; equivalent to rdf:Property.	schema:Intangible	
schema:ShippingConditions	schema:ShippingConditions	rdfs:Class	ShippingConditions	ShippingConditions represent a set of constraints and information about the conditions of shipping a product. Such conditions may apply to only a subset of the products being shipped, depending on aspects of the product like weight, size, price, destination, and others. All the specified conditions must be met for this ShippingConditions to apply.	schema:StructuredValue	
schema:CreditCard	schema:CreditCard	rdfs:Class	CreditCard	A card payment method of a particular brand or name.  Used to mark up a particular payment method and/or the financial product/service that supplies the card account.\n\nCommonly used values:\n\n* http://purl.org/goodrelations/v1#AmericanExpress\n* http://purl.org/goodrelations/v1#DinersClub\n* http://purl.org/goodrelations/v1#Discover\n* http://purl.org/goodrelations/v1#JCB\n* http://purl.org/goodrelations/v1#MasterCard\n* http://purl.org/goodrelations/v1#VISA        	schema:PaymentCard,schema:LoanOrCredit	
schema:Enumeration	schema:Enumeration	rdfs:Class	Enumeration	Lists or enumerations—for example, a list of cuisines or music genres, etc.	schema:Intangible	
schema:PlanAction	schema:PlanAction	rdfs:Class	PlanAction	The act of planning the execution of an event/task/action/reservation/plan to a future date.	schema:OrganizeAction	
schema:ImageGallery	schema:ImageGallery	rdfs:Class	ImageGallery	Web page type: Image gallery page.	schema:MediaGallery	
schema:ApprovedIndication	schema:ApprovedIndication	rdfs:Class	ApprovedIndication	An indication for a medical therapy that has been formally specified or approved by a regulatory body that regulates use of the therapy; for example, the US FDA approves indications for most drugs in the US.	schema:MedicalIndication	
schema:CompleteDataFeed	schema:CompleteDataFeed	rdfs:Class	CompleteDataFeed	A [[CompleteDataFeed]] is a [[DataFeed]] whose standard representation includes content for every item currently in the feed.  This is the equivalent of Atom's element as defined in Feed Paging and Archiving [RFC 5005](https://tools.ietf.org/html/rfc5005), for example (and as defined for Atom), when using data from a feed that represents a collection of items that varies over time (e.g. "Top Twenty Records") there is no need to have newer entries mixed in alongside older, obsolete entries. By marking this feed as a CompleteDataFeed, old entries can be safely discarded when the feed is refreshed, since we can assume the feed has provided descriptions for all current items.	schema:DataFeed	
schema:HowToItem	schema:HowToItem	rdfs:Class	HowToItem	An item used as either a tool or supply when performing the instructions for how to achieve a result.	schema:ListItem	
schema:LodgingReservation	schema:LodgingReservation	rdfs:Class	LodgingReservation	A reservation for lodging at a hotel, motel, inn, etc.\n\nNote: This type is for information about actual reservations, e.g. in confirmation emails or HTML pages with individual confirmations of reservations.	schema:Reservation	
schema:MusicAlbum	schema:MusicAlbum	rdfs:Class	MusicAlbum	A collection of music tracks.	schema:MusicPlaylist	
schema:Class	schema:Class	rdfs:Class	Class	A class, also often called a 'Type'; equivalent to rdfs:Class.	schema:Intangible	
schema:Episode	schema:Episode	rdfs:Class	Episode	A media episode (e.g. TV, radio, video game) which can be part of a series or season.	schema:CreativeWork	
schema:SearchResultsPage	schema:SearchResultsPage	rdfs:Class	SearchResultsPage	Web page type: Search results page.	schema:WebPage	
schema:SearchAction	schema:SearchAction	rdfs:Class	SearchAction	The act of searching for an object.\n\nRelated actions:\n\n* [[FindAction]]: SearchAction generally leads to a FindAction, but not necessarily.	schema:Action	
schema:HardwareStore	schema:HardwareStore	rdfs:Class	HardwareStore	A hardware store.	schema:Store	
schema:MortgageLoan	schema:MortgageLoan	rdfs:Class	MortgageLoan	A loan in which property or real estate is used as collateral. (A loan securitized against some real estate.)	schema:LoanOrCredit	
schema:CreativeWork	schema:CreativeWork	rdfs:Class	CreativeWork	The most generic kind of creative work, including books, movies, photographs, software programs, etc.	schema:Thing	
schema:CreativeWorkSeries	schema:CreativeWorkSeries	rdfs:Class	CreativeWorkSeries	A CreativeWorkSeries in schema.org is a group of related items, typically but not necessarily of the same kind. CreativeWorkSeries are usually organized into some order, often chronological. Unlike [[ItemList]] which is a general purpose data structure for lists of things, the emphasis with CreativeWorkSeries is on published materials (written e.g. books and periodicals, or media such as TV, radio and games).\n\nSpecific subtypes are available for describing [[TVSeries]], [[RadioSeries]], [[MovieSeries]], [[BookSeries]], [[Periodical]] and [[VideoGameSeries]]. In each case, the [[hasPart]] / [[isPartOf]] properties can be used to relate the CreativeWorkSeries to its parts. The general CreativeWorkSeries type serves largely just to organize these more specific and practical subtypes.\n\nIt is common for properties applicable to an item from the series to be usefully applied to the containing group. Schema.org attempts to anticipate some of these cases, but publishers should be free to apply properties of the series parts to the series as a whole wherever they seem appropriate.     	schema:CreativeWork,schema:Series	
schema:Cooperative	schema:Cooperative	rdfs:Class	Cooperative	An organization that is a joint project of multiple organizations or persons.	schema:Organization	
schema:HVACBusiness	schema:HVACBusiness	rdfs:Class	HVACBusiness	A business that provides Heating, Ventilation and Air Conditioning services.	schema:HomeAndConstructionBusiness	
schema:HealthAndBeautyBusiness	schema:HealthAndBeautyBusiness	rdfs:Class	HealthAndBeautyBusiness	Health and beauty.	schema:LocalBusiness	
schema:InvestmentOrDeposit	schema:InvestmentOrDeposit	rdfs:Class	InvestmentOrDeposit	A type of financial product that typically requires the client to transfer funds to a financial service in return for potential beneficial financial return.	schema:FinancialProduct	
schema:Course	schema:Course	rdfs:Class	Course	A description of an educational course which may be offered as distinct instances which take place at different times or take place at different locations, or be offered through different media or modes of study. An educational course is a sequence of one or more educational events and/or creative works which aims to build knowledge, competence or ability of learners.	schema:LearningResource,schema:CreativeWork	
schema:DateTime	schema:DateTime	schema:DataType,rdfs:Class	DateTime	A combination of date and time of day in the form [-]CCYY-MM-DDThh:mm:ss[Z|(+|-)hh:mm] (see Chapter 5.4 of ISO 8601).		
schema:TheaterEvent	schema:TheaterEvent	rdfs:Class	TheaterEvent	Event type: Theater performance.	schema:Event	
schema:JoinAction	schema:JoinAction	rdfs:Class	JoinAction	An agent joins an event/group with participants/friends at a location.\n\nRelated actions:\n\n* [[RegisterAction]]: Unlike RegisterAction, JoinAction refers to joining a group/team of people.\n* [[SubscribeAction]]: Unlike SubscribeAction, JoinAction does not imply that you'll be receiving updates.\n* [[FollowAction]]: Unlike FollowAction, JoinAction does not imply that you'll be polling for updates.	schema:InteractAction	
schema:DataFeedItem	schema:DataFeedItem	rdfs:Class	DataFeedItem	A single item within a larger data feed.	schema:Intangible	
schema:MovingCompany	schema:MovingCompany	rdfs:Class	MovingCompany	A moving company.	schema:HomeAndConstructionBusiness	
schema:UKNonprofitType	schema:UKNonprofitType	rdfs:Class	UKNonprofitType	UKNonprofitType: Non-profit organization type originating from the United Kingdom.	schema:NonprofitType	
schema:Atlas	schema:Atlas	rdfs:Class	Atlas	A collection or bound volume of maps, charts, plates or tables, physical or in media form illustrating any subject.	schema:CreativeWork	
schema:Park	schema:Park	rdfs:Class	Park	A park.	schema:CivicStructure	
schema:ProductGroup	schema:ProductGroup	rdfs:Class	ProductGroup	A ProductGroup represents a group of [[Product]]s that vary only in certain well-described ways, such as by [[size]], [[color]], [[material]] etc.  While a ProductGroup itself is not directly offered for sale, the various varying products that it represents can be. The ProductGroup serves as a prototype or template, standing in for all of the products who have an [[isVariantOf]] relationship to it. As such, properties (including additional types) can be applied to the ProductGroup to represent characteristics shared by each of the (possibly very many) variants. Properties that reference a ProductGroup are not included in this mechanism; neither are the following specific properties [[variesBy]], [[hasVariant]], [[url]]. 	schema:Product	
schema:WearableMeasurementTypeEnumeration	schema:WearableMeasurementTypeEnumeration	rdfs:Class	WearableMeasurementTypeEnumeration	Enumerates common types of measurement for wearables products.	schema:MeasurementTypeEnumeration	
schema:MerchantReturnPolicySeasonalOverride	schema:MerchantReturnPolicySeasonalOverride	rdfs:Class	MerchantReturnPolicySeasonalOverride	A seasonal override of a return policy, for example used for holidays.	schema:Intangible	
schema:Mountain	schema:Mountain	rdfs:Class	Mountain	A mountain, like Mount Whitney or Mount Everest.	schema:Landform	
schema:CommunicateAction	schema:CommunicateAction	rdfs:Class	CommunicateAction	The act of conveying information to another person via a communication medium (instrument) such as speech, email, or telephone conversation.	schema:InteractAction	
schema:VeterinaryCare	schema:VeterinaryCare	rdfs:Class	VeterinaryCare	A vet's office.	schema:MedicalOrganization	
schema:LegislativeBuilding	schema:LegislativeBuilding	rdfs:Class	LegislativeBuilding	A legislative building&#x2014;for example, the state capitol.	schema:GovernmentBuilding	
schema:CableOrSatelliteService	schema:CableOrSatelliteService	rdfs:Class	CableOrSatelliteService	A service which provides access to media programming like TV or radio. Access may be via cable or satellite.	schema:Service	
schema:PlayAction	schema:PlayAction	rdfs:Class	PlayAction	The act of playing/exercising/training/performing for enjoyment, leisure, recreation, competition or exercise.\n\nRelated actions:\n\n* [[ListenAction]]: Unlike ListenAction (which is under ConsumeAction), PlayAction refers to performing for an audience or at an event, rather than consuming music.\n* [[WatchAction]]: Unlike WatchAction (which is under ConsumeAction), PlayAction refers to showing/displaying for an audience or at an event, rather than consuming visual content.	schema:Action	
schema:JobPosting	schema:JobPosting	rdfs:Class	JobPosting	A listing that describes a job opening in a certain organization.	schema:Intangible	
schema:PlayGameAction	schema:PlayGameAction	rdfs:Class	PlayGameAction	The act of playing a video game.	schema:ConsumeAction	
schema:ExhibitionEvent	schema:ExhibitionEvent	rdfs:Class	ExhibitionEvent	Event type: Exhibition event, e.g. at a museum, library, archive, tradeshow, ...	schema:Event	
schema:BroadcastEvent	schema:BroadcastEvent	rdfs:Class	BroadcastEvent	An over the air or online broadcast event.	schema:PublicationEvent	
schema:BankOrCreditUnion	schema:BankOrCreditUnion	rdfs:Class	BankOrCreditUnion	Bank or credit union.	schema:FinancialService	
schema:PhysicalExam	schema:PhysicalExam	rdfs:Class	PhysicalExam	A type of physical examination of a patient performed by a physician. 	schema:MedicalEnumeration,schema:MedicalProcedure	
schema:Optician	schema:Optician	rdfs:Class	Optician	A store that sells reading glasses and similar devices for improving vision.	schema:MedicalBusiness	
schema:GenderType	schema:GenderType	rdfs:Class	GenderType	An enumeration of genders.	schema:Enumeration	
schema:GameServerStatus	schema:GameServerStatus	rdfs:Class	GameServerStatus	Status of a game server.	schema:StatusEnumeration	
schema:PetStore	schema:PetStore	rdfs:Class	PetStore	A pet store.	schema:Store	
schema:Playground	schema:Playground	rdfs:Class	Playground	A playground.	schema:CivicStructure	
