id	name	type	label	comment	subClassOf	supersededBy	domainIncludes	rangeIncludes
schema:creditedTo	schema:creditedTo	rdf:Property	creditedTo	The group the release is credited to if different than the byArtist. For example, Red and Blue is credited to "Stefani Germanotta Band", but by Lady Gaga.			schema:MusicRelease	schema:Person,schema:Organization
schema:leaseLength	schema:leaseLength	rdf:Property	leaseLength	Length of the lease for some [[Accommodation]], either particular to some [[Offer]] or in some cases intrinsic to the property.			schema:Accommodation,schema:RealEstateListing,schema:Offer	schema:QuantitativeValue,schema:Duration
schema:insertion	schema:insertion	rdf:Property	insertion	The place of attachment of a muscle, or what the muscle moves.			schema:Muscle	schema:AnatomicalStructure
schema:molecularFormula	schema:molecularFormula	rdf:Property	molecularFormula	The empirical formula is the simplest whole number ratio of all the atoms in a molecule.			schema:MolecularEntity	schema:Text
schema:textValue	schema:textValue	rdf:Property	textValue	Text value being annotated.			schema:PronounceableText	schema:Text
schema:seasonNumber	schema:seasonNumber	rdf:Property	seasonNumber	Position of the season within an ordered group of seasons.			schema:CreativeWorkSeason	schema:Text,schema:Integer
schema:screenCount	schema:screenCount	rdf:Property	screenCount	The number of screens in the movie theater.			schema:MovieTheater	schema:Number
schema:legislationEnsuresImplementationOf	schema:legislationEnsuresImplementationOf	rdf:Property	legislationEnsuresImplementationOf	Indicates that this Legislation ensures the implementation of another Legislation, for example by modifying national legislations so that they do not contradict to an EU regulation or decision. This implies a legal meaning. Transpositions of EU Directive should be captured with <a href="/legislationTransposes">legislationTransposes</a>.			schema:Legislation	schema:Legislation
schema:volumeNumber	schema:volumeNumber	rdf:Property	volumeNumber	Identifies the volume of publication or multi-part work; for example, "iii" or "2".			schema:PublicationVolume	schema:Text,schema:Integer
schema:spatialCoverage	schema:spatialCoverage	rdf:Property	spatialCoverage	The spatialCoverage of a CreativeWork indicates the place(s) which are the focus of the content. It is a subproperty of       contentLocation intended primarily for more technical and detailed materials. For example with a Dataset, it indicates       areas that the dataset describes: a dataset of New York weather would have spatialCoverage which was the place: the state of New York.			schema:CreativeWork	schema:Place
schema:estimatedSalary	schema:estimatedSalary	rdf:Property	estimatedSalary	An estimated salary for a job posting or occupation, based on a variety of variables including, but not limited to industry, job title, and location. Estimated salaries  are often computed by outside organizations rather than the hiring organization, who may not have committed to the estimated value.			schema:JobPosting,schema:Occupation	schema:MonetaryAmountDistribution,schema:Number,schema:MonetaryAmount
schema:knows	schema:knows	rdf:Property	knows	The most generic bi-directional social/work relation.			schema:Person	schema:Person
schema:customerRemorseReturnLabelSource	schema:customerRemorseReturnLabelSource	rdf:Property	customerRemorseReturnLabelSource	The method (from an enumeration) by which the customer obtains a return shipping label for a product returned due to customer remorse.			schema:MerchantReturnPolicy	schema:ReturnLabelSourceEnumeration
schema:serviceLocation	schema:serviceLocation	rdf:Property	serviceLocation	The location (e.g. civic structure, local business, etc.) where a person can go to access the service.			schema:ServiceChannel	schema:Place
schema:codeRepository	schema:codeRepository	rdf:Property	codeRepository	Link to the repository where the un-compiled, human readable code and related code is located (SVN, GitHub, CodePlex).			schema:SoftwareSourceCode	schema:URL
schema:buyer	schema:buyer	rdf:Property	buyer	A sub property of participant. The participant/person/organization that bought the object.			schema:SellAction	schema:Person,schema:Organization
schema:telephone	schema:telephone	rdf:Property	telephone	The telephone number.			schema:Organization,schema:ContactPoint,schema:Person,schema:Place	schema:Text
schema:childMaxAge	schema:childMaxAge	rdf:Property	childMaxAge	Maximal age of the child.			schema:ParentAudience	schema:Number
schema:verificationFactCheckingPolicy	schema:verificationFactCheckingPolicy	rdf:Property	verificationFactCheckingPolicy	Disclosure about verification and fact-checking processes for a [[NewsMediaOrganization]] or other fact-checking [[Organization]].			schema:NewsMediaOrganization	schema:CreativeWork,schema:URL
schema:diseasePreventionInfo	schema:diseasePreventionInfo	rdf:Property	diseasePreventionInfo	Information about disease prevention.			schema:SpecialAnnouncement	schema:URL,schema:WebContent
schema:fuelEfficiency	schema:fuelEfficiency	rdf:Property	fuelEfficiency	The distance traveled per unit of fuel used; most commonly miles per gallon (mpg) or kilometers per liter (km/L).\n\n* Note 1: There are unfortunately no standard unit codes for miles per gallon or kilometers per liter. Use [[unitText]] to indicate the unit of measurement, e.g. mpg or km/L.\n* Note 2: There are two ways of indicating the fuel consumption, [[fuelConsumption]] (e.g. 8 liters per 100 km) and [[fuelEfficiency]] (e.g. 30 miles per gallon). They are reciprocal.\n* Note 3: Often, the absolute value is useful only when related to driving speed ("at 80 km/h") or usage pattern ("city traffic"). You can use [[valueReference]] to link the value for the fuel economy to another value.			schema:Vehicle	schema:QuantitativeValue
schema:unnamedSourcesPolicy	schema:unnamedSourcesPolicy	rdf:Property	unnamedSourcesPolicy	For an [[Organization]] (typically a [[NewsMediaOrganization]]), a statement about policy on use of unnamed sources and the decision process required.			schema:NewsMediaOrganization,schema:Organization	schema:CreativeWork,schema:URL
schema:releaseOf	schema:releaseOf	rdf:Property	releaseOf	The album this is a release of.			schema:MusicRelease	schema:MusicAlbum
schema:isProprietary	schema:isProprietary	rdf:Property	isProprietary	True if this item's name is a proprietary/brand name (vs. generic name).			schema:DietarySupplement,schema:Drug	schema:Boolean
schema:timeToComplete	schema:timeToComplete	rdf:Property	timeToComplete	The expected length of time to complete the program if attending full-time.			schema:EducationalOccupationalProgram	schema:Duration
schema:acceptedOffer	schema:acceptedOffer	rdf:Property	acceptedOffer	The offer(s) -- e.g., product, quantity and price combinations -- included in the order.			schema:Order	schema:Offer
schema:publishedOn	schema:publishedOn	rdf:Property	publishedOn	A broadcast service associated with the publication event.			schema:PublicationEvent	schema:BroadcastService
schema:representativeOfPage	schema:representativeOfPage	rdf:Property	representativeOfPage	Indicates whether this image is representative of the content of the page.			schema:ImageObject	schema:Boolean
schema:printColumn	schema:printColumn	rdf:Property	printColumn	The number of the column in which the NewsArticle appears in the print edition.			schema:NewsArticle	schema:Text
schema:vehicleModelDate	schema:vehicleModelDate	rdf:Property	vehicleModelDate	The release date of a vehicle model (often used to differentiate versions of the same make and model).			schema:Vehicle	schema:Date
schema:liveBlogUpdate	schema:liveBlogUpdate	rdf:Property	liveBlogUpdate	An update to the LiveBlog.			schema:LiveBlogPosting	schema:BlogPosting
schema:dateReceived	schema:dateReceived	rdf:Property	dateReceived	The date/time the message was received if a single recipient exists.			schema:Message	schema:DateTime
schema:slogan	schema:slogan	rdf:Property	slogan	A slogan or motto associated with the item.			schema:Service,schema:Place,schema:Product,schema:Organization,schema:Brand	schema:Text
schema:sodiumContent	schema:sodiumContent	rdf:Property	sodiumContent	The number of milligrams of sodium.			schema:NutritionInformation	schema:Mass
schema:coursePrerequisites	schema:coursePrerequisites	rdf:Property	coursePrerequisites	Requirements for taking the Course. May be completion of another [[Course]] or a textual description like "permission of instructor". Requirements may be a pre-requisite competency, referenced using [[AlignmentObject]].			schema:Course	schema:Course,schema:AlignmentObject,schema:Text
schema:chemicalComposition	schema:chemicalComposition	rdf:Property	chemicalComposition	The chemical composition describes the identity and relative ratio of the chemical elements that make up the substance.			schema:ChemicalSubstance	schema:Text
schema:overdosage	schema:overdosage	rdf:Property	overdosage	Any information related to overdose on a drug, including signs or symptoms, treatments, contact information for emergency response.			schema:Drug	schema:Text
schema:purchaseType	schema:purchaseType	rdf:Property	purchaseType	Optional. The type of purchase the consumer must make in order to qualify for this incentive.			schema:FinancialIncentive	schema:PurchaseType
schema:energyEfficiencyScaleMin	schema:energyEfficiencyScaleMin	rdf:Property	energyEfficiencyScaleMin	Specifies the least energy efficient class on the regulated EU energy consumption scale for the product category a product belongs to. For example, energy consumption for televisions placed on the market after January 1, 2020 is scaled from D to A+++.			schema:EnergyConsumptionDetails	schema:EUEnergyEfficiencyEnumeration
schema:award	schema:award	rdf:Property	award	An award won by or for this item.			schema:Service,schema:Product,schema:CreativeWork,schema:Person,schema:Organization	schema:Text
schema:composer	schema:composer	rdf:Property	composer	The person or organization who wrote a composition, or who is the composer of a work performed at some event.			schema:MusicComposition,schema:Event	schema:Organization,schema:Person
schema:afterMedia	schema:afterMedia	rdf:Property	afterMedia	A media object representing the circumstances after performing this direction.			schema:HowToDirection	schema:URL,schema:MediaObject
schema:bookingTime	schema:bookingTime	rdf:Property	bookingTime	The date and time the reservation was booked.			schema:Reservation	schema:DateTime
schema:breastfeedingWarning	schema:breastfeedingWarning	rdf:Property	breastfeedingWarning	Any precaution, guidance, contraindication, etc. related to this drug's use by breastfeeding mothers.			schema:Drug	schema:Text
schema:children	schema:children	rdf:Property	children	A child of the person.			schema:Person	schema:Person
schema:resultReview	schema:resultReview	rdf:Property	resultReview	A sub property of result. The review that resulted in the performing of the action.			schema:ReviewAction	schema:Review
schema:isBasedOn	schema:isBasedOn	rdf:Property	isBasedOn	A resource from which this work is derived or from which it is a modification or adaptation.			schema:CreativeWork	schema:Product,schema:CreativeWork,schema:URL
schema:workPresented	schema:workPresented	rdf:Property	workPresented	The movie presented during this event.			schema:ScreeningEvent	schema:Movie
schema:orderItemStatus	schema:orderItemStatus	rdf:Property	orderItemStatus	The current status of the order item.			schema:OrderItem	schema:OrderStatus
schema:readonlyValue	schema:readonlyValue	rdf:Property	readonlyValue	Whether or not a property is mutable.  Default is false. Specifying this for a property that also has a value makes it act similar to a "hidden" input in an HTML form.			schema:PropertyValueSpecification	schema:Boolean
schema:departureTerminal	schema:departureTerminal	rdf:Property	departureTerminal	Identifier of the flight's departure terminal.			schema:Flight	schema:Text
schema:trackingUrl	schema:trackingUrl	rdf:Property	trackingUrl	Tracking url for the parcel delivery.			schema:ParcelDelivery	schema:URL
schema:weight	schema:weight	rdf:Property	weight	The weight of the product or person.			schema:ShippingConditions,schema:VisualArtwork,schema:Person,schema:Product,schema:OfferShippingDetails	schema:QuantitativeValue,schema:Mass
schema:code	schema:code	rdf:Property	code	A medical code for the entity, taken from a controlled vocabulary or ontology such as ICD-9, DiseasesDB, MeSH, SNOMED-CT, RxNorm, etc.			schema:MedicalEntity	schema:MedicalCode
schema:qualifications	schema:qualifications	rdf:Property	qualifications	Specific qualifications required for this role or Occupation.			schema:Occupation,schema:JobPosting	schema:EducationalOccupationalCredential,schema:Text
schema:mpn	schema:mpn	rdf:Property	mpn	The Manufacturer Part Number (MPN) of the product, or the product to which the offer refers.			schema:Demand,schema:Offer,schema:Product	schema:Text
schema:firstPerformance	schema:firstPerformance	rdf:Property	firstPerformance	The date and place the work was first performed.			schema:MusicComposition	schema:Event
schema:transcript	schema:transcript	rdf:Property	transcript	If this MediaObject is an AudioObject or VideoObject, the transcript of that object.			schema:AudioObject,schema:VideoObject	schema:Text
schema:pattern	schema:pattern	rdf:Property	pattern	A pattern that something has, for example 'polka dot', 'striped', 'Canadian flag'. Values are typically expressed as text, although links to controlled value schemes are also supported.			schema:Product,schema:CreativeWork	schema:DefinedTerm,schema:Text
schema:bankAccountType	schema:bankAccountType	rdf:Property	bankAccountType	The type of a bank account.			schema:BankAccount	schema:Text,schema:URL
schema:boardingGroup	schema:boardingGroup	rdf:Property	boardingGroup	The airline-specific indicator of boarding order / preference.			schema:FlightReservation	schema:Text
schema:aircraft	schema:aircraft	rdf:Property	aircraft	The kind of aircraft (e.g., "Boeing 747").			schema:Flight	schema:Vehicle,schema:Text
schema:byMonth	schema:byMonth	rdf:Property	byMonth	Defines the month(s) of the year on which a recurring [[Event]] takes place. Specified as an [[Integer]] between 1-12. January is 1.			schema:Schedule	schema:Integer
schema:expectsAcceptanceOf	schema:expectsAcceptanceOf	rdf:Property	expectsAcceptanceOf	An Offer which must be accepted before the user can perform the Action. For example, the user may need to buy a movie before being able to watch it.			schema:ActionAccessSpecification,schema:MediaSubscription,schema:ConsumeAction	schema:Offer
schema:exerciseCourse	schema:exerciseCourse	rdf:Property	exerciseCourse	A sub property of location. The course where this action was taken.			schema:ExerciseAction	schema:Place
schema:abridged	schema:abridged	rdf:Property	abridged	Indicates whether the book is an abridged edition.			schema:Book	schema:Boolean
schema:hasMap	schema:hasMap	rdf:Property	hasMap	A URL to a map of the place.			schema:Place	schema:URL,schema:Map
schema:discountCurrency	schema:discountCurrency	rdf:Property	discountCurrency	The currency of the discount.\n\nUse standard formats: [ISO 4217 currency format](http://en.wikipedia.org/wiki/ISO_4217), e.g. "USD"; [Ticker symbol](https://en.wikipedia.org/wiki/List_of_cryptocurrencies) for cryptocurrencies, e.g. "BTC"; well known names for [Local Exchange Trading Systems](https://en.wikipedia.org/wiki/Local_exchange_trading_system) (LETS) and other currency types, e.g. "Ithaca HOUR".			schema:Order	schema:Text
schema:byArtist	schema:byArtist	rdf:Property	byArtist	The artist that performed this album or recording.			schema:MusicAlbum,schema:MusicRecording	schema:MusicGroup,schema:Person
schema:workPerformed	schema:workPerformed	rdf:Property	workPerformed	A work performed in some event, for example a play performed in a TheaterEvent.			schema:Event	schema:CreativeWork
schema:trainName	schema:trainName	rdf:Property	trainName	The name of the train (e.g. The Orient Express).			schema:TrainTrip	schema:Text
schema:noBylinesPolicy	schema:noBylinesPolicy	rdf:Property	noBylinesPolicy	For a [[NewsMediaOrganization]] or other news-related [[Organization]], a statement explaining when authors of articles are not named in bylines.			schema:NewsMediaOrganization	schema:URL,schema:CreativeWork
schema:organizer	schema:organizer	rdf:Property	organizer	An organizer of an Event.			schema:Event	schema:Person,schema:Organization
schema:benefitsSummaryUrl	schema:benefitsSummaryUrl	rdf:Property	benefitsSummaryUrl	The URL that goes directly to the summary of benefits and coverage for the specific standard plan or plan variation.			schema:HealthInsurancePlan	schema:URL
schema:startOffset	schema:startOffset	rdf:Property	startOffset	The start time of the clip expressed as the number of seconds from the beginning of the work.			schema:Clip,schema:SeekToAction	schema:Number,schema:HyperTocEntry
schema:answerExplanation	schema:answerExplanation	rdf:Property	answerExplanation	A step-by-step or full explanation about Answer. Can outline how this Answer was achieved or contain more broad clarification or statement about it. 			schema:Answer	schema:Comment,schema:WebContent
schema:priceValidUntil	schema:priceValidUntil	rdf:Property	priceValidUntil	The date after which the price is no longer available.			schema:Offer	schema:Date
schema:interactivityType	schema:interactivityType	rdf:Property	interactivityType	The predominant mode of learning supported by the learning resource. Acceptable values are 'active', 'expositive', or 'mixed'.			schema:CreativeWork	schema:Text
schema:alumni	schema:alumni	rdf:Property	alumni	Alumni of an organization.			schema:EducationalOrganization,schema:Organization	schema:Person
schema:mobileUrl	schema:mobileUrl	rdf:Property	mobileUrl	The [[mobileUrl]] property is provided for specific situations in which data consumers need to determine whether one of several provided URLs is a dedicated 'mobile site'.  To discourage over-use, and reflecting intial usecases, the property is expected only on [[Product]] and [[Offer]], rather than [[Thing]]. The general trend in web technology is towards [responsive design](https://en.wikipedia.org/wiki/Responsive_web_design) in which content can be flexibly adapted to a wide range of browsing environments. Pages and sites referenced with the long-established [[url]] property should ideally also be usable on a wide variety of devices, including mobile phones. In most cases, it would be pointless and counter productive to attempt to update all [[url]] markup to use [[mobileUrl]] for more mobile-oriented pages. The property is intended for the case when items (primarily [[Product]] and [[Offer]]) have extra URLs hosted on an additional "mobile site" alongside the main one. It should not be taken as an endorsement of this publication style.     			schema:Offer,schema:Product	schema:Text
schema:priceComponent	schema:priceComponent	rdf:Property	priceComponent	This property links to all [[UnitPriceSpecification]] nodes that apply in parallel for the [[CompoundPriceSpecification]] node.			schema:CompoundPriceSpecification	schema:UnitPriceSpecification
schema:doseSchedule	schema:doseSchedule	rdf:Property	doseSchedule	A dosing schedule for the drug for a given population, either observed, recommended, or maximum dose based on the type used.			schema:Drug,schema:TherapeuticProcedure	schema:DoseSchedule
schema:exceptDate	schema:exceptDate	rdf:Property	exceptDate	Defines a [[Date]] or [[DateTime]] during which a scheduled [[Event]] will not take place. The property allows exceptions to       a [[Schedule]] to be specified. If an exception is specified as a [[DateTime]] then only the event that would have started at that specific date and time       should be excluded from the schedule. If an exception is specified as a [[Date]] then any event that is scheduled for that 24 hour period should be       excluded from the schedule. This allows a whole day to be excluded from the schedule without having to itemise every scheduled event.			schema:Schedule	schema:DateTime,schema:Date
schema:geoCrosses	schema:geoCrosses	rdf:Property	geoCrosses	Represents a relationship between two geometries (or the places they represent), relating a geometry to another that crosses it: "a crosses b: they have some but not all interior points in common, and the dimension of the intersection is less than that of at least one of them". As defined in [DE-9IM](https://en.wikipedia.org/wiki/DE-9IM).			schema:Place,schema:GeospatialGeometry	schema:Place,schema:GeospatialGeometry
schema:recordedAs	schema:recordedAs	rdf:Property	recordedAs	An audio recording of the work.			schema:MusicComposition	schema:MusicRecording
schema:dayOfWeek	schema:dayOfWeek	rdf:Property	dayOfWeek	The day of the week for which these opening hours are valid.			schema:OpeningHoursSpecification,schema:EducationalOccupationalProgram	schema:DayOfWeek
schema:cashBack	schema:cashBack	rdf:Property	cashBack	A cardholder benefit that pays the cardholder a small percentage of their net expenditures.			schema:PaymentCard	schema:Number,schema:Boolean
schema:abstract	schema:abstract	rdf:Property	abstract	An abstract is a short description that summarizes a [[CreativeWork]].			schema:CreativeWork	schema:Text
schema:subReservation	schema:subReservation	rdf:Property	subReservation	The individual reservations included in the package. Typically a repeated property.			schema:ReservationPackage	schema:Reservation
schema:broadcastServiceTier	schema:broadcastServiceTier	rdf:Property	broadcastServiceTier	The type of service required to have access to the channel (e.g. Standard or Premium).			schema:BroadcastChannel	schema:Text
schema:includesAttraction	schema:includesAttraction	rdf:Property	includesAttraction	Attraction located at destination.			schema:TouristDestination	schema:TouristAttraction
schema:birthDate	schema:birthDate	rdf:Property	birthDate	Date of birth.			schema:Person	schema:Date
schema:participant	schema:participant	rdf:Property	participant	Other co-agents that participated in the action indirectly. E.g. John wrote a book with *Steve*.			schema:Action	schema:Organization,schema:Person
schema:earlyPrepaymentPenalty	schema:earlyPrepaymentPenalty	rdf:Property	earlyPrepaymentPenalty	The amount to be paid as a penalty in the event of early payment of the loan.			schema:RepaymentSpecification	schema:MonetaryAmount
schema:countriesNotSupported	schema:countriesNotSupported	rdf:Property	countriesNotSupported	Countries for which the application is not supported. You can also provide the two-letter ISO 3166-1 alpha-2 country code.			schema:SoftwareApplication	schema:Text
schema:evidenceLevel	schema:evidenceLevel	rdf:Property	evidenceLevel	Strength of evidence of the data used to formulate the guideline (enumerated).			schema:MedicalGuideline	schema:MedicalEvidenceLevel
schema:phoneticText	schema:phoneticText	rdf:Property	phoneticText	Representation of a text [[textValue]] using the specified [[speechToTextMarkup]]. For example the city name of Houston in IPA: /ˈhjuːstən/.			schema:PronounceableText	schema:Text
schema:modifiedTime	schema:modifiedTime	rdf:Property	modifiedTime	The date and time the reservation was modified.			schema:Reservation	schema:DateTime
schema:paymentDueDate	schema:paymentDueDate	rdf:Property	paymentDueDate	The date that payment is due.			schema:Invoice,schema:Order	schema:Date,schema:DateTime
schema:free	schema:free	rdf:Property	free	A flag to signal that the item, event, or place is accessible for free.		schema:isAccessibleForFree	schema:PublicationEvent	schema:Boolean
schema:monoisotopicMolecularWeight	schema:monoisotopicMolecularWeight	rdf:Property	monoisotopicMolecularWeight	The monoisotopic mass is the sum of the masses of the atoms in a molecule using the unbound, ground-state, rest mass of the principal (most abundant) isotope for each element instead of the isotopic average mass. Please include the units in the form '&lt;Number&gt; &lt;unit&gt;', for example '770.230488 g/mol' or as '&lt;QuantitativeValue&gt;.			schema:MolecularEntity	schema:Text,schema:QuantitativeValue
schema:billingAddress	schema:billingAddress	rdf:Property	billingAddress	The billing address for the order.			schema:Order	schema:PostalAddress
schema:observationDate	schema:observationDate	rdf:Property	observationDate	The observationDate of an [[Observation]].			schema:Observation	schema:DateTime
schema:sponsor	schema:sponsor	rdf:Property	sponsor	A person or organization that supports a thing through a pledge, promise, or financial contribution. E.g. a sponsor of a Medical Study or a corporate sponsor of an event.			schema:Person,schema:Grant,schema:CreativeWork,schema:Organization,schema:MedicalStudy,schema:Event	schema:Organization,schema:Person
schema:numberOfBathroomsTotal	schema:numberOfBathroomsTotal	rdf:Property	numberOfBathroomsTotal	The total integer number of bathrooms in some [[Accommodation]], following real estate conventions as [documented in RESO](https://ddwiki.reso.org/display/DDW17/BathroomsTotalInteger+Field): "The simple sum of the number of bathrooms. For example for a property with two Full Bathrooms and one Half Bathroom, the Bathrooms Total Integer will be 3.". See also [[numberOfRooms]].			schema:Accommodation,schema:FloorPlan	schema:Integer
schema:numTracks	schema:numTracks	rdf:Property	numTracks	The number of tracks in this album or playlist.			schema:MusicPlaylist	schema:Integer
schema:associatedAnatomy	schema:associatedAnatomy	rdf:Property	associatedAnatomy	The anatomy of the underlying organ system or structures associated with this entity.			schema:MedicalCondition,schema:PhysicalActivity	schema:AnatomicalSystem,schema:SuperficialAnatomy,schema:AnatomicalStructure
schema:certificationIdentification	schema:certificationIdentification	rdf:Property	certificationIdentification	Identifier of a certification instance (as registered with an independent certification body). Typically this identifier can be used to consult and verify the certification instance. See also [gs1:certificationIdentification](https://www.gs1.org/voc/certificationIdentification).			schema:Certification	schema:DefinedTerm,schema:Text
schema:observationAbout	schema:observationAbout	rdf:Property	observationAbout	The [[observationAbout]] property identifies an entity, often a [[Place]], associated with an [[Observation]].			schema:Observation	schema:Thing,schema:Place
schema:targetUrl	schema:targetUrl	rdf:Property	targetUrl	The URL of a node in an established educational framework.			schema:AlignmentObject	schema:URL
schema:opens	schema:opens	rdf:Property	opens	The opening hour of the place or service on the given day(s) of the week.			schema:OpeningHoursSpecification	schema:Time
schema:webFeed	schema:webFeed	rdf:Property	webFeed	The URL for a feed, e.g. associated with a podcast series, blog, or series of date-stamped updates. This is usually RSS or Atom.			schema:PodcastSeries,schema:SpecialAnnouncement	schema:DataFeed,schema:URL
schema:floorLevel	schema:floorLevel	rdf:Property	floorLevel	The floor level for an [[Accommodation]] in a multi-storey building. Since counting   systems [vary internationally](https://en.wikipedia.org/wiki/Storey#Consecutive_number_floor_designations), the local system should be used where possible.			schema:Accommodation	schema:Text
schema:sourcedFrom	schema:sourcedFrom	rdf:Property	sourcedFrom	The neurological pathway that originates the neurons.			schema:Nerve	schema:BrainStructure
schema:manufacturer	schema:manufacturer	rdf:Property	manufacturer	The manufacturer of the product.			schema:Product	schema:Organization
schema:numberOfPages	schema:numberOfPages	rdf:Property	numberOfPages	The number of pages in the book.			schema:Book	schema:Integer
schema:aggregateRating	schema:aggregateRating	rdf:Property	aggregateRating	The overall rating, based on a collection of reviews or ratings, of the item.			schema:Event,schema:Place,schema:Product,schema:CreativeWork,schema:Organization,schema:Brand,schema:Service,schema:Offer	schema:AggregateRating
schema:purchaseDate	schema:purchaseDate	rdf:Property	purchaseDate	The date the item, e.g. vehicle, was purchased by the current owner.			schema:Product,schema:Vehicle	schema:Date
schema:reservationId	schema:reservationId	rdf:Property	reservationId	A unique identifier for the reservation.			schema:Reservation	schema:Text
schema:seatSection	schema:seatSection	rdf:Property	seatSection	The section location of the reserved seat (e.g. Orchestra).			schema:Seat	schema:Text
schema:lyrics	schema:lyrics	rdf:Property	lyrics	The words in the song.			schema:MusicComposition	schema:CreativeWork
schema:doseUnit	schema:doseUnit	rdf:Property	doseUnit	The unit of the dose, e.g. 'mg'.			schema:DoseSchedule	schema:Text
schema:exercisePlan	schema:exercisePlan	rdf:Property	exercisePlan	A sub property of instrument. The exercise plan used on this action.			schema:ExerciseAction	schema:ExercisePlan
schema:numAdults	schema:numAdults	rdf:Property	numAdults	The number of adults staying in the unit.			schema:LodgingReservation	schema:QuantitativeValue,schema:Integer
schema:correction	schema:correction	rdf:Property	correction	Indicates a correction to a [[CreativeWork]], either via a [[CorrectionComment]], textually or in another document.			schema:CreativeWork	schema:CorrectionComment,schema:Text,schema:URL
schema:inCodeSet	schema:inCodeSet	rdf:Property	inCodeSet	A [[CategoryCodeSet]] that contains this category code.			schema:CategoryCode	schema:URL,schema:CategoryCodeSet
schema:geoRadius	schema:geoRadius	rdf:Property	geoRadius	Indicates the approximate radius of a GeoCircle (metres unless indicated otherwise via Distance notation).			schema:GeoCircle	schema:Number,schema:Distance,schema:Text
schema:tongueWeight	schema:tongueWeight	rdf:Property	tongueWeight	The permitted vertical load (TWR) of a trailer attached to the vehicle. Also referred to as Tongue Load Rating (TLR) or Vertical Load Rating (VLR).\n\nTypical unit code(s): KGM for kilogram, LBR for pound\n\n* Note 1: You can indicate additional information in the [[name]] of the [[QuantitativeValue]] node.\n* Note 2: You may also link to a [[QualitativeValue]] node that provides additional information using [[valueReference]].\n* Note 3: Note that you can use [[minValue]] and [[maxValue]] to indicate ranges.			schema:Vehicle	schema:QuantitativeValue
schema:sportsTeam	schema:sportsTeam	rdf:Property	sportsTeam	A sub property of participant. The sports team that participated on this action.			schema:ExerciseAction	schema:SportsTeam
schema:totalPrice	schema:totalPrice	rdf:Property	totalPrice	The total price for the reservation or ticket, including applicable taxes, shipping, etc.\n\nUsage guidelines:\n\n* Use values from 0123456789 (Unicode 'DIGIT ZERO' (U+0030) to 'DIGIT NINE' (U+0039)) rather than superficially similar Unicode symbols.\n* Use '.' (Unicode 'FULL STOP' (U+002E)) rather than ',' to indicate a decimal point. Avoid using these symbols as a readability separator.			schema:Reservation,schema:Ticket	schema:Text,schema:PriceSpecification,schema:Number
schema:itemDefectReturnFees	schema:itemDefectReturnFees	rdf:Property	itemDefectReturnFees	The type of return fees for returns of defect products.			schema:MerchantReturnPolicy	schema:ReturnFeesEnumeration
schema:artform	schema:artform	rdf:Property	artform	e.g. Painting, Drawing, Sculpture, Print, Photograph, Assemblage, Collage, etc.			schema:VisualArtwork	schema:URL,schema:Text
schema:previousItem	schema:previousItem	rdf:Property	previousItem	A link to the ListItem that precedes the current one.			schema:ListItem	schema:ListItem
schema:documentation	schema:documentation	rdf:Property	documentation	Further documentation describing the Web API in more detail.			schema:WebAPI	schema:URL,schema:CreativeWork
schema:legalRepresentative	schema:legalRepresentative	rdf:Property	legalRepresentative	One or multiple persons who represent this organization legally such as CEO or sole administrator.			schema:Organization	schema:Person
schema:dataset	schema:dataset	rdf:Property	dataset	A dataset contained in this catalog.			schema:DataCatalog	schema:Dataset
schema:geographicArea	schema:geographicArea	rdf:Property	geographicArea	The geographic area associated with the audience.			schema:Audience	schema:AdministrativeArea
schema:directors	schema:directors	rdf:Property	directors	A director of e.g. TV, radio, movie, video games etc. content. Directors can be associated with individual items or with a series, episode, clip.		schema:director	schema:VideoObject,schema:MovieSeries,schema:TVSeries,schema:VideoGame,schema:Movie,schema:RadioSeries,schema:Episode,schema:VideoGameSeries,schema:Clip	schema:Person
schema:carrierRequirements	schema:carrierRequirements	rdf:Property	carrierRequirements	Specifies specific carrier(s) requirements for the application (e.g. an application may only work on a specific carrier network).			schema:MobileApplication	schema:Text
schema:bestRating	schema:bestRating	rdf:Property	bestRating	The highest value allowed in this rating system.			schema:Rating	schema:Text,schema:Number
schema:issueNumber	schema:issueNumber	rdf:Property	issueNumber	Identifies the issue of publication; for example, "iii" or "2".			schema:PublicationIssue	schema:Text,schema:Integer
schema:seatingCapacity	schema:seatingCapacity	rdf:Property	seatingCapacity	The number of persons that can be seated (e.g. in a vehicle), both in terms of the physical space available, and in terms of limitations set by law.\n\nTypical unit code(s): C62 for persons.			schema:Vehicle	schema:QuantitativeValue,schema:Number
schema:recipeIngredient	schema:recipeIngredient	rdf:Property	recipeIngredient	An ingredient or ordered list of ingredients and potentially quantities used in the recipe, e.g. 1 cup of sugar, flour or garlic.  The ingredients can be represented as free text or more structured values.			schema:Recipe	schema:PropertyValue,schema:ItemList,schema:Text
schema:cvdNumBeds	schema:cvdNumBeds	rdf:Property	cvdNumBeds	numbeds - HOSPITAL INPATIENT BEDS: Inpatient beds, including all staffed, licensed, and overflow (surge) beds used for inpatients.			schema:CDCPMDRecord	schema:Number
schema:dropoffTime	schema:dropoffTime	rdf:Property	dropoffTime	When a rental car can be dropped off.			schema:RentalCarReservation	schema:DateTime
