id	frequency	sources	baseNoun	modifiers	description
SecurityAudits	2	Tasks			
OngoingMonitoringEvaluation	2	Tasks			
DesignDrawingsDocuments	2	Tasks			
SecurityDesignWork	2	Tasks			
IdentifyPersonsResponsible	2	Tasks			
SecurityBreachesEstablishLosses	2	Tasks			
EstablishLosses	2	Tasks			
SystemSecurityCriteria	2	Tasks			
IdentifySource	2	Tasks			
DetermineScope	2	Tasks			
InvestigationRequired	2	Tasks			
RegulatoryMatters	2	Tasks			
AdjustingJournalEntries	2	Tasks			
DiscrepanciesDifferences	2	Tasks			
AccountsEntries	2	Tasks			
AssignEntries	2	Tasks			
VerifyJournalEntries	2	Tasks			
ProjectFutureRevenues	2	Tasks			
ManagementRegardingFinances	2	Tasks			
DetermineTaxLiability	2	Tasks			
WhetherEmployeesUnderstandObjectives	2	Tasks			
AreasSuchAsCompensation	2	Tasks			
TransmittingFinancialRecords	2	Tasks			
MaterialAssets	2	Tasks			
PropertyBeingAppraised	2	Tasks			
Valuation	2	Tasks			
Liquidation	2	Tasks			
PropertySuchAsMeasurements	2	Tasks			
PropertyBased	2	Tasks			
Comparisons	2	Tasks			
RecentSales	2	Tasks			
AnticipatedPropertyIncomeStreams	2	Tasks			
BusinessProperty	2	Tasks			
PropertyMatchesLegalDescriptions	2	Tasks			
AppraisalsWhenPropertyHasBeenImproved	2	Tasks			
HasOtherwiseChanged	2	Tasks			
TangibleProperty	2	Tasks			
LoanAmountsBased	2	Tasks			
PropertyBeingUsedAsCollateral	2	Tasks			
IncomePotential	2	Tasks			
EstimatingPropertyValue	2	Tasks			
TransactionsSuchAsSales	2	Tasks			
CountyLandValuesInformation	2	Tasks			
LocalRealEstateMarkets	2	Tasks			
BuildingCosts	2	Tasks			
SalesPricesMakingCorrectionsAsNecessary	2	Tasks			
NewConstructionImprovements	2	Tasks			
MajorImprovements	2	Tasks			
BuildingCodesBylaws	2	Tasks			
ZoningBylaws	2	Tasks			
PropertiesSurroundings	2	Tasks			
ImmediateSurroundings	2	Tasks			
LegalDescriptions	2	Tasks			
ComparingThem	2	Tasks			
CountyRecords	2	Tasks			
LandWherePropertiesAreSituated	2	Tasks			
NeighborhoodsWherePropertiesAreSituated	2	Tasks			
IncomeRecordsCosts	2	Tasks			
BuildingReplacementCosts	2	Tasks			
ProfessionalCostEstimators	2	Tasks			
LandDiagrams	2	Tasks			
SupportFindings	2	Tasks			
Jurisdictions	2	Tasks			
PropertyDue	2	Tasks			
RealEstateProperty	2	Tasks			
TaxableProperty	2	Tasks			
TaxBills	2	Tasks			
MultiplyingAssessedValues	2	Tasks			
JurisdictionTaxRates	2	Tasks			
IncomeExpenseAnalysis	2	Tasks			
PropertyOwnersAppealedAssessments	2	Tasks			
DefendAppealedAssessments	2	Tasks			
RealPropertyTaxes	2	Tasks			
PersonalPropertyTaxes	2	Tasks			
MaintainExpenditureControls	2	Tasks			
AdviceAssistance	2	Tasks			
BudgetPreparation	2	Tasks			
AccountingRecordsOtherData	2	Tasks			
DetermineFinancialResourcesRequired	2	Tasks			
ImplementProgram	2	Tasks			
BudgetsRecommendations	2	Tasks			
Disapproval	2	Tasks			
SubmitRecommendations	2	Tasks			
ProgramChanges	2	Tasks			
CarryingOutDirectives	2	Tasks			
Appropriations	2	Tasks			
CreditDataStatements	2	Tasks			
ReportsIncludeDegree	2	Tasks			
CreditHistories	2	Tasks			
SimilarEstablishments	2	Tasks			
CustomerRecordsPaymentPlans	2	Tasks			
RecommendPaymentPlans	2	Tasks			
ExchangeCreditInformation	2	Tasks			
Capitalization	2	Tasks			
CompaniesAsInvestments	2	Tasks			
ExaminingCompanyFacilities	2	Tasks			
PublicRelationsExperts	2	Tasks			
AttractNewCorporateClients	2	Tasks			
GreenConstructionRetrofittingProjects	2	Tasks			
GreenRetrofittingProjects	2	Tasks			
RestructureDebt	2	Tasks			
RaiseNewDebt	2	Tasks			
ClientPresentations	2	Tasks			
WhichSecuritiesShouldBeSyndicated	2	Tasks			
Offered	2	Tasks			
FinancialProblems	2	Tasks			
AssessFinancialCapitalImpact	2	Tasks			
ClientsMarketConditions	2	Tasks			
AssessMarketConditions	2	Tasks			
AnalyzingInformation	2	Tasks			
FinancialPublicationsInvestmentBankingFirms	2	Tasks			
SecuritiesValuation	2	Tasks			
ClientsAccountsRegularly	2	Tasks			
DetermineWhetherLifeChanges	2	Tasks			
FinancialPerformanceIndicateNeed	2	Tasks			
PlanReassessment	2	Tasks			
PlansRegularly	2	Tasks			
ClientsStrategies	2	Tasks			
ClientsInformation	2	Tasks			
IncomeProjections	2	Tasks			
ClientBases	2	Tasks			
ClientsOtherAdvisors	2	Tasks			
TaxBenefits	2	Tasks			
OtherFinancialBenefits	2	Tasks			
FinancialPlanningTopics	2	Tasks			
SeverancePackages	2	Tasks			
FieldRepresentatives	2	Tasks			
CompanyRecords	2	Tasks			
CloselyRelatedRisks	2	Tasks			
SpecificTradingStrategiesPositions	2	Tasks			
FinancialLiterature	2	Tasks			
RiskAssessments	2	Tasks			
ImplementingGreenBuildingTechnologies	2	Tasks			
KeyRisksFactors	2	Tasks			
PotentialInvestments	2	Tasks			
MitigatingFactors	2	Tasks			
FinancialDecisions	2	Tasks			
RiskDisclosures	2	Tasks			
OfferDocuments	2	Tasks			
FormalInformalMeetings	2	Tasks			
BankDirectors	2	Tasks			
OtherSupportingSchedulesDetailInstitution'sSafetySoundness	2	Tasks			
OverallFinancialIntegrity	2	Tasks			
EnsureLegality	2	Tasks			
TransactionsOperationsFinancialSolvency	2	Tasks			
BalanceSheets	2	Tasks			
ExpenseAccounts	2	Tasks			
MonitorAdequacy	2	Tasks			
DiscoverSpecificWeaknesses	2	Tasks			
InternalRoutines	2	Tasks			
NewRevisedRegulationsDirectImplementation	2	Tasks			
CashReserves	2	Tasks			
UsingServices	2	Tasks			
MeetFinancialGoals	2	Tasks			
ClientDebtRepayment	2	Tasks			
ClientsOverallFinancialSituations	2	Tasks			
GeneralFinancialTopics	2	Tasks			
GatherFinancialInformation	2	Tasks			
WrittenDocuments	2	Tasks			
ClientAccountActivity	2	Tasks			
ClientInquiries	2	Tasks			
NeedsBeyond	2	Tasks			
CreditDebtCounseling	2	Tasks			
LoanInformation	2	Tasks			
FinancialLiteracy	2	Tasks			
MissingChecks	2	Tasks			
OtherRelatedIssues	2	Tasks			
CustomersDifferentTypes	2	Tasks			
LoanAgreements	2	Tasks			
CreditLoanFiles	2	Tasks			
LoanApplicantsCreditHistories	2	Tasks			
ReachingGoals	2	Tasks			
ResolveThem	2	Tasks			
BankProducts	2	Tasks			
LocateProspects	2	Tasks			
PlanMethods	2	Tasks			
Payoff	2	Tasks			
EstimateTime	2	Tasks			
DebtLiquidation	2	Tasks			
ResolveQuestions	2	Tasks			
ApplicationsAssist	2	Tasks			
ObtainPayment	2	Tasks			
PaymentPrioritiesAccording	2	Tasks			
ReduceClientsOverallCosts	2	Tasks			
CollegeStudents	2	Tasks			
UniversityStudents	2	Tasks			
AvailableFinancialAidPrograms	2	Tasks			
ProvideInformedRecommendations	2	Tasks			
TaxesOwedUsingAddingMachinesPersonalComputers	2	Tasks			
Overpaid	2	Tasks			
ComplexTaxReturns	2	Tasks			
IndividualsBusinesses	2	Tasks			
SmallBusinesses	2	Tasks			
DataInputTotals	2	Tasks			
FormsPrepared	2	Tasks			
Arithmetic	2	Tasks			
VerifyTotals	2	Tasks			
FederalTaxLaws	2	Tasks			
StateTaxLaws	2	Tasks			
DetermineProcedures	2	Tasks			
AtypicalReturns	2	Tasks			
FormPreparationFeesAccording	2	Tasks			
AddressPracticalIssues	2	Tasks			
FinancialMarketRegulation	2	Tasks			
AddressIssuesSuchAsPortfolioConstructionPerformanceMeasurement	2	Tasks			
EconometricTechniques	2	Tasks			
ModelSpecificationsCollectionMethods	2	Tasks			
FinancialAnalyticModels	2	Tasks			
ApplicationSupport	2	Tasks			
NewAnalyticalSoftware	2	Tasks			
OtherFinancialEngineers	2	Tasks			
TradingStrategies	2	Tasks			
TradingSystemPerformance	2	Tasks			
InformDevelopment	2	Tasks			
QuantitativeTechniques	2	Tasks			
TradersFinancialIndustryPersonnel	2	Tasks			
NewAnalyticalApplications	2	Tasks			
ImprovedAnalyticalApplications	2	Tasks			
OtherFinancialIndustryPersonnel	2	Tasks			
ProductDevelopmentTeams	2	Tasks			
CarbonTradingProducts	2	Tasks			
FinancialDocumentsRelated	2	Tasks			
WitnessesStatements	2	Tasks			
SuspectsStatements	2	Tasks			
InvestigativeActivities	2	Tasks			
LawEnforcementOfficers	2	Tasks			
FraudCases	2	Tasks			
SuspectedFraud	2	Tasks			
DetectIrregularities	2	Tasks			
AreasSuchAsBillingTrends	2	Tasks			
CurrentEvents	2	Tasks			
IdentifyRiskAreas	2	Tasks			
ImproveFraudDetection	2	Tasks			
FraudDetectionTechniques	2	Tasks			
PreventionTechniques	2	Tasks			
FieldSurveillance	2	Tasks			
GatherCase	2	Tasks			
ResponsibleParties	2	Tasks			
RestoreNormalFunctioning	2	Tasks			
SystemMalfunctions	2	Tasks			
AssistanceSolvingComputer	2	Tasks			
ProgramProblems	2	Tasks			
MultimediaTechnology	2	Tasks			
PlanComputerSystems	2	Tasks			
InputsAccessed	2	Tasks			
ServeNewPurposesWorkFlow	2	Tasks			
ImproveWorkFlow	2	Tasks			
ComputerSoftwareNeeded	2	Tasks			
SetUpSystems	2	Tasks			
AlterSystems	2	Tasks			
HardwareNeeded	2	Tasks			
ClientsRegardingNature	2	Tasks			
ComputerPrintoutsPerformanceIndicators	2	Tasks			
LocateCodeProblems	2	Tasks			
DetermineWhatInformationIsProcessedItIsProcessed	2	Tasks			
HowItIsProcessed	2	Tasks			
ServeAsProjectLeaders	2	Tasks			
InformaticsScience	2	Tasks			
ClinicalHealthCareAdministrativeProblems	2	Tasks			
NursingInformaticsScience	2	Tasks			
ComputerTechnologies	2	Tasks			
InformationTechnologies	2	Tasks			
HealthInformationTechnology	2	Tasks			
InternationalHealthPoliciesRelated	2	Tasks			
SafeguardComputerFilesAgainstAccidentalModification	2	Tasks			
UnauthorizedModification	2	Tasks			
RiskAssessmentsTests	2	Tasks			
DataProcessingSystem	2	Tasks			
DataProcessingActivitiesMeasures	2	Tasks			
ExecuteTests	2	Tasks			
ComputerSecurityFiles	2	Tasks			
Violators	2	Tasks			
EnsureViolationsAreNotRepeated	2	Tasks			
ComputerFiles	2	Tasks			
UsersSecurityAwareness	2	Tasks			
EnsureSystemSecurityImproveServerNetworkEfficiency	2	Tasks			
ImproveServerNetworkEfficiency	2	Tasks			
PromoteSecurityAwareness	2	Tasks			
DevelopSolutionsInvolvingComputerHardware	2	Tasks			
SolicitCooperationProblems	2	Tasks			
ComputersSoftwareRunsThem	2	Tasks			
SoftwareRunsThem	2	Tasks			
OtherTechnicalProblems	2	Tasks			
AreasSuchAsVirtualReality	2	Tasks			
DetermineComputingNeedsRequirements	2	Tasks			
EvaluateWork	2	Tasks			
NetworkHardwareDirectNetworkSecurityMeasures	2	Tasks			
StaffingDecisionsTraining	2	Tasks			
DirectTraining	2	Tasks			
SecuritySettingsPermissions	2	Tasks			
AccessPermissions	2	Tasks			
ComputerNetworkSecurityBreachesAttemptedBreaches	2	Tasks			
UsersGroups	2	Tasks			
UserGroups	2	Tasks			
ConnectivityProblems	2	Tasks			
TelephoneSupportRelated	2	Tasks			
NetworkData	2	Tasks			
RoutineMaintenanceRepairs	2	Tasks			
NetworkingComponents	2	Tasks			
StandardRepairs	2	Tasks			
Parameters	2	Tasks			
ExistingNetworkSystems	2	Tasks			
NetworkCables	2	Tasks			
IndustryWebSites	2	Tasks			
PotentialProblemIdentification	2	Tasks			
NetworkInstallations	2	Tasks			
WirelessNetworkingEquipment	2	Tasks			
HardwareProducts	2	Tasks			
MeetTechnicalNetworkingNeeds	2	Tasks			
SoftwareProducts	2	Tasks			
UserInstructions	2	Tasks			
CommandsSystemFunctioning	2	Tasks			
VerifyCorrectOperationsErrors	2	Tasks			
ObserveSystemFunctioning	2	Tasks			
MajorHardwareProblemsDefectiveProducts	2	Tasks			
SoftwareProblemsDefectiveProducts	2	Tasks			
TrainingMaterialsTrainUsers	2	Tasks			
TradeMagazinesManuals	2	Tasks			
CommercialPrograms	2	Tasks			
InternalNeeds	2	Tasks			
AutomatedSecurityProbes	2	Tasks			
NetworkPerformanceReports	2	Tasks			
DataInputOutput	2	Tasks			
NetworkTechnologyUpgradeProjects	2	Tasks			
ExpansionProjects	2	Tasks			
NetworkSizes	2	Tasks			
NetworkDesigns	2	Tasks			
NetworkEquipmentReplacement	2	Tasks			
RoutineSchemas	2	Tasks			
EngineersStaff	2	Tasks			
NewModifiedHardwareSoftwareProducts	2	Tasks			
DeterminePerformanceInteroperability	2	Tasks			
CompleteProjects	2	Tasks			
AssociatedNetworks	2	Tasks			
ProjectSchedules	2	Tasks			
CostControlSystems	2	Tasks			
DesignPresentations	2	Tasks			
ProjectReportingSystems	2	Tasks			
NetworkPeripherals	2	Tasks			
ProposedSystemModificationsTechnologyPurchases	2	Tasks			
SystemRenovationProjects	2	Tasks			
ExistingFacilitiesNeeds	2	Tasks			
TelecommunicationsVendors	2	Tasks			
AvailableHardware	2	Tasks			
RecoveryProcedures	2	Tasks			
PurchaseRequisitions	2	Tasks			
UserSupport	2	Tasks			
CustomerPremisesEquipment	2	Tasks			
BackboneNetworks	2	Tasks			
PersonnelManagementStaff	2	Tasks			
RelocateUserConnectivityEquipmentDevices	2	Tasks			
FacilitiesManagementStaff	2	Tasks			
UserAccess	2	Tasks			
HardwareSoftware	2	Tasks			
DirectProgrammers	2	Tasks			
DatabaseApplications	2	Tasks			
ProgramsCorrectErrors	2	Tasks			
UsersQuestions	2	Tasks			
JuniorStaff	2	Tasks			
CodeLogicalDatabaseDescriptionsSpecifyIdentifiers	2	Tasks			
CodingDescriptions	2	Tasks			
PhysicalDatabaseDescriptionsSpecifyIdentifiers	2	Tasks			
MonitorDatabasePerformance	2	Tasks			
CreateProductionDatabases	2	Tasks			
DatabaseArchitectures	2	Tasks			
SystemArchitects	2	Tasks			
DatabaseArchitecturalStrategies	2	Tasks			
DatabaseSchemas	2	Tasks			
ProjectRequestsDescribingDatabaseUserNeeds	2	Tasks			
AccomplishProject	2	Tasks			
CodeLogicalDatabaseDescriptions	2	Tasks			
PhysicalDatabaseDescriptions	2	Tasks			
OptimumValues	2	Tasks			
DatabaseParameters	2	Tasks			
DataExtractionProcedures	2	Tasks			
WarehouseDatabaseStructures	2	Tasks			
TroubleshootingSupport	2	Tasks			
NewProgramsExistingPrograms	2	Tasks			
ModifyExistingPrograms	2	Tasks			
SystemAnalysis	2	Tasks			
SupportingDocumentation	2	Tasks			
MetadataProcesses	2	Tasks			
SoftwareEnhancementsProducts	2	Tasks			
DataBackupsRecoveryOperations	2	Tasks			
DisasterRecoveryOperations	2	Tasks			
DetermineWhetherAdjustmentsAreNeededChangesWillBeNeeded	2	Tasks			
WhereChangesWillBeNeeded	2	Tasks			
NetworkUsers	2	Tasks			
ExistingSystemProblems	2	Tasks			
ImproveSystemsConfigurations	2	Tasks			
NetworkConfigurations	2	Tasks			
RoutineNetworkStartupProcedures	2	Tasks			
ShutdownProcedures	2	Tasks			
ComputerTapesSoftwarePaper	2	Tasks			
ComputerSystemUse	2	Tasks			
NetworkFunctions	2	Tasks			
RepairRecords	2	Tasks			
UseInformation	2	Tasks			
VendorsCompanyPersonnel	2	Tasks			
CompanyPersonnel	2	Tasks			
TakingClasses	2	Tasks			
EnsureDesiredResultsAreProduced	2	Tasks			
IncreaseOperatingEfficiency	2	Tasks			
Managerial	2	Tasks			
BeSureTheyWillProduceDesiredInformationInstructionsAreCorrect	2	Tasks			
LogicalOperation	2	Tasks			
ProgramDevelopmentSubsequentRevisions	2	Tasks			
ComputerOperatorsSystemAnalysts	2	Tasks			
DefineProblems	2	Tasks			
AssistComputerOperatorsSystemAnalysts	2	Tasks			
SystemsAnalysisTasks	2	Tasks			
MaintainUse	2	Tasks			
ControlUse	2	Tasks			
ProgrammingTasks	2	Tasks			
GuideEndUsers	2	Tasks			
WhetherNetworks	2	Tasks			
DevelopNewProgrammingMethods	2	Tasks			
UserNeedsRequirements	2	Tasks			
TimeConstraints	2	Tasks			
CostConstraints	2	Tasks			
SoftwareSystemTestingProcedures	2	Tasks			
ValidationProcedures	2	Tasks			
ProjectLimitationsCapabilities	2	Tasks			
ProjectSpecifications	2	Tasks			
Determine	2	Tasks			
CustomersDepartments	2	Tasks			
DataProcessingManagers	2	Tasks			
ProjectManagers	2	Tasks			
SoftwareDefects	2	Tasks			
ReportDefects	2	Tasks			
TestingProgramsAddressAreasSuchAsDatabaseImpacts	2	Tasks			
BugRetests	2	Tasks			
EnsureReplicability	2	Tasks			
BugResolutionEffortsSuccesses	2	Tasks			
TrackSuccesses	2	Tasks			
AutomatedTestScripts	2	Tasks			
ProvideInput	2	Tasks			
EnsureEfficientOperations	2	Tasks			
Problem	2	Tasks			
NetworkEnvironments	2	Tasks			
CustomerProblemsReferred	2	Tasks			
EnsureTechnicalAccuracy	2	Tasks			
SuggestModifications	2	Tasks			
ReviewingConfigurationFiles	2	Tasks			
CodePieces	2	Tasks			
DetermineBreakdownSource	2	Tasks			
UserTesting	2	Tasks			
TestingSites	2	Tasks			
EvaluateSoftwarePerformance	2	Tasks			
HistoricalAnalyses	2	Tasks			
PerformanceImprovements	2	Tasks			
SecuritySystemPerformanceLogs	2	Tasks			
HypertextTransferProtocol	2	Tasks			
WebDevelopmentProfessionals	2	Tasks			
DetermineDesignRequirementsUserFeedback	2	Tasks			
AnalyzeUserFeedback	2	Tasks			
SearchableIndices	2	Tasks			
NewVisualDesignConceptsConceptsBased	2	Tasks			
ModifyConceptsBased	2	Tasks			
WebSiteMaps	2	Tasks			
PageTemplatesMeetProjectGoals	2	Tasks			
TestingFeedback	2	Tasks			
SearchEngines	2	Tasks			
IncreaseWebSiteTraffic	2	Tasks			
GameplayExperiences	2	Tasks			
EnsureCriticalCommercialSuccess	2	Tasks			
CoreGameFeatures	2	Tasks			
CharacterBiographies	2	Tasks			
DesignLevelDocumentation	2	Tasks			
OriginalDesign	2	Tasks			
GameplayPrototypes	2	Tasks			
GameplayTesting	2	Tasks			
OriginalVision	2	Tasks			
NewGameDesignConcepts	2	Tasks			
CompetitiveProducts	2	Tasks			
GenerateNewGameDesignIdeas	2	Tasks			
GameText	2	Tasks			
MultipleStakeholders	2	Tasks			
InitialGameSketchesUsingTwo	2	Tasks			
GameplayTestPlans	2	Tasks			
ServiceAttacks	2	Tasks			
BackupPlans	2	Tasks			
RecoveryPlans	2	Tasks			
IssuesSuchAsSystemIntegration	2	Tasks			
SystemSecurity	2	Tasks			
UserTestingAnalyses	2	Tasks			
DetermineWebSitesEffectiveness	2	Tasks			
UsageAnalyses	2	Tasks			
ChangeProcedures	2	Tasks			
MonitoringTools	2	Tasks			
WebServersSites	2	Tasks			
MaintainMonitoringTools	2	Tasks			
WebDevelopments	2	Tasks			
WebDevelopers	2	Tasks			
OperatingSystemApplicationLogFilesRegularly	2	Tasks			
VerifyProperSystemPerformance	2	Tasks			
TrainingAssistance	2	Tasks			
WebSiteImplementation	2	Tasks			
WebSiteUsers	2	Tasks			
AllowMaintenance	2	Tasks			
Repetition	2	Tasks			
ConfigurationProcedures	2	Tasks			
NewSoftwarePackages	2	Tasks			
HomePages	2	Tasks			
MailServers	2	Tasks			
DataLayers	2	Tasks			
FutureEnhancements	2	Tasks			
GeospatialDataBuilding	2	Tasks			
ComputerizedGeographicInformationSystems	2	Tasks			
CartographicElementsNeeded	2	Tasks			
EffectivePresentation	2	Tasks			
UsersRegardingMaintenance	2	Tasks			
ClientsRegardingMaintenance	2	Tasks			
OrthoPhotographs	2	Tasks			
DiscussTopicsSuchAsTechnicalSpecifications	2	Tasks			
TroubleshootApplications	2	Tasks			
BusinessApplications	2	Tasks			
CustomizeGeographicInformation	2	Tasks			
FormulatingGeographicInformationSystems	2	Tasks			
UnderstandingImplications	2	Tasks			
PlotCreation	2	Tasks			
OriginalPhotographs	2	Tasks			
MapsPhotographs	2	Tasks			
OtherPhotographs	2	Tasks			
SoftwareSuchAsGeographicInformationSystems	2	Tasks			
IncreaseDataAccessibility	2	Tasks			
DeterminingDocumentManagementPolicies	2	Tasks			
FacilitateInformationCapture	2	Tasks			
DocumentsOtherElectronicContentAccording	2	Tasks			
CharacteristicsSuchAsSecurityLevel	2	Tasks			
DocumentAccessRightsRevisionControl	2	Tasks			
SystemAccessRightsRevisionControl	2	Tasks			
OfficialDocumentsConfirmChanges	2	Tasks			
LegalComplianceManagementStaff	2	Tasks			
RegulatoryActivity	2	Tasks			
ElectronicAssets	2	Tasks			
Repository	2	Tasks			
DocumentManagementSystemFeatures	2	Tasks			
DocumentWorkflowProcedures	2	Tasks			
TechnicalFunctions	2	Tasks			
NewContentManagementSystems	2	Tasks			
ProposedContentManagementSystems	2	Tasks			
DocumentManagementSystems	2	Tasks			
ManualSources	2	Tasks			
DocumentImagingSoftware	2	Tasks			
PhysicalSecurity	2	Tasks			
StakeholderData	2	Tasks			
InformationSystems	2	Tasks			
TestsSimulateTechniques	2	Tasks			
KnownCyberThreatActors	2	Tasks			
SecuritySystemWeaknesses	2	Tasks			
ReportsDescribingResults	2	Tasks			
SecurityFixes	2	Tasks			
SecurityBreachesIntrusions	2	Tasks			
SecurityBreaches	2	Tasks			
DataEncryptionPrograms	2	Tasks			
InformationSecurityProblems	2	Tasks			
SystemTests	2	Tasks			
DataProcessingActivitiesSecurityMeasures	2	Tasks			
InformationSecuritySystems	2	Tasks			
SecurityAssessments	2	Tasks			
CybersecurityStandardsRegulations	2	Tasks			
SecurityProducts	2	Tasks			
IdentifyPerpetrators	2	Tasks			
NetworkIntrusions	2	Tasks			
SupportCyberSecurityInitiatives	2	Tasks			
InformationTechnologyEnvironments	2	Tasks			
PreserveAsEvidence	2	Tasks			
CyberDefenseSoftware	2	Tasks			
FileSignatureAnalysis	2	Tasks			
ForensicInvestigations	2	Tasks			
WebServiceNetworkTrafficAnalysisAnalysis	2	Tasks			
DetectAnomalies	2	Tasks			
WaveformAnalysis	2	Tasks			
AutomateTasks	2	Tasks			
BlockchainDesignPatterns	2	Tasks			
MakeTransactionsSecure	2	Tasks			
BlockchainTechnologies	2	Tasks			
IndustriesSuchAsFinanceMusic	2	Tasks			
DashboardDataVisualizations	2	Tasks			
MeetCustomerReportingNeeds	2	Tasks			
DataRepositories	2	Tasks			
IntegrateData	2	Tasks			
CryptographicProtocols	2	Tasks			
ProtectPrivateInformation	2	Tasks			
SolutionArchitects	2	Tasks			
DataNeeds	2	Tasks			
BlockchainProcessesBased	2	Tasks			
SecurityAssessmentsMatrixReviews	2	Tasks			
ControlMatrixReviews	2	Tasks			
RisksBased	2	Tasks			
CatastrophicFailureHandlers	2	Tasks			
BlockchainInfrastructures	2	Tasks			
ClientApplicationsResponsible	2	Tasks			
IntegrationLogic	2	Tasks			
BusinessLogic	2	Tasks			
ServerApplicationsResponsible	2	Tasks			
UnderstandSpecificSystemRequirements	2	Tasks			
SystemComponentSuitability	2	Tasks			
ImplementingSecureSystems	2	Tasks			
UpgradingHardware	2	Tasks			
EngineersDevelopers	2	Tasks			
SelectAppropriateDesignSolutionsCompatibility	2	Tasks			
HardwareSoftwareTests	2	Tasks			
ExistingSystems	2	Tasks			
SecurityAnalyses	2	Tasks			
Troubleshooting	2	Tasks			
FunctionalStandards	2	Tasks			
AddressOperationalRequirements	2	Tasks			
DesignConstraints	2	Tasks			
SystemStandards	2	Tasks			
CurrentTechnologies	2	Tasks			
ConsiderFactorsSuchAsCost	2	Tasks			
EmergingTechnologies	2	Tasks			
ModelsUsingManualAutomatedTools	2	Tasks			
ProjectExecution	2	Tasks			
CurrentCustomerNeedsPriorities	2	Tasks			
CommunicatingDirectly	2	Tasks			
FutureCustomerNeedsPriorities	2	Tasks			
MeetingsRelated	2	Tasks			
InformationTechnologyProjectsIncludingInformationSuchAsProjectObjectives	2	Tasks			
Collecting	2	Tasks			
AnnualBudgets	2	Tasks			
ProjectCommunicationPlan	2	Tasks			
LiabilitiesNecessary	2	Tasks			
ExistingBusiness	2	Tasks			
StatisticalInformation	2	Tasks			
ProbabilityTables	2	Tasks			
EquitableBasis	2	Tasks			
MutualCompanies	2	Tasks			
InvestmentProductsCreditOfferings	2	Tasks			
ExistingMathematicalPrinciples	2	Tasks			
AdvanceMathematicalScience	2	Tasks			
NumericalAnalysis	2	Tasks			
AnalysisComputationalSimulation	2	Tasks			
ComputationalSimulation	2	Tasks			
MathematicalTheories	2	Tasks			
PracticalProblems	2	Tasks			
BusinessIndustry	2	Tasks			
ValidateInformation	2	Tasks			
EnsureAdequacy	2	Tasks			
ReformulateModels	2	Tasks			
RecommendingSolutions	2	Tasks			
Variables	2	Tasks			
SimulationModels	2	Tasks			
CurrentSystem	2	Tasks			
SeniorManagersMakers	2	Tasks			
IdentifyVariety	2	Tasks			
SolveVariety	2	Tasks			
DecisionMakers	2	Tasks			
TimeCostNetworks	2	Tasks			
IdentifySignificantDifferences	2	Tasks			
RelationshipsAmongSources	2	Tasks			
StatisticalMethodsUsed	2	Tasks			
EnsureValidity	2	Tasks			
WhetherStatisticalMethodsAreAppropriate	2	Tasks			
ExperimentalDesigns	2	Tasks			
StatisticalResults	2	Tasks			
NonstatisticalResults	2	Tasks			
ResearchProjectsApplyValidScientificTechniques	2	Tasks			
UseInformationObtained	2	Tasks			
StructureUncompromisedEfficientAnalyses	2	Tasks			
StatisticalMethods	2	Tasks			
LargeAmounts	2	Tasks			
UseCompleteEnumerationBases	2	Tasks			
DetermineGroups	2	Tasks			
WorkersCollectingTabulatingData	2	Tasks			
ConclusionsPredictions	2	Tasks			
MakePredictions	2	Tasks			
ClinicalData	2	Tasks			
DetailedAnalysisPlans	2	Tasks			
PresentClinicalData	2	Tasks			
BiostatisticalConsultation	2	Tasks			
RecommendAppropriateStatisticalAnalyses	2	Tasks			
DataAnalysisAlgorithms	2	Tasks			
ResearchStudiesRelated	2	Tasks			
LifeSciences	2	Tasks			
EstablishedProceduresVerifyQuality	2	Tasks			
VerifyQuality	2	Tasks			
ExternalBodies	2	Tasks			
ExtendBiologicalTheoryNewResearchProjects	2	Tasks			
RecommendNewResearchProjects	2	Tasks			
SimulationResults	2	Tasks			
TrackChanges	2	Tasks			
BiologicalPhenomena	2	Tasks			
ContinuingEducationCourses	2	Tasks			
FeatureSelectionAlgorithms	2	Tasks			
FactorsCouldAffectResults	2	Tasks			
ScientificArticles	2	Tasks			
StandardReportsSummarizingBusiness	2	Tasks			
CustomReportsSummarizingBusiness	2	Tasks			
BusinessIntelligenceTools	2	Tasks			
IndustryGeographicTrends	2	Tasks			
BusinessStrategyImplications	2	Tasks			
BusinessIntelligenceToolsIncludingDesign	2	Tasks			
BusinessIntelligenceData	2	Tasks			
EnsureIntelligenceIsConsistent	2	Tasks			
DefinedNeeds	2	Tasks			
CompetitiveMarketStrategies	2	Tasks			
CurrentCustomers	2	Tasks			
TechnicalDesignDocumentation	2	Tasks			
EnsureAccurateDevelopment	2	Tasks			
ReportingSolutions	2	Tasks			
TechnologyTrends	2	Tasks			
ClinicalDatabases	2	Tasks			
DataQueries	2	Tasks			
QualityControlAudits	2	Tasks			
ProcessesSuggestRevisions	2	Tasks			
TechnicalLiterature	2	Tasks			
ContinuingEducationAssociations	2	Tasks			
SpecificSoftwarePrograms	2	Tasks			
VariousResearchScenarios	2	Tasks			
FunctionalAreasSuchAsMarketing	2	Tasks			
MedicalAffairs	2	Tasks			
AnalysisNeedsEvolve	2	Tasks			
QualityAnalyses	2	Tasks			
StructuralDatabases	2	Tasks			
GeneExpressionDatabases	2	Tasks			
QueryingDatabases	2	Tasks			
