id	name	description	industry	stage
SeedMachineShopsTurnedProductScrewNutBoltManufacturingStartup	Seed Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing Startup	Seed stage startup in machine shops; turned product; and screw, nut, and bolt manufacturing	3327	Seed
SeedManagementCompaniesEnterprisesStartup	Seed Management of Companies and Enterprises Startup	Seed stage startup in management of companies and enterprises	55	Seed
SeedManagementCompaniesEnterprisesStartup	Seed Management of Companies and Enterprises Startup	Seed stage startup in management of companies and enterprises	551	Seed
SeedManagementCompaniesEnterprisesStartup	Seed Management of Companies and Enterprises Startup	Seed stage startup in management of companies and enterprises	5511	Seed
SeedManagementScientificTechnicalConsultingServicesStartup	Seed Management, Scientific, and Technical Consulting Services Startup	Seed stage startup in management, scientific, and technical consulting services	5416	Seed
SeedManufacturingReproducingMagneticOpticalMediaStartup	Seed Manufacturing and Reproducing Magnetic and Optical Media Startup	Seed stage startup in manufacturing and reproducing magnetic and optical media	3346	Seed
SeedMediaStreamingDistributionServicesSocialNetworksOtherMediaNetworksContentProvidersStartup	Seed Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers Startup	Seed stage startup in media streaming distribution services, social networks, and other media networks and content providers	5162	Seed
SeedMedicalDiagnosticLaboratoriesStartup	Seed Medical and Diagnostic Laboratories Startup	Seed stage startup in medical and diagnostic laboratories	6215	Seed
SeedMedicalEquipmentSuppliesManufacturingStartup	Seed Medical Equipment and Supplies Manufacturing Startup	Seed stage startup in medical equipment and supplies manufacturing	3391	Seed
SeedMerchantWholesalersDurableGoodsStartup	Seed Merchant Wholesalers, Durable Goods Startup	Seed stage startup in merchant wholesalers, durable goods	423	Seed
SeedMerchantWholesalersNondurableGoodsStartup	Seed Merchant Wholesalers, Nondurable Goods Startup	Seed stage startup in merchant wholesalers, nondurable goods	424	Seed
SeedMetalMineralExceptPetroleumMerchantWholesalersStartup	Seed Metal and Mineral (except Petroleum) Merchant Wholesalers Startup	Seed stage startup in metal and mineral (except petroleum) merchant wholesalers	4235	Seed
SeedMetalOreMiningStartup	Seed Metal Ore Mining Startup	Seed stage startup in metal ore mining	2122	Seed
SeedMetalworkingMachineryManufacturingStartup	Seed Metalworking Machinery Manufacturing Startup	Seed stage startup in metalworking machinery manufacturing	3335	Seed
SeedMiningExceptOilGasStartup	Seed Mining (except Oil and Gas) Startup	Seed stage startup in mining (except oil and gas)	212	Seed
SeedMiningQuarryingOilGasExtractionStartup	Seed Mining, Quarrying, and Oil and Gas Extraction Startup	Seed stage startup in mining, quarrying, and oil and gas extraction	21	Seed
SeedMiscellaneousDurableGoodsMerchantWholesalersStartup	Seed Miscellaneous Durable Goods Merchant Wholesalers Startup	Seed stage startup in miscellaneous durable goods merchant wholesalers	4239	Seed
SeedMiscellaneousManufacturingStartup	Seed Miscellaneous Manufacturing Startup	Seed stage startup in miscellaneous manufacturing	339	Seed
SeedMiscellaneousNondurableGoodsMerchantWholesalersStartup	Seed Miscellaneous Nondurable Goods Merchant Wholesalers Startup	Seed stage startup in miscellaneous nondurable goods merchant wholesalers	4249	Seed
SeedMonetaryAuthoritiesCentralBankStartup	Seed Monetary Authorities-Central Bank Startup	Seed stage startup in monetary authorities-central bank	521	Seed
SeedMonetaryAuthoritiesCentralBankStartup	Seed Monetary Authorities-Central Bank Startup	Seed stage startup in monetary authorities-central bank	5211	Seed
SeedMotionPictureSoundRecordingIndustriesStartup	Seed Motion Picture and Sound Recording Industries Startup	Seed stage startup in motion picture and sound recording industries	512	Seed
SeedMotionPictureVideoIndustriesStartup	Seed Motion Picture and Video Industries Startup	Seed stage startup in motion picture and video industries	5121	Seed
SeedMotorVehicleBodyTrailerManufacturingStartup	Seed Motor Vehicle Body and Trailer Manufacturing Startup	Seed stage startup in motor vehicle body and trailer manufacturing	3362	Seed
SeedMotorVehicleManufacturingStartup	Seed Motor Vehicle Manufacturing Startup	Seed stage startup in motor vehicle manufacturing	3361	Seed
SeedMotorVehicleMotorVehiclePartsSuppliesMerchantWholesalersStartup	Seed Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers Startup	Seed stage startup in motor vehicle and motor vehicle parts and supplies merchant wholesalers	4231	Seed
SeedMotorVehiclePartsDealersStartup	Seed Motor Vehicle and Parts Dealers Startup	Seed stage startup in motor vehicle and parts dealers	441	Seed
SeedMotorVehiclePartsManufacturingStartup	Seed Motor Vehicle Parts Manufacturing Startup	Seed stage startup in motor vehicle parts manufacturing	3363	Seed
SeedMuseumsHistoricalSitesSimilarInstitutionsStartup	Seed Museums, Historical Sites, and Similar Institutions Startup	Seed stage startup in museums, historical sites, and similar institutions	712	Seed
SeedMuseumsHistoricalSitesSimilarInstitutionsStartup	Seed Museums, Historical Sites, and Similar Institutions Startup	Seed stage startup in museums, historical sites, and similar institutions	7121	Seed
SeedNationalSecurityInternationalAffairsStartup	Seed National Security and International Affairs Startup	Seed stage startup in national security and international affairs	928	Seed
SeedNationalSecurityInternationalAffairsStartup	Seed National Security and International Affairs Startup	Seed stage startup in national security and international affairs	9281	Seed
SeedNaturalGasDistributionStartup	Seed Natural Gas Distribution Startup	Seed stage startup in natural gas distribution	2212	Seed
SeedNavigationalMeasuringElectromedicalControlInstrumentsManufacturingStartup	Seed Navigational, Measuring, Electromedical, and Control Instruments Manufacturing Startup	Seed stage startup in navigational, measuring, electromedical, and control instruments manufacturing	3345	Seed
SeedNewspaperPeriodicalBookDirectoryPublishersStartup	Seed Newspaper, Periodical, Book, and Directory Publishers Startup	Seed stage startup in newspaper, periodical, book, and directory publishers	5131	Seed
SeedNondepositoryCreditIntermediationStartup	Seed Nondepository Credit Intermediation Startup	Seed stage startup in nondepository credit intermediation	5222	Seed
SeedNonferrousMetalExceptAluminumProductionProcessingStartup	Seed Nonferrous Metal (except Aluminum) Production and Processing Startup	Seed stage startup in nonferrous metal (except aluminum) production and processing	3314	Seed
SeedNonmetallicMineralMiningQuarryingStartup	Seed Nonmetallic Mineral Mining and Quarrying Startup	Seed stage startup in nonmetallic mineral mining and quarrying	2123	Seed
SeedNonmetallicMineralProductManufacturingStartup	Seed Nonmetallic Mineral Product Manufacturing Startup	Seed stage startup in nonmetallic mineral product manufacturing	327	Seed
SeedNonresidentialBuildingConstructionStartup	Seed Nonresidential Building Construction Startup	Seed stage startup in nonresidential building construction	2362	Seed
SeedNonscheduledAirTransportationStartup	Seed Nonscheduled Air Transportation Startup	Seed stage startup in nonscheduled air transportation	4812	Seed
SeedNursingCareFacilitiesSkilledNursingFacilitiesStartup	Seed Nursing Care Facilities (Skilled Nursing Facilities) Startup	Seed stage startup in nursing care facilities (skilled nursing facilities)	6231	Seed
SeedNursingResidentialCareFacilitiesStartup	Seed Nursing and Residential Care Facilities Startup	Seed stage startup in nursing and residential care facilities	623	Seed
SeedOfficeAdministrativeServicesStartup	Seed Office Administrative Services Startup	Seed stage startup in office administrative services	5611	Seed
SeedOfficeFurnitureIncludingFixturesManufacturingStartup	Seed Office Furniture (including Fixtures) Manufacturing Startup	Seed stage startup in office furniture (including fixtures) manufacturing	3372	Seed
SeedOfficesDentistsStartup	Seed Offices of Dentists Startup	Seed stage startup in offices of dentists	6212	Seed
SeedOfficesOtherHealthPractitionersStartup	Seed Offices of Other Health Practitioners Startup	Seed stage startup in offices of other health practitioners	6213	Seed
SeedOfficesPhysiciansStartup	Seed Offices of Physicians Startup	Seed stage startup in offices of physicians	6211	Seed
SeedOfficesRealEstateAgentsBrokersStartup	Seed Offices of Real Estate Agents and Brokers Startup	Seed stage startup in offices of real estate agents and brokers	5312	Seed
SeedOfficeSuppliesStationeryGiftRetailersStartup	Seed Office Supplies, Stationery, and Gift Retailers Startup	Seed stage startup in office supplies, stationery, and gift retailers	4594	Seed
SeedOilGasExtractionStartup	Seed Oil and Gas Extraction Startup	Seed stage startup in oil and gas extraction	211	Seed
SeedOilGasExtractionStartup	Seed Oil and Gas Extraction Startup	Seed stage startup in oil and gas extraction	2111	Seed
SeedOilseedGrainFarmingStartup	Seed Oilseed and Grain Farming Startup	Seed stage startup in oilseed and grain farming	1111	Seed
SeedOtherAmbulatoryHealthCareServicesStartup	Seed Other Ambulatory Health Care Services Startup	Seed stage startup in other ambulatory health care services	6219	Seed
SeedOtherAmusementRecreationIndustriesStartup	Seed Other Amusement and Recreation Industries Startup	Seed stage startup in other amusement and recreation industries	7139	Seed
SeedOtherAnimalProductionStartup	Seed Other Animal Production Startup	Seed stage startup in other animal production	1129	Seed
SeedOtherChemicalProductPreparationManufacturingStartup	Seed Other Chemical Product and Preparation Manufacturing Startup	Seed stage startup in other chemical product and preparation manufacturing	3259	Seed
SeedOtherCropFarmingStartup	Seed Other Crop Farming Startup	Seed stage startup in other crop farming	1119	Seed
SeedOtherElectricalEquipmentComponentManufacturingStartup	Seed Other Electrical Equipment and Component Manufacturing Startup	Seed stage startup in other electrical equipment and component manufacturing	3359	Seed
SeedOtherFabricatedMetalProductManufacturingStartup	Seed Other Fabricated Metal Product Manufacturing Startup	Seed stage startup in other fabricated metal product manufacturing	3329	Seed
SeedOtherFinancialInvestmentActivitiesStartup	Seed Other Financial Investment Activities Startup	Seed stage startup in other financial investment activities	5239	Seed
SeedOtherFoodManufacturingStartup	Seed Other Food Manufacturing Startup	Seed stage startup in other food manufacturing	3119	Seed
SeedOtherFurnitureRelatedProductManufacturingStartup	Seed Other Furniture Related Product Manufacturing Startup	Seed stage startup in other furniture related product manufacturing	3379	Seed
SeedOtherGeneralPurposeMachineryManufacturingStartup	Seed Other General Purpose Machinery Manufacturing Startup	Seed stage startup in other general purpose machinery manufacturing	3339	Seed
SeedOtherHeavyCivilEngineeringConstructionStartup	Seed Other Heavy and Civil Engineering Construction Startup	Seed stage startup in other heavy and civil engineering construction	2379	Seed
SeedOtherInvestmentPoolsFundsStartup	Seed Other Investment Pools and Funds Startup	Seed stage startup in other investment pools and funds	5259	Seed
SeedOtherLeatherAlliedProductManufacturingStartup	Seed Other Leather and Allied Product Manufacturing Startup	Seed stage startup in other leather and allied product manufacturing	3169	Seed
SeedOtherMiscellaneousManufacturingStartup	Seed Other Miscellaneous Manufacturing Startup	Seed stage startup in other miscellaneous manufacturing	3399	Seed
SeedOtherMiscellaneousRetailersStartup	Seed Other Miscellaneous Retailers Startup	Seed stage startup in other miscellaneous retailers	4599	Seed
SeedOtherMotorVehicleDealersStartup	Seed Other Motor Vehicle Dealers Startup	Seed stage startup in other motor vehicle dealers	4412	Seed
SeedOtherNonmetallicMineralProductManufacturingStartup	Seed Other Nonmetallic Mineral Product Manufacturing Startup	Seed stage startup in other nonmetallic mineral product manufacturing	3279	Seed
SeedOtherPersonalServicesStartup	Seed Other Personal Services Startup	Seed stage startup in other personal services	8129	Seed
SeedOtherPipelineTransportationStartup	Seed Other Pipeline Transportation Startup	Seed stage startup in other pipeline transportation	4869	Seed
SeedOtherProfessionalScientificTechnicalServicesStartup	Seed Other Professional, Scientific, and Technical Services Startup	Seed stage startup in other professional, scientific, and technical services	5419	Seed
SeedOtherResidentialCareFacilitiesStartup	Seed Other Residential Care Facilities Startup	Seed stage startup in other residential care facilities	6239	Seed
SeedOtherSchoolsInstructionStartup	Seed Other Schools and Instruction Startup	Seed stage startup in other schools and instruction	6116	Seed
SeedOtherServicesExceptPublicAdministrationStartup	Seed Other Services (except Public Administration) Startup	Seed stage startup in other services (except public administration)	81	Seed
SeedOtherSpecialtyTradeContractorsStartup	Seed Other Specialty Trade Contractors Startup	Seed stage startup in other specialty trade contractors	2389	Seed
SeedOtherSupportActivitiesTransportationStartup	Seed Other Support Activities for Transportation Startup	Seed stage startup in other support activities for transportation	4889	Seed
SeedOtherSupportServicesStartup	Seed Other Support Services Startup	Seed stage startup in other support services	5619	Seed
SeedOtherTextileProductMillsStartup	Seed Other Textile Product Mills Startup	Seed stage startup in other textile product mills	3149	Seed
SeedOtherTransitGroundPassengerTransportationStartup	Seed Other Transit and Ground Passenger Transportation Startup	Seed stage startup in other transit and ground passenger transportation	4859	Seed
SeedOtherTransportationEquipmentManufacturingStartup	Seed Other Transportation Equipment Manufacturing Startup	Seed stage startup in other transportation equipment manufacturing	3369	Seed
SeedOtherWoodProductManufacturingStartup	Seed Other Wood Product Manufacturing Startup	Seed stage startup in other wood product manufacturing	3219	Seed
SeedOutpatientCareCentersStartup	Seed Outpatient Care Centers Startup	Seed stage startup in outpatient care centers	6214	Seed
SeedPaintCoatingAdhesiveManufacturingStartup	Seed Paint, Coating, and Adhesive Manufacturing Startup	Seed stage startup in paint, coating, and adhesive manufacturing	3255	Seed
SeedPaperManufacturingStartup	Seed Paper Manufacturing Startup	Seed stage startup in paper manufacturing	322	Seed
SeedPaperPaperProductMerchantWholesalersStartup	Seed Paper and Paper Product Merchant Wholesalers Startup	Seed stage startup in paper and paper product merchant wholesalers	4241	Seed
SeedPerformingArtsCompaniesStartup	Seed Performing Arts Companies Startup	Seed stage startup in performing arts companies	7111	Seed
SeedPerformingArtsSpectatorSportsRelatedIndustriesStartup	Seed Performing Arts, Spectator Sports, and Related Industries Startup	Seed stage startup in performing arts, spectator sports, and related industries	711	Seed
SeedPersonalCareServicesStartup	Seed Personal Care Services Startup	Seed stage startup in personal care services	8121	Seed
SeedPersonalHouseholdGoodsRepairMaintenanceStartup	Seed Personal and Household Goods Repair and Maintenance Startup	Seed stage startup in personal and household goods repair and maintenance	8114	Seed
SeedPersonalLaundryServicesStartup	Seed Personal and Laundry Services Startup	Seed stage startup in personal and laundry services	812	Seed
SeedPesticideFertilizerOtherAgriculturalChemicalManufacturingStartup	Seed Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing Startup	Seed stage startup in pesticide, fertilizer, and other agricultural chemical manufacturing	3253	Seed
SeedPetroleumCoalProductsManufacturingStartup	Seed Petroleum and Coal Products Manufacturing Startup	Seed stage startup in petroleum and coal products manufacturing	324	Seed
SeedPetroleumCoalProductsManufacturingStartup	Seed Petroleum and Coal Products Manufacturing Startup	Seed stage startup in petroleum and coal products manufacturing	3241	Seed
SeedPetroleumPetroleumProductsMerchantWholesalersStartup	Seed Petroleum and Petroleum Products Merchant Wholesalers Startup	Seed stage startup in petroleum and petroleum products merchant wholesalers	4247	Seed
SeedPharmaceuticalMedicineManufacturingStartup	Seed Pharmaceutical and Medicine Manufacturing Startup	Seed stage startup in pharmaceutical and medicine manufacturing	3254	Seed
SeedPipelineTransportationCrudeOilStartup	Seed Pipeline Transportation of Crude Oil Startup	Seed stage startup in pipeline transportation of crude oil	4861	Seed
SeedPipelineTransportationNaturalGasStartup	Seed Pipeline Transportation of Natural Gas Startup	Seed stage startup in pipeline transportation of natural gas	4862	Seed
SeedPipelineTransportationStartup	Seed Pipeline Transportation Startup	Seed stage startup in pipeline transportation	486	Seed
SeedPlasticsProductManufacturingStartup	Seed Plastics Product Manufacturing Startup	Seed stage startup in plastics product manufacturing	3261	Seed
SeedPlasticsRubberProductsManufacturingStartup	Seed Plastics and Rubber Products Manufacturing Startup	Seed stage startup in plastics and rubber products manufacturing	326	Seed
SeedPostalServiceStartup	Seed Postal Service Startup	Seed stage startup in postal service	491	Seed
SeedPostalServiceStartup	Seed Postal Service Startup	Seed stage startup in postal service	4911	Seed
SeedPoultryEggProductionStartup	Seed Poultry and Egg Production Startup	Seed stage startup in poultry and egg production	1123	Seed
SeedPrimaryMetalManufacturingStartup	Seed Primary Metal Manufacturing Startup	Seed stage startup in primary metal manufacturing	331	Seed
SeedPrintingRelatedSupportActivitiesStartup	Seed Printing and Related Support Activities Startup	Seed stage startup in printing and related support activities	323	Seed
SeedPrintingRelatedSupportActivitiesStartup	Seed Printing and Related Support Activities Startup	Seed stage startup in printing and related support activities	3231	Seed
SeedPrivateHouseholdsStartup	Seed Private Households Startup	Seed stage startup in private households	814	Seed
SeedPrivateHouseholdsStartup	Seed Private Households Startup	Seed stage startup in private households	8141	Seed
SeedProfessionalCommercialEquipmentSuppliesMerchantWholesalersStartup	Seed Professional and Commercial Equipment and Supplies Merchant Wholesalers Startup	Seed stage startup in professional and commercial equipment and supplies merchant wholesalers	4234	Seed
SeedProfessionalScientificTechnicalServicesStartup	Seed Professional, Scientific, and Technical Services Startup	Seed stage startup in professional, scientific, and technical services	54	Seed
SeedProfessionalScientificTechnicalServicesStartup	Seed Professional, Scientific, and Technical Services Startup	Seed stage startup in professional, scientific, and technical services	541	Seed
SeedPromotersPerformingArtsSportsSimilarEventsStartup	Seed Promoters of Performing Arts, Sports, and Similar Events Startup	Seed stage startup in promoters of performing arts, sports, and similar events	7113	Seed
SeedPsychiatricSubstanceAbuseHospitalsStartup	Seed Psychiatric and Substance Abuse Hospitals Startup	Seed stage startup in psychiatric and substance abuse hospitals	6222	Seed
SeedPublicAdministrationStartup	Seed Public Administration Startup	Seed stage startup in public administration	92	Seed
SeedPublishingIndustriesStartup	Seed Publishing Industries Startup	Seed stage startup in publishing industries	513	Seed
SeedPulpPaperPaperboardMillsStartup	Seed Pulp, Paper, and Paperboard Mills Startup	Seed stage startup in pulp, paper, and paperboard mills	3221	Seed
SeedRadioTelevisionBroadcastingStationsStartup	Seed Radio and Television Broadcasting Stations Startup	Seed stage startup in radio and television broadcasting stations	5161	Seed
SeedRailroadRollingStockManufacturingStartup	Seed Railroad Rolling Stock Manufacturing Startup	Seed stage startup in railroad rolling stock manufacturing	3365	Seed
SeedRailTransportationStartup	Seed Rail Transportation Startup	Seed stage startup in rail transportation	482	Seed
SeedRailTransportationStartup	Seed Rail Transportation Startup	Seed stage startup in rail transportation	4821	Seed
SeedRealEstateRentalLeasingStartup	Seed Real Estate and Rental and Leasing Startup	Seed stage startup in real estate and rental and leasing	53	Seed
SeedRealEstateStartup	Seed Real Estate Startup	Seed stage startup in real estate	531	Seed
SeedReligiousGrantmakingCivicProfessionalSimilarOrganizationsStartup	Seed Religious, Grantmaking, Civic, Professional, and Similar Organizations Startup	Seed stage startup in religious, grantmaking, civic, professional, and similar organizations	813	Seed
SeedReligiousOrganizationsStartup	Seed Religious Organizations Startup	Seed stage startup in religious organizations	8131	Seed
SeedRemediationOtherWasteManagementServicesStartup	Seed Remediation and Other Waste Management Services Startup	Seed stage startup in remediation and other waste management services	5629	Seed
SeedRentalLeasingServicesStartup	Seed Rental and Leasing Services Startup	Seed stage startup in rental and leasing services	532	Seed
SeedRepairMaintenanceStartup	Seed Repair and Maintenance Startup	Seed stage startup in repair and maintenance	811	Seed
SeedResidentialBuildingConstructionStartup	Seed Residential Building Construction Startup	Seed stage startup in residential building construction	2361	Seed
SeedResidentialIntellectualDevelopmentalDisabilityMentalHealthSubstanceAbuseFacilitiesStartup	Seed Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities Startup	Seed stage startup in residential intellectual and developmental disability, mental health, and substance abuse facilities	6232	Seed
SeedResinSyntheticRubberArtificialSyntheticFibersFilamentsManufacturingStartup	Seed Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing Startup	Seed stage startup in resin, synthetic rubber, and artificial and synthetic fibers and filaments manufacturing	3252	Seed
SeedRestaurantsOtherEatingPlacesStartup	Seed Restaurants and Other Eating Places Startup	Seed stage startup in restaurants and other eating places	7225	Seed
SeedRoomingBoardingHousesDormitoriesWorkers'CampsStartup	Seed Rooming and Boarding Houses, Dormitories, and Workers' Camps Startup	Seed stage startup in rooming and boarding houses, dormitories, and workers' camps	7213	Seed
SeedRubberProductManufacturingStartup	Seed Rubber Product Manufacturing Startup	Seed stage startup in rubber product manufacturing	3262	Seed
SeedRvRecreationalVehicleParksRecreationalCampsStartup	Seed RV (Recreational Vehicle) Parks and Recreational Camps Startup	Seed stage startup in rv (recreational vehicle) parks and recreational camps	7212	Seed
SeedSatelliteTelecommunicationsStartup	Seed Satellite Telecommunications Startup	Seed stage startup in satellite telecommunications	5174	Seed
SeedSawmillsWoodPreservationStartup	Seed Sawmills and Wood Preservation Startup	Seed stage startup in sawmills and wood preservation	3211	Seed
SeedScenicSightseeingTransportationLandStartup	Seed Scenic and Sightseeing Transportation, Land Startup	Seed stage startup in scenic and sightseeing transportation, land	4871	Seed
SeedScenicSightseeingTransportationOtherStartup	Seed Scenic and Sightseeing Transportation, Other Startup	Seed stage startup in scenic and sightseeing transportation, other	4879	Seed
SeedScenicSightseeingTransportationStartup	Seed Scenic and Sightseeing Transportation Startup	Seed stage startup in scenic and sightseeing transportation	487	Seed
SeedScenicSightseeingTransportationWaterStartup	Seed Scenic and Sightseeing Transportation, Water Startup	Seed stage startup in scenic and sightseeing transportation, water	4872	Seed
SeedScheduledAirTransportationStartup	Seed Scheduled Air Transportation Startup	Seed stage startup in scheduled air transportation	4811	Seed
SeedSchoolEmployeeBusTransportationStartup	Seed School and Employee Bus Transportation Startup	Seed stage startup in school and employee bus transportation	4854	Seed
SeedScientificResearchDevelopmentServicesStartup	Seed Scientific Research and Development Services Startup	Seed stage startup in scientific research and development services	5417	Seed
SeedSeafoodProductPreparationPackagingStartup	Seed Seafood Product Preparation and Packaging Startup	Seed stage startup in seafood product preparation and packaging	3117	Seed
SeedSecuritiesCommodityContractsIntermediationBrokerageStartup	Seed Securities and Commodity Contracts Intermediation and Brokerage Startup	Seed stage startup in securities and commodity contracts intermediation and brokerage	5231	Seed
SeedSecuritiesCommodityContractsOtherFinancialInvestmentsRelatedActivitiesStartup	Seed Securities, Commodity Contracts, and Other Financial Investments and Related Activities Startup	Seed stage startup in securities, commodity contracts, and other financial investments and related activities	523	Seed
SeedSecuritiesCommodityExchangesStartup	Seed Securities and Commodity Exchanges Startup	Seed stage startup in securities and commodity exchanges	5232	Seed
SeedSemiconductorOtherElectronicComponentManufacturingStartup	Seed Semiconductor and Other Electronic Component Manufacturing Startup	Seed stage startup in semiconductor and other electronic component manufacturing	3344	Seed
SeedServicesBuildingsDwellingsStartup	Seed Services to Buildings and Dwellings Startup	Seed stage startup in services to buildings and dwellings	5617	Seed
SeedSheepGoatFarmingStartup	Seed Sheep and Goat Farming Startup	Seed stage startup in sheep and goat farming	1124	Seed
SeedShipBoatBuildingStartup	Seed Ship and Boat Building Startup	Seed stage startup in ship and boat building	3366	Seed
SeedShoeRetailersStartup	Seed Shoe Retailers Startup	Seed stage startup in shoe retailers	4582	Seed
SeedSoapCleaningCompoundToiletPreparationManufacturingStartup	Seed Soap, Cleaning Compound, and Toilet Preparation Manufacturing Startup	Seed stage startup in soap, cleaning compound, and toilet preparation manufacturing	3256	Seed
SeedSocialAdvocacyOrganizationsStartup	Seed Social Advocacy Organizations Startup	Seed stage startup in social advocacy organizations	8133	Seed
SeedSocialAssistanceStartup	Seed Social Assistance Startup	Seed stage startup in social assistance	624	Seed
SeedSoftwarePublishersStartup	Seed Software Publishers Startup	Seed stage startup in software publishers	5132	Seed
SeedSoundRecordingIndustriesStartup	Seed Sound Recording Industries Startup	Seed stage startup in sound recording industries	5122	Seed
SeedSpaceResearchTechnologyStartup	Seed Space Research and Technology Startup	Seed stage startup in space research and technology	927	Seed
SeedSpaceResearchTechnologyStartup	Seed Space Research and Technology Startup	Seed stage startup in space research and technology	9271	Seed
SeedSpecialFoodServicesStartup	Seed Special Food Services Startup	Seed stage startup in special food services	7223	Seed
SeedSpecializedDesignServicesStartup	Seed Specialized Design Services Startup	Seed stage startup in specialized design services	5414	Seed
SeedSpecializedFreightTruckingStartup	Seed Specialized Freight Trucking Startup	Seed stage startup in specialized freight trucking	4842	Seed
SeedSpecialtyExceptPsychiatricSubstanceAbuseHospitalsStartup	Seed Specialty (except Psychiatric and Substance Abuse) Hospitals Startup	Seed stage startup in specialty (except psychiatric and substance abuse) hospitals	6223	Seed
SeedSpecialtyFoodRetailersStartup	Seed Specialty Food Retailers Startup	Seed stage startup in specialty food retailers	4452	Seed
SeedSpecialtyTradeContractorsStartup	Seed Specialty Trade Contractors Startup	Seed stage startup in specialty trade contractors	238	Seed
SeedSpectatorSportsStartup	Seed Spectator Sports Startup	Seed stage startup in spectator sports	7112	Seed
SeedSportingGoodsHobbyMusicalInstrumentBookMiscellaneousRetailersStartup	Seed Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers Startup	Seed stage startup in sporting goods, hobby, musical instrument, book, and miscellaneous retailers	459	Seed
SeedSportingGoodsHobbyMusicalInstrumentRetailersStartup	Seed Sporting Goods, Hobby, and Musical Instrument Retailers Startup	Seed stage startup in sporting goods, hobby, and musical instrument retailers	4591	Seed
SeedSpringWireProductManufacturingStartup	Seed Spring and Wire Product Manufacturing Startup	Seed stage startup in spring and wire product manufacturing	3326	Seed
SeedSteelProductManufacturingPurchasedSteelStartup	Seed Steel Product Manufacturing from Purchased Steel Startup	Seed stage startup in steel product manufacturing from purchased steel	3312	Seed
SeedSugarConfectioneryProductManufacturingStartup	Seed Sugar and Confectionery Product Manufacturing Startup	Seed stage startup in sugar and confectionery product manufacturing	3113	Seed
SeedSupportActivitiesAgricultureForestryStartup	Seed Support Activities for Agriculture and Forestry Startup	Seed stage startup in support activities for agriculture and forestry	115	Seed
SeedSupportActivitiesAirTransportationStartup	Seed Support Activities for Air Transportation Startup	Seed stage startup in support activities for air transportation	4881	Seed
SeedSupportActivitiesAnimalProductionStartup	Seed Support Activities for Animal Production Startup	Seed stage startup in support activities for animal production	1152	Seed
SeedSupportActivitiesCropProductionStartup	Seed Support Activities for Crop Production Startup	Seed stage startup in support activities for crop production	1151	Seed
SeedSupportActivitiesForestryStartup	Seed Support Activities for Forestry Startup	Seed stage startup in support activities for forestry	1153	Seed
SeedSupportActivitiesMiningStartup	Seed Support Activities for Mining Startup	Seed stage startup in support activities for mining	213	Seed
SeedSupportActivitiesMiningStartup	Seed Support Activities for Mining Startup	Seed stage startup in support activities for mining	2131	Seed
SeedSupportActivitiesRailTransportationStartup	Seed Support Activities for Rail Transportation Startup	Seed stage startup in support activities for rail transportation	4882	Seed
SeedSupportActivitiesRoadTransportationStartup	Seed Support Activities for Road Transportation Startup	Seed stage startup in support activities for road transportation	4884	Seed
SeedSupportActivitiesTransportationStartup	Seed Support Activities for Transportation Startup	Seed stage startup in support activities for transportation	488	Seed
SeedSupportActivitiesWaterTransportationStartup	Seed Support Activities for Water Transportation Startup	Seed stage startup in support activities for water transportation	4883	Seed
SeedTaxiLimousineServiceStartup	Seed Taxi and Limousine Service Startup	Seed stage startup in taxi and limousine service	4853	Seed
SeedTechnicalTradeSchoolsStartup	Seed Technical and Trade Schools Startup	Seed stage startup in technical and trade schools	6115	Seed
SeedTelecommunicationsStartup	Seed Telecommunications Startup	Seed stage startup in telecommunications	517	Seed
SeedTextileFabricFinishingFabricCoatingMillsStartup	Seed Textile and Fabric Finishing and Fabric Coating Mills Startup	Seed stage startup in textile and fabric finishing and fabric coating mills	3133	Seed
SeedTextileFurnishingsMillsStartup	Seed Textile Furnishings Mills Startup	Seed stage startup in textile furnishings mills	3141	Seed
SeedTextileMillsStartup	Seed Textile Mills Startup	Seed stage startup in textile mills	313	Seed
SeedTextileProductMillsStartup	Seed Textile Product Mills Startup	Seed stage startup in textile product mills	314	Seed
SeedTimberTractOperationsStartup	Seed Timber Tract Operations Startup	Seed stage startup in timber tract operations	1131	Seed
SeedTobaccoManufacturingStartup	Seed Tobacco Manufacturing Startup	Seed stage startup in tobacco manufacturing	3122	Seed
SeedTransitGroundPassengerTransportationStartup	Seed Transit and Ground Passenger Transportation Startup	Seed stage startup in transit and ground passenger transportation	485	Seed
SeedTransportationEquipmentManufacturingStartup	Seed Transportation Equipment Manufacturing Startup	Seed stage startup in transportation equipment manufacturing	336	Seed
SeedTravelArrangementReservationServicesStartup	Seed Travel Arrangement and Reservation Services Startup	Seed stage startup in travel arrangement and reservation services	5615	Seed
SeedTravelerAccommodationStartup	Seed Traveler Accommodation Startup	Seed stage startup in traveler accommodation	7211	Seed
