url	ns	type	id	name	description	code	predicate	event	activity	actor	object	inverse	source	vocabulary
https://language.org.ai/Verb/submit	language.org.ai	Verb	submit	submit	To present or deliver documents, proposals, or work for consideration, approval, or processing. Involves formal presentation to authorities or decision-makers.		submits	submitted	submitting	Submitter	Submission	submittedBy	APQC/ONET	Discovered
https://language.org.ai/Verb/open	language.org.ai	Verb	open	open	To initiate, begin, or make accessible a process, account, facility, or opportunity. Can refer to starting new operations or providing access.		opens	opened	opening	Opener	Opening	openedBy	APQC/ONET	Discovered
https://language.org.ai/Verb/liaise	language.org.ai	Verb	liaise	liaise	To establish and maintain communication and coordination between parties or departments. Involves acting as a connection point to facilitate collaboration.		liaises	liaised	liaising	Liaison	Liaison	liaisedBy	APQC/ONET	Discovered
https://language.org.ai/Verb/appraise	language.org.ai	Verb	appraise	appraise	To assess, evaluate, or estimate the value, quality, or performance of assets, employees, or situations. Provides formal judgments based on established criteria.		appraises	appraised	appraising	Appraiser	Appraisal	appraisedBy	APQC/ONET	Discovered
https://language.org.ai/Verb/consolidate	language.org.ai	Verb	consolidate	consolidate	To combine multiple elements, accounts, or operations into a unified whole for efficiency or clarity. Often involves merging financial records or organizational units.		consolidates	consolidated	consolidating	Consolidator	Consolidation	consolidatedBy	APQC/ONET	Discovered
https://language.org.ai/Verb/transfer	language.org.ai	Verb	transfer	transfer	To move, convey, or relocate something from one place, person, or system to another. Includes physical movement, ownership changes, or data migration between locations or entities.		transfers	transferred	transferring	Transferrer	Transfer	transferredBy	APQC/ONET	Discovered
https://language.org.ai/Verb/pilot	language.org.ai	Verb	pilot	pilot	To test, trial, or operate a new program, system, or initiative on a small scale before full implementation. Involves conducting experimental or preliminary runs to validate approaches.		pilots	piloted	piloting	Pilot	Pilot	pilotedBy	APQC/ONET	Discovered
https://language.org.ai/Verb/file	language.org.ai	Verb	file	file	To submit documents officially or organize materials in a systematic filing system. Used in business processes for document management and regulatory compliance.		files	filed	filing	Filer	File	filedBy	APQC/ONET	Discovered
https://language.org.ai/Verb/construct	language.org.ai	Verb	construct	construct	To build or create structures, systems, or frameworks. Used in business processes for developing infrastructure, assembling components, or formulating plans.		constructs	constructed	constructing	Constructor	Construction	constructedBy	APQC/ONET	Discovered
https://language.org.ai/Verb/undertake	language.org.ai	Verb	undertake	undertake	To begin, commit to, or assume responsibility for a task or project. Used in business processes when initiating new initiatives or accepting obligations.		undertakes	undertook	undertaking	Undertaker	Undertaking	undertakenBy	APQC/ONET	Discovered
https://language.org.ai/Verb/scope	language.org.ai	Verb	scope	scope	To define or determine the extent, boundaries, or requirements of a project or initiative. Used in business processes for planning and establishing project parameters.		scopes	scoped	scoping	Scoper	Scope	scopedBy	APQC/ONET	Discovered
https://language.org.ai/Verb/sustain	language.org.ai	Verb	sustain	sustain	To maintain, support, or keep operational over time. Used in business processes for ongoing operations, maintaining standards, or providing continuous support.		sustains	sustained	sustaining	Sustainer	Sustenance	sustainedBy	APQC/ONET	Discovered
https://language.org.ai/Verb/inventory	language.org.ai	Verb	inventory	inventory	To count, catalog, or systematically record items in stock. Used in business processes for asset management, stock control, and physical verification of materials.		inventories	inventoried	inventorying	Inventorier	Inventory	inventoriedBy	APQC/ONET	Discovered
https://language.org.ai/Verb/read	language.org.ai	Verb	read	read	To interpret written or printed information, or to review and understand documents. Used in business processes for data analysis, document review, and information gathering.		reads	read	reading	Reader	Reading	readBy	APQC/ONET	Discovered
https://language.org.ai/Verb/move	language.org.ai	Verb	move	move	To relocate, transfer, or shift items, resources, or operations from one location or state to another. Used in business processes for logistics, resource allocation, and organizational changes.		moves	moved	moving	Mover	Move	movedBy	APQC/ONET	Discovered
https://language.org.ai/Verb/account	language.org.ai	Verb	account	account	Provide an explanation or be responsible for something		accounts	accounted	accounting	Accountant	Account	accountedBy		
https://language.org.ai/Verb/adapt	language.org.ai	Verb	adapt	adapt	Modify or adjust to new conditions or requirements		adapts	adapted	adapting	Adapter	Adaptation	adaptedBy		
https://language.org.ai/Verb/address	language.org.ai	Verb	address	address	Deal with or direct attention to a matter or person		addresses	addressed	addressing	Addresser	Address	addressedBy		
https://language.org.ai/Verb/adopt	language.org.ai	Verb	adopt	adopt	Take on or formally approve a course of action		adopts	adopted	adopting	Adopter	Adoption	adoptedBy		
https://language.org.ai/Verb/alert	language.org.ai	Verb	alert	alert	Make aware of a potential danger or important information		alerts	alerted	alerting	Alerter	Alert	alertedBy		
https://language.org.ai/Verb/allow	language.org.ai	Verb	allow	allow	Permit or enable something to happen		allows	allowed	allowing	Allower	Allowance	allowedBy		
https://language.org.ai/Verb/answer	language.org.ai	Verb	answer	answer	Provide a response to a question or action		answers	answered	answering	Answerer	Answer	answeredBy		
https://language.org.ai/Verb/ascertain	language.org.ai	Verb	ascertain	ascertain	Determine the facts or details of something with certainty		ascertains	ascertained	ascertaining	Ascertainer	Ascertainment	ascertainedBy		
https://language.org.ai/Verb/assure	language.org.ai	Verb	assure	assure	Make someone confident or certain about something		assures	assured	assuring	Assurer	Assurance	assuredBy		
https://language.org.ai/Verb/augment	language.org.ai	Verb	augment	augment	Make something greater in size or quantity		augments	augmented	augmenting	Augmenter	Augmentation	augmentedBy		
https://language.org.ai/Verb/authenticate	language.org.ai	Verb	authenticate	authenticate	Verify the origin or validity of something		authenticates	authenticated	authenticating	Authenticator	Authentication	authenticatedBy		
https://language.org.ai/Verb/automate	language.org.ai	Verb	automate	automate	Convert a process to be operated automatically		automates	automated	automating	Automator	Automation	automatedBy		
https://language.org.ai/Verb/avoid	language.org.ai	Verb	avoid	avoid	Keep away from or prevent something from happening		avoids	avoided	avoiding	Avoider	Avoidance	avoidedBy		
https://language.org.ai/Verb/balance	language.org.ai	Verb	balance	Balance	Distribute weight or maintain equilibrium in work processes or resources		balances	balanced	balancing	Balancer	Balance	balancedBy		
https://language.org.ai/Verb/become	language.org.ai	Verb	become	Become	Develop into or grow to be something different		becomes	became	becoming	Becomer	Becoming	becomeBy		
https://language.org.ai/Verb/boost	language.org.ai	Verb	boost	Boost	Increase or improve performance, productivity, or effectiveness		boosts	boosted	boosting	Booster	Boost	boostedBy		
https://language.org.ai/Verb/bridge	language.org.ai	Verb	bridge	Bridge	Connect or span gaps between different departments, systems, or perspectives		bridges	bridged	bridging	Bridger	Bridge	bridgedBy		
https://language.org.ai/Verb/bundle	language.org.ai	Verb	bundle	Bundle	Combine multiple items or services into a single package or offering		bundles	bundled	bundling	Bundler	Bundle	bundledBy		
https://language.org.ai/Verb/buy	language.org.ai	Verb	buy	Buy	Acquire or purchase goods or services for organizational use		buys	bought	buying	Buyer	Buy	boughtBy		
https://language.org.ai/Verb/carry	language.org.ai	Verb	carry	Carry	Transport, convey, or maintain responsibility for tasks or items		carries	carried	carrying	Carrier	Carry	carriedBy		
https://language.org.ai/Verb/change	language.org.ai	Verb	change	Change	Alter, transform, or modify processes, systems, or approaches		changes	changed	changing	Changer	Change	changedBy		
https://language.org.ai/Verb/clarify	language.org.ai	Verb	clarify	Clarify	Make something clear or easier to understand in communication		clarifies	clarified	clarifying	Clarifier	Clarification	clarifiedBy		
https://language.org.ai/Verb/coach	language.org.ai	Verb	coach	Coach	Guide, train, or develop individuals to improve performance		coaches	coached	coaching	Coach	Coaching	coachedBy		
https://language.org.ai/Verb/combine	language.org.ai	Verb	combine	Combine	Join or merge multiple elements into an integrated whole		combines	combined	combining	Combiner	Combination	combinedBy		
https://language.org.ai/Verb/commence	language.org.ai	Verb	commence	Commence	Begin or start a project, activity, or business operation		commences	commenced	commencing	Commencer	Commencement	commencedBy		
https://language.org.ai/Verb/confer	language.org.ai	Verb	confer	Confer	Consult or discuss with colleagues to exchange ideas or make decisions		confers	conferred	conferring	Conferrer	Conferral	conferredBy		
https://language.org.ai/Verb/consider	language.org.ai	Verb	consider	Consider	Give thought to or evaluate options, factors, or proposals carefully		considers	considered	considering	Considerer	Consideration	consideredBy		
https://language.org.ai/Verb/correct	language.org.ai	Verb	correct	Correct	Fix errors or adjust something to make it accurate or proper		corrects	corrected	correcting	Corrector	Correction	correctedBy		
https://language.org.ai/Verb/correspond	language.org.ai	Verb	correspond	Correspond	Communicate or be in agreement with someone or something; exchange letters or messages		corresponds	corresponded	corresponding	Correspondent	Correspondence	correspondedWith		
https://language.org.ai/Verb/craft	language.org.ai	Verb	craft	Craft	Create or make something skillfully with careful attention to detail		crafts	crafted	crafting	Crafter	Craft	craftedBy		
https://language.org.ai/Verb/describe	language.org.ai	Verb	describe	Describe	Provide details or an account of something; explain characteristics or features		describes	described	describing	Describer	Description	describedBy		
https://language.org.ai/Verb/detect	language.org.ai	Verb	detect	Detect	Discover or identify the presence of something, often something hidden or subtle		detects	detected	detecting	Detector	Detection	detectedBy		
https://language.org.ai/Verb/dig	language.org.ai	Verb	dig	Dig	Excavate or search deeply into something; investigate thoroughly		digs	dug	digging	Digger	Dig	dugBy		
https://language.org.ai/Verb/display	language.org.ai	Verb	display	Display	Show or present something prominently for others to see; exhibit		displays	displayed	displaying	Displayer	Display	displayedBy		
https://language.org.ai/Verb/disseminate	language.org.ai	Verb	disseminate	Disseminate	Spread or distribute information, ideas, or knowledge widely		disseminates	disseminated	disseminating	Disseminator	Dissemination	disseminatedBy		
https://language.org.ai/Verb/distill	language.org.ai	Verb	distill	Distill	Extract the essential meaning or most important elements from something; refine or purify		distills	distilled	distilling	Distiller	Distillation	distilledBy		
https://language.org.ai/Verb/draw	language.org.ai	Verb	draw	Draw	Attract or pull something toward oneself; create a visual representation; conclude or infer		draws	drew	drawing	Drawer	Drawing	drawnBy		
https://language.org.ai/Verb/eliminate	language.org.ai	Verb	eliminate	Eliminate	Remove, get rid of, or exclude someone or something completely		eliminates	eliminated	eliminating	Eliminator	Elimination	eliminatedBy		
https://language.org.ai/Verb/encourage	language.org.ai	Verb	encourage	Encourage	Give support, confidence, or motivation to someone to do something		encourages	encouraged	encouraging	Encourager	Encouragement	encouragedBy		
https://language.org.ai/Verb/enhance	language.org.ai	Verb	enhance	Enhance	Make something better, stronger, or more effective; improve		enhances	enhanced	enhancing	Enhancer	Enhancement	enhancedBy		
https://language.org.ai/Verb/evolve	language.org.ai	Verb	evolve	Evolve	Develop gradually or change over time; progress or advance		evolves	evolved	evolving	Evolver	Evolution	evolvedBy		
https://language.org.ai/Verb/expand	language.org.ai	Verb	expand	Expand	Make something larger, wider, or more extensive; increase in size or scope		expands	expanded	expanding	Expander	Expansion	expandedBy		
https://language.org.ai/Verb/expedite	language.org.ai	Verb	expedite	Expedite	Speed up a process; make something happen faster or more quickly		expedites	expedited	expediting	Expediter	Expedition	expeditedBy		
https://language.org.ai/Verb/explore	language.org.ai	Verb	explore	Explore	Investigate or examine something thoroughly to discover information or possibilities		explores	explored	exploring	Explorer	Exploration	exploredBy		
https://language.org.ai/Verb/express	language.org.ai	Verb	express	Express	Convey ideas, opinions, or emotions clearly and effectively		expresses	expressed	expressing	Expresser	Expression	expressedBy		
https://language.org.ai/Verb/extend	language.org.ai	Verb	extend	Extend	Stretch out, enlarge, or increase the scope or duration of something		extends	extended	extending	Extender	Extension	extendedBy		
https://language.org.ai/Verb/fill	language.org.ai	Verb	fill	Fill	Complete a space or make something full by adding content or material		fills	filled	filling	Filler	Filling	filledBy		
https://language.org.ai/Verb/follow	language.org.ai	Verb	follow	Follow	Move or proceed in the same direction, or comply with instructions or guidance		follows	followed	following	Follower	Following	followedBy		
https://language.org.ai/Verb/form	language.org.ai	Verb	form	Form	Shape, create, or develop something into a specific structure or arrangement		forms	formed	forming	Former	Formation	formedBy		
https://language.org.ai/Verb/formalize	language.org.ai	Verb	formalize	Formalize	Make something official or put it into a standardized format		formalizes	formalized	formalizing	Formalizer	Formalization	formalizedBy		
https://language.org.ai/Verb/gain	language.org.ai	Verb	gain	Gain	Obtain, achieve, or increase something desired such as knowledge or advantage		gains	gained	gaining	Gainer	Gain	gainedBy		
https://language.org.ai/Verb/get	language.org.ai	Verb	get	Get	Obtain, acquire, or receive something needed or desired		gets	gotten	getting	Getter	Getting	gottenBy		
https://language.org.ai/Verb/give	language.org.ai	Verb	give	Give	Provide, offer, or transfer something to another person or entity		gives	gave	giving	Giver	Gift	givenBy		
https://language.org.ai/Verb/glean	language.org.ai	Verb	glean	Glean	Gradually collect or gather information, knowledge, or resources from various sources		gleans	gleaned	gleaning	Gleaner	Gleaning	gleaned By		
https://language.org.ai/Verb/govern	language.org.ai	Verb	govern	Govern	Direct, control, or manage an organization, process, or situation according to rules		governs	governed	governing	Governor	Governance	governedBy		
https://language.org.ai/Verb/grow	language.org.ai	Verb	grow	Grow	Increase in size, value, scope, or importance over time		grows	grew	growing	Grower	Growth	grownBy		
https://language.org.ai/Verb/hand	language.org.ai	Verb	hand	Hand	Give, pass, or deliver something to another person		hands	handed	handing	Handler	Handoff	handedBy		
https://language.org.ai/Verb/harvest	language.org.ai	Verb	harvest	Harvest	Gather, collect, or extract the results or benefits of previous efforts		harvests	harvested	harvesting	Harvester	Harvest	harvestedBy		
https://language.org.ai/Verb/have	language.org.ai	Verb	have	have	Possess, own, or maintain control or responsibility for something		has	had	having	Haver	Having	hadBy		
https://language.org.ai/Verb/help	language.org.ai	Verb	help	help	Provide assistance, support, or aid to someone to accomplish a task		helps	helped	helping	Helper	Help	helpedBy		
https://language.org.ai/Verb/hoist	language.org.ai	Verb	hoist	hoist	Lift or raise something to a higher position using equipment or effort		hoists	hoisted	hoisting	Hoister	Hoist	hoisedBy		
https://language.org.ai/Verb/import	language.org.ai	Verb	import	import	Bring in goods, data, or concepts from outside sources into a system		imports	imported	importing	Importer	Import	importedBy		
https://language.org.ai/Verb/include	language.org.ai	Verb	include	include	Contain or comprise as a constituent part; add something to a group		includes	included	including	Includer	Inclusion	includedBy		
https://language.org.ai/Verb/increase	language.org.ai	Verb	increase	increase	Make something greater in size, amount, degree, or intensity		increases	increased	increasing	Increaser	Increase	increasedBy		
https://language.org.ai/Verb/indicate	language.org.ai	Verb	indicate	indicate	Point out, show, or suggest that something is the case		indicates	indicated	indicating	Indicator	Indication	indicatedBy		
https://language.org.ai/Verb/ingest	language.org.ai	Verb	ingest	ingest	Take in or consume data, information, or substances for processing		ingests	ingested	ingesting	Ingester	Ingestion	ingestedBy		
https://language.org.ai/Verb/interact	language.org.ai	Verb	interact	interact	Engage in communication or activity with others or systems		interacts	interacted	interacting	Interactor	Interaction	interactedBy		
https://language.org.ai/Verb/introduce	language.org.ai	Verb	introduce	introduce	Present, bring in, or make someone aware of something new		introduces	introduced	introducing	Introducer	Introduction	introducedBy		
https://language.org.ai/Verb/invest	language.org.ai	Verb	invest	invest	Commit resources, time, or capital with expectation of return or benefit		invests	invested	investing	Investor	Investment	investedBy		
https://language.org.ai/Verb/invite	language.org.ai	Verb	invite	invite	Request or encourage someone's presence or participation in an event		invites	invited	inviting	Inviter	Invitation	invitedBy		
https://language.org.ai/Verb/keep	language.org.ai	Verb	keep	keep	Maintain, retain, or continue to have or do something over time		keeps	kept	keeping	Keeper	Keeping	keptBy		
https://language.org.ai/Verb/label	language.org.ai	Verb	label	label	Assign a name, description, or category to identify something		labels	labeled	labeling	Labeler	Label	labeledBy		
https://language.org.ai/Verb/launch	language.org.ai	Verb	launch	launch	Initiate or start a process, project, or activity formally		launches	launched	launching	Launcher	Launch	launchedBy		
https://language.org.ai/Verb/leverage	language.org.ai	Verb	leverage	Leverage	Use or employ a resource, skill, or advantage strategically to achieve maximum benefit		leverages	leveraged	leveraging	Leverager	Leverage	leveragedBy		
https://language.org.ai/Verb/locate	language.org.ai	Verb	locate	Locate	Find or determine the position or place of something or someone		locates	located	locating	Locator	Location	locatedBy		
https://language.org.ai/Verb/log	language.org.ai	Verb	log	Log	Record information systematically in a document, database, or register		logs	logged	logging	Logger	Log	loggedBy		
https://language.org.ai/Verb/maximize	language.org.ai	Verb	maximize	Maximize	Increase to the greatest possible extent or highest achievable level		maximizes	maximized	maximizing	Maximizer	Maximization	maximizedBy		
https://language.org.ai/Verb/meet	language.org.ai	Verb	meet	Meet	Satisfy a requirement, expectation, or obligation		meets	met	meeting	Meeter	Meeting	metBy		
https://language.org.ai/Verb/minimize	language.org.ai	Verb	minimize	Minimize	Reduce to the smallest possible extent or lowest acceptable level		minimizes	minimized	minimizing	Minimizer	Minimization	minimizedBy		
https://language.org.ai/Verb/mitigate	language.org.ai	Verb	mitigate	Mitigate	Make less severe, reduce the impact or seriousness of a problem		mitigates	mitigated	mitigating	Mitigator	Mitigation	mitigatedBy		
https://language.org.ai/Verb/mix	language.org.ai	Verb	mix	Mix	Combine different elements, substances, or groups together		mixes	mixed	mixing	Mixer	Mixture	mixedBy		
https://language.org.ai/Verb/offer	language.org.ai	Verb	offer	Offer	Present, propose, or make available something for consideration or acceptance		offers	offered	offering	Offerer	Offering	offeredBy		
https://language.org.ai/Verb/offset	language.org.ai	Verb	offset	Offset	Counterbalance or compensate for something by using an opposite force or factor		offsets	offset	offsetting	Offsetter	Offset	offsetBy		
https://language.org.ai/Verb/orchestrate	language.org.ai	Verb	orchestrate	Orchestrate	Plan, organize, and coordinate complex activities or efforts		orchestrates	orchestrated	orchestrating	Orchestrator	Orchestration	orchestratedBy		
https://language.org.ai/Verb/outline	language.org.ai	Verb	outline	Outline	Describe or mark the main points, structure, or shape of something		outlines	outlined	outlining	Outliner	Outline	outlinedBy		
https://language.org.ai/Verb/pay	language.org.ai	Verb	pay	Pay	Give money in exchange for goods or services, or give attention to something		pays	paid	paying	Payer	Payment	paidBy		
https://language.org.ai/Verb/personalize	language.org.ai	Verb	personalize	Personalize	Customize or adapt something to meet individual preferences or requirements		personalizes	personalized	personalizing	Personalizer	Personalization	personalizedBy		
https://language.org.ai/Verb/place	language.org.ai	Verb	place	Place	Put or position something in a particular location or situation		places	placed	placing	Placer	Placement	placedBy		
https://language.org.ai/Verb/predict	language.org.ai	Verb	predict	Predict	Make a forecast or determination about future outcomes or events		predicts	predicted	predicting	Predictor	Prediction	predictedBy		
https://language.org.ai/Verb/prevent	language.org.ai	Verb	prevent	Prevent	Stop or hinder something from happening or occurring		prevents	prevented	preventing	Preventer	Prevention	preventedBy		
https://language.org.ai/Verb/prove	language.org.ai	Verb	prove	Prove	Demonstrate or establish the truth or validity of something		proves	proved	proving	Prover	Proof	provedBy		
https://language.org.ai/Verb/put	language.org.ai	Verb	put	Put	Place or position something in a specific location or state		puts	put	putting	Putter	Placement	putBy		
https://language.org.ai/Verb/qualify	language.org.ai	Verb	qualify	Qualify	Meet the necessary requirements or standards for something		qualifies	qualified	qualifying	Qualifier	Qualification	qualifiedBy		
https://language.org.ai/Verb/reach	language.org.ai	Verb	reach	Reach	Arrive at or attain a particular level or destination		reaches	reached	reaching	Reacher	Reach	reachedBy		
https://language.org.ai/Verb/react	language.org.ai	Verb	react	React	Respond or take action in response to something		reacts	reacted	reacting	Reactor	Reaction	reactedBy		
https://language.org.ai/Verb/realign	language.org.ai	Verb	realign	Realign	Adjust or reposition something to correct alignment or focus		realigns	realigned	realigning	Realigner	Realignment	realignedBy		
https://language.org.ai/Verb/recognize	language.org.ai	Verb	recognize	Recognize	Identify or acknowledge something as valid or worthy		recognizes	recognized	recognizing	Recognizer	Recognition	recognizedBy		
https://language.org.ai/Verb/recover	language.org.ai	Verb	recover	Recover	Return to a normal state or retrieve something lost		recovers	recovered	recovering	Recoverer	Recovery	recoveredBy		
https://language.org.ai/Verb/reflect	language.org.ai	Verb	reflect	Reflect	Consider carefully or demonstrate a particular quality or characteristic		reflects	reflected	reflecting	Reflector	Reflection	reflectedBy		
https://language.org.ai/Verb/relate	language.org.ai	Verb	relate	Relate	Show a connection between things or communicate information		relates	related	relating	Relater	Relation	relatedBy		
https://language.org.ai/Verb/remediate	language.org.ai	Verb	remediate	Remediate	Take corrective action to fix or address a problem		remediates	remediated	remediating	Remediator	Remediation	remediatedBy		
https://language.org.ai/Verb/replicate	language.org.ai	Verb	replicate	Replicate	Make an exact copy or reproduce something		replicates	replicated	replicating	Replicator	Replication	replicatedBy		
https://language.org.ai/Verb/retain	language.org.ai	Verb	retain	Retain	Keep or maintain possession of something		retains	retained	retaining	Retainer	Retention	retainedBy		
https://language.org.ai/Verb/retrieve	language.org.ai	Verb	retrieve	retrieve	Obtain and bring back information or data from a storage system		retrieves	retrieved	retrieving	Retriever	Retrieval	retrievedBy		
https://language.org.ai/Verb/return	language.org.ai	Verb	return	return	Give back or send something to its original location or owner		returns	returned	returning	Returner	Return	returnedBy		
https://language.org.ai/Verb/revamp	language.org.ai	Verb	revamp	revamp	Completely renovate or redesign something for improvement		revamps	revamped	revamping	Revamper	Revamp	revampedBy		
https://language.org.ai/Verb/rework	language.org.ai	Verb	rework	rework	Reshape or redo work to improve quality or efficiency		reworks	reworked	reworking	Reworker	Rework	reworkedBy		
https://language.org.ai/Verb/route	language.org.ai	Verb	route	route	Direct or send something along a specific path or channel		routes	routed	routing	Router	Route	routedBy		
https://language.org.ai/Verb/run	language.org.ai	Verb	run	run	Execute or operate a system, process, or program		runs	ran	running	Runner	Run	runBy		
https://language.org.ai/Verb/save	language.org.ai	Verb	save	save	Store or preserve data, documents, or resources for future use		saves	saved	saving	Saver	Saving	savedBy		
https://language.org.ai/Verb/scan	language.org.ai	Verb	scan	scan	Examine or review documents or data systematically for information		scans	scanned	scanning	Scanner	Scan	scannedBy		
https://language.org.ai/Verb/scout	language.org.ai	Verb	scout	scout	Explore or investigate an area to gather intelligence or assess conditions		scouts	scouted	scouting	Scout	Scout	scoutedBy		
https://language.org.ai/Verb/see	language.org.ai	Verb	see	see	Perceive or understand information visually or conceptually		sees	saw	seeing	Seer	Sight	seenBy		
https://language.org.ai/Verb/seek	language.org.ai	Verb	seek	seek	Actively search for or pursue specific information or resources		seeks	sought	seeking	Seeker	Seek	soughtBy		
https://language.org.ai/Verb/send	language.org.ai	Verb	send	send	Dispatch or transmit something to a recipient or destination		sends	sent	sending	Sender	Sending	sentBy		
https://language.org.ai/Verb/settle	language.org.ai	Verb	settle	settle	Resolve a dispute or establish an agreement definitively		settles	settled	settling	Settler	Settlement	settledBy		
https://language.org.ai/Verb/share	language.org.ai	Verb	share	share	Distribute or communicate information to multiple stakeholders		shares	shared	sharing	Sharer	Sharing	sharedBy		
https://language.org.ai/Verb/shift	language.org.ai	Verb	shift	shift	Move or transfer responsibility, focus, or resources to a different state		shifts	shifted	shifting	Shifter	Shift	shiftedBy		
https://language.org.ai/Verb/source	language.org.ai	Verb	source	source	Obtain or identify the origin or primary location of something		sources	sourced	sourcing	Sourcer	Source	sourcedBy		
https://language.org.ai/Verb/speak	language.org.ai	Verb	speak	speak	Communicate information or ideas verbally to an audience		speaks	spoke	speaking	Speaker	Speech	spokenBy		
https://language.org.ai/Verb/start	language.org.ai	Verb	start	start	Begin or initiate an activity, process, or organization		starts	started	starting	Starter	Start	startedBy		
https://language.org.ai/Verb/stop	language.org.ai	Verb	stop	stop	Cease or halt an activity or operation		stops	stopped	stopping	Stopper	Stop	stoppedBy		
https://language.org.ai/Verb/strengthen	language.org.ai	Verb	strengthen	strengthen	Make something stronger or more robust in capacity		strengthens	strengthened	strengthening	Strengthener	Strengthening	strengthenedBy		
https://language.org.ai/Verb/suggest	language.org.ai	Verb	suggest	suggest	Propose an idea or course of action for consideration		suggests	suggested	suggesting	Suggester	Suggestion	suggestedBy		
https://language.org.ai/Verb/summarize	language.org.ai	Verb	summarize	summarize	Present a concise overview of the main points		summarizes	summarized	summarizing	Summarizer	Summary	summarizedBy		
https://language.org.ai/Verb/supervise	language.org.ai	Verb	supervise	supervise	Direct and oversee the work of subordinates or a process		supervises	supervised	supervising	Supervisor	Supervision	supervisedBy		
https://language.org.ai/Verb/supplement	language.org.ai	Verb	supplement	supplement	Add something additional to complete or enhance		supplements	supplemented	supplementing	Supplementer	Supplement	supplementedBy		
https://language.org.ai/Verb/supply	language.org.ai	Verb	supply	supply	Provide or furnish something that is needed		supplies	supplied	supplying	Supplier	Supply	suppliedBy		
https://language.org.ai/Verb/survey	language.org.ai	Verb	survey	survey	Examine or assess a situation, opinion, or property		surveys	surveyed	surveying	Surveyor	Survey	surveyedBy		
https://language.org.ai/Verb/switch	language.org.ai	Verb	switch	switch	Change from one thing to another or reverse a position		switches	switched	switching	Switcher	Switch	switchedBy		
https://language.org.ai/Verb/synthesize	language.org.ai	Verb	synthesize	synthesize	Combine elements into a unified whole or integrate information		synthesizes	synthesized	synthesizing	Synthesizer	Synthesis	synthesizedBy		
https://language.org.ai/Verb/tap	language.org.ai	Verb	tap	tap	Strike lightly or access a resource for use		taps	tapped	tapping	Tapper	Tap	tappedBy		
https://language.org.ai/Verb/target	language.org.ai	Verb	target	target	Direct efforts toward achieving a specific goal or audience		targets	targeted	targeting	Targeter	Target	targetedBy		
https://language.org.ai/Verb/tint	language.org.ai	Verb	tint	tint	Apply a slight shade or color variation to something		tints	tinted	tinting	Tinter	Tint	tintedBy		
https://language.org.ai/Verb/transform	language.org.ai	Verb	transform	transform	Fundamentally change the form, nature, or function of something		transforms	transformed	transforming	Transformer	Transformation	transformedBy		
https://language.org.ai/Verb/translate	language.org.ai	Verb	translate	translate	Convert text or communication from one language or format to another		translates	translated	translating	Translator	Translation	translatedBy		
https://language.org.ai/Verb/uncover	language.org.ai	Verb	uncover	uncover	Discover or reveal hidden information, issues, or insights		uncovers	uncovered	uncovering	Uncoverer	Discovery	uncoveredBy		
https://language.org.ai/Verb/unlock	language.org.ai	Verb	unlock	unlock	Release restrictions or enable access to resources, opportunities, or potential		unlocks	unlocked	unlocking	Unlocker	Unlock	unlockedBy		
https://language.org.ai/Verb/upgrade	language.org.ai	Verb	upgrade	upgrade	Improve the quality, capability, or version of something to a higher standard		upgrades	upgraded	upgrading	Upgrader	Upgrade	upgradedBy		
https://language.org.ai/Verb/upload	language.org.ai	Verb	upload	upload	Transfer data or files from a local device to a server or cloud system		uploads	uploaded	uploading	Uploader	Upload	uploadedBy		
https://language.org.ai/Verb/utilize	language.org.ai	Verb	utilize	utilize	Make practical and effective use of something for a specific purpose or goal		utilizes	utilized	utilizing	Utilizer	Utilization	utilizedBy		
https://language.org.ai/Verb/position	language.org.ai	Verb	position	Position	Place or arrange something in a particular location or role		positions	positioned	positioning	Positioner	Positioning	positionedBy		
https://language.org.ai/Verb/time	language.org.ai	Verb	time	Time	Schedule or coordinate the scheduling of events or activities		times	timed	timing	Timer	Timing	timedBy		
https://language.org.ai/Verb/sample	language.org.ai	Verb	sample	Sample	Select or extract a representative subset from a larger population		samples	sampled	sampling	Sampler	Sampling	sampledBy		
https://language.org.ai/Verb/fund	language.org.ai	Verb	fund	Fund	Provide financial resources or capital to support operations or projects		funds	funded	funding	Funder	Funding	fundedBy		
https://language.org.ai/Verb/score	language.org.ai	Verb	score	Score	Achieve points or evaluate performance against predetermined criteria		scores	scored	scoring	Scorer	Scoring	scoredBy		
https://language.org.ai/Verb/price	language.org.ai	Verb	price	Price	Determine or set the cost of goods or services		prices	priced	pricing	Pricer	Pricing	pricedBy		
https://language.org.ai/Verb/finance	language.org.ai	Verb	finance	Finance	Provide capital or monetary resources to support business operations		finances	financed	financing	Financer	Financing	financedBy		
https://language.org.ai/Verb/license	language.org.ai	Verb	license	License	Grant official permission or authority to operate or perform activities		licenses	licensed	licensing	Licenser	Licensing	licensedBy		
https://language.org.ai/Verb/warehouse	language.org.ai	Verb	warehouse	Warehouse	Store or hold goods in a facility for inventory management		warehouses	warehoused	warehousing	Warehouser	Warehousing	warehoused By		
https://language.org.ai/Verb/reprocess	language.org.ai	Verb	reprocess	Reprocess	Treat or process something again to improve quality or compliance		reprocesses	reprocessed	reprocessing	Reprocessor	Reprocessing	reprocessedBy		
