taskId	occupation
MedicalLaboratoryTechnicians.obtain.IdentifyingMicroorganisms.for.Analysis	Medical and Clinical Laboratory Technicians
ClinicalLaboratoryTechnicians.obtain.Specimens	Medical and Clinical Laboratory Technicians
ClinicalLaboratoryTechnicians.obtain.IdentifyingMicroorganisms.for.Analysis	Medical and Clinical Laboratory Technicians
MedicalLaboratoryTechnicians.examine.CellsStained.with.Dye.to.LocateAbnormalities	Medical and Clinical Laboratory Technicians
ClinicalLaboratoryTechnicians.examine.CellsStained.with.Dye.to.LocateAbnormalities	Medical and Clinical Laboratory Technicians
MedicalLaboratoryTechnicians.consult.with.Pathologist.to.DetermineFinalDiagnosisWhenAbnormalCellsAreFound	Medical and Clinical Laboratory Technicians
ClinicalLaboratoryTechnicians.consult.with.Pathologist.to.DetermineFinalDiagnosisWhenAbnormalCellsAreFound	Medical and Clinical Laboratory Technicians
MedicalLaboratoryTechnicians.perform.MedicalResearch.to.FurtherControlDisease	Medical and Clinical Laboratory Technicians
MedicalLaboratoryTechnicians.perform.MedicalResearch.to.CureDisease	Medical and Clinical Laboratory Technicians
ClinicalLaboratoryTechnicians.perform.MedicalResearch.to.FurtherControlDisease	Medical and Clinical Laboratory Technicians
ClinicalLaboratoryTechnicians.perform.MedicalResearch.to.CureDisease	Medical and Clinical Laboratory Technicians
MedicalLaboratoryTechnicians.test.RawMaterials	Medical and Clinical Laboratory Technicians
MedicalLaboratoryTechnicians.test.RawMaterials	Medical and Clinical Laboratory Technicians
MedicalLaboratoryTechnicians.test.FinishedProducts.to.DetermineQuality.of.MaterialsCharacteristics.of.Substance	Medical and Clinical Laboratory Technicians
MedicalLaboratoryTechnicians.test.FinishedProducts.to.Quantity.of.MaterialsCharacteristics.of.Substance	Medical and Clinical Laboratory Technicians
ClinicalLaboratoryTechnicians.test.RawMaterials	Medical and Clinical Laboratory Technicians
ClinicalLaboratoryTechnicians.test.RawMaterials	Medical and Clinical Laboratory Technicians
ClinicalLaboratoryTechnicians.test.FinishedProducts.to.DetermineQuality.of.MaterialsCharacteristics.of.Substance	Medical and Clinical Laboratory Technicians
ClinicalLaboratoryTechnicians.test.FinishedProducts.to.Quantity.of.MaterialsCharacteristics.of.Substance	Medical and Clinical Laboratory Technicians
MedicalLaboratoryTechnicians.analyze.TestData.to.IssueReportsUseCharts	Medical and Clinical Laboratory Technicians
MedicalLaboratoryTechnicians.record.TestData.to.IssueReportsUseCharts	Medical and Clinical Laboratory Technicians
ClinicalLaboratoryTechnicians.analyze.TestData.to.IssueReportsUseCharts	Medical and Clinical Laboratory Technicians
ClinicalLaboratoryTechnicians.record.TestData.to.IssueReportsUseCharts	Medical and Clinical Laboratory Technicians
HistologyTechnicians.cut.Sections.of.BodyTissues.for.MicroscopicExamination	Histology Technicians
HistologyTechnicians.tissue.Specimens.into.ParaffinWaxBlocks	Histology Technicians
HistologyTechnicians.tissue.Specimens.on.GlassSlides	Histology Technicians
HistologyTechnicians.tissue.Specimens.with.DyesOtherChemicals.to.MakeCellDetailsVisibleUnderMicroscopes	Histology Technicians
HistologyTechnicians.tissue.Specimens	Histology Technicians
HistologyTechnicians.operate.ComputerizedLaboratoryEquipment.to.Dehydrate	Histology Technicians
HistologyTechnicians.operate.ComputerizedLaboratoryEquipment.to.MicroincinerateTissueSamples	Histology Technicians
HistologyTechnicians.archive.DiagnosticMaterial	Histology Technicians
HistologyTechnicians.archive.Blocks	Histology Technicians
HistologyTechnicians.maintain.LaboratoryEquipment	Histology Technicians
HistologyTechnicians.maintain.WaterBaths	Histology Technicians
CardiovascularTechnologists.conduct.Electrocardiogram	Cardiovascular Technologists and Technicians
CardiovascularTechnologists.conduct.Electrocardiogram	Cardiovascular Technologists and Technicians
CardiovascularTechnologists.conduct.OtherCardiovascularTests.to.RecordPatientsCardiacActivity	Cardiovascular Technologists and Technicians
CardiovascularTechnologists.conduct.OtherCardiovascularTests.to.LaboratoryInstruments	Cardiovascular Technologists and Technicians
Technicians.conduct.Electrocardiogram	Cardiovascular Technologists and Technicians
Technicians.conduct.Electrocardiogram	Cardiovascular Technologists and Technicians
Technicians.conduct.OtherCardiovascularTests.to.RecordPatientsCardiacActivity	Cardiovascular Technologists and Technicians
Technicians.conduct.OtherCardiovascularTests.to.LaboratoryInstruments	Cardiovascular Technologists and Technicians
CardiovascularTechnologists.explain.TestingProcedures.to.Patients.to.ObtainCooperationAnxiety	Cardiovascular Technologists and Technicians
CardiovascularTechnologists.explain.TestingProcedures.to.ReduceAnxiety	Cardiovascular Technologists and Technicians
Technicians.explain.TestingProcedures.to.Patients.to.ObtainCooperationAnxiety	Cardiovascular Technologists and Technicians
Technicians.explain.TestingProcedures.to.ReduceAnxiety	Cardiovascular Technologists and Technicians
CardiovascularTechnologists.monitor.PatientsBloodPressureRateUsingElectrocardiogram	Cardiovascular Technologists and Technicians
CardiovascularTechnologists.monitor.TherapeuticProcedures.to.NotifyPhysicianIfSomethingAppearsWrong	Cardiovascular Technologists and Technicians
CardiovascularTechnologists.monitor.HeartRateUsingElectrocardiogram	Cardiovascular Technologists and Technicians
CardiovascularTechnologists.monitor.TherapeuticProcedures.to.NotifyPhysicianIfSomethingAppearsWrong	Cardiovascular Technologists and Technicians
Technicians.monitor.PatientsBloodPressureRateUsingElectrocardiogram	Cardiovascular Technologists and Technicians
Technicians.monitor.TherapeuticProcedures.to.NotifyPhysicianIfSomethingAppearsWrong	Cardiovascular Technologists and Technicians
Technicians.monitor.HeartRateUsingElectrocardiogram	Cardiovascular Technologists and Technicians
Technicians.monitor.TherapeuticProcedures.to.NotifyPhysicianIfSomethingAppearsWrong	Cardiovascular Technologists and Technicians
CardiovascularTechnologists.obtain.PatientIdentification	Cardiovascular Technologists and Technicians
CardiovascularTechnologists.record.PatientIdentification	Cardiovascular Technologists and Technicians
Technicians.obtain.PatientIdentification	Cardiovascular Technologists and Technicians
Technicians.record.PatientIdentification	Cardiovascular Technologists and Technicians
CardiovascularTechnologists.monitor.PatientsComfort.during.Tests	Cardiovascular Technologists and Technicians
CardiovascularTechnologists.monitor.PatientsComfort.during.Tests	Cardiovascular Technologists and Technicians
CardiovascularTechnologists.monitor.Safety.during.Tests	Cardiovascular Technologists and Technicians
CardiovascularTechnologists.monitor.Safety.during.Tests	Cardiovascular Technologists and Technicians
Technicians.monitor.PatientsComfort.during.Tests	Cardiovascular Technologists and Technicians
Technicians.monitor.PatientsComfort.during.Tests	Cardiovascular Technologists and Technicians
Technicians.monitor.Safety.during.Tests	Cardiovascular Technologists and Technicians
Technicians.monitor.Safety.during.Tests	Cardiovascular Technologists and Technicians
CardiovascularTechnologists.prepare.Patients.for.Testing	Cardiovascular Technologists and Technicians
CardiovascularTechnologists.position.Patients.for.Testing	Cardiovascular Technologists and Technicians
Technicians.prepare.Patients.for.Testing	Cardiovascular Technologists and Technicians
Technicians.position.Patients.for.Testing	Cardiovascular Technologists and Technicians
CardiovascularTechnologists.attach.Electrodes.to.PatientsChests	Cardiovascular Technologists and Technicians
CardiovascularTechnologists.attach.Electrodes.to.Legs	Cardiovascular Technologists and Technicians
Technicians.attach.Electrodes.to.PatientsChests	Cardiovascular Technologists and Technicians
Technicians.attach.Electrodes.to.Legs	Cardiovascular Technologists and Technicians
CardiovascularTechnologists.adjust.EquipmentAccording.to.PhysiciansOrdersProtocol	Cardiovascular Technologists and Technicians
CardiovascularTechnologists.adjust.EquipmentAccording.to.EstablishedProtocol	Cardiovascular Technologists and Technicians
CardiovascularTechnologists.adjust.ControlsAccording.to.PhysiciansOrdersProtocol	Cardiovascular Technologists and Technicians
CardiovascularTechnologists.adjust.ControlsAccording.to.EstablishedProtocol	Cardiovascular Technologists and Technicians
Technicians.adjust.EquipmentAccording.to.PhysiciansOrdersProtocol	Cardiovascular Technologists and Technicians
Technicians.adjust.EquipmentAccording.to.EstablishedProtocol	Cardiovascular Technologists and Technicians
Technicians.adjust.ControlsAccording.to.PhysiciansOrdersProtocol	Cardiovascular Technologists and Technicians
Technicians.adjust.ControlsAccording.to.EstablishedProtocol	Cardiovascular Technologists and Technicians
CardiovascularTechnologists.check.CardiologyEquipment	Cardiovascular Technologists and Technicians
CardiovascularTechnologists.test.CardiologyEquipment	Cardiovascular Technologists and Technicians
CardiovascularTechnologists.maintain.CardiologyEquipment	Cardiovascular Technologists and Technicians
Technicians.check.CardiologyEquipment	Cardiovascular Technologists and Technicians
Technicians.test.CardiologyEquipment	Cardiovascular Technologists and Technicians
Technicians.maintain.CardiologyEquipment	Cardiovascular Technologists and Technicians
CardiovascularTechnologists.supervise.OtherCardiologyTechnologists	Cardiovascular Technologists and Technicians
CardiovascularTechnologists.supervise.Students	Cardiovascular Technologists and Technicians
CardiovascularTechnologists.train.OtherCardiologyTechnologists	Cardiovascular Technologists and Technicians
CardiovascularTechnologists.train.Students	Cardiovascular Technologists and Technicians
Technicians.supervise.OtherCardiologyTechnologists	Cardiovascular Technologists and Technicians
Technicians.supervise.Students	Cardiovascular Technologists and Technicians
Technicians.train.OtherCardiologyTechnologists	Cardiovascular Technologists and Technicians
Technicians.train.Students	Cardiovascular Technologists and Technicians
CardiovascularTechnologists.compare.Measurements.of.HeartWallThicknessSizes.to.StandardNorms.to.IdentifyAbnormalities	Cardiovascular Technologists and Technicians
CardiovascularTechnologists.compare.Measurements.of.ChamberSizes.to.StandardNorms.to.IdentifyAbnormalities	Cardiovascular Technologists and Technicians
Technicians.compare.Measurements.of.HeartWallThicknessSizes.to.StandardNorms.to.IdentifyAbnormalities	Cardiovascular Technologists and Technicians
Technicians.compare.Measurements.of.ChamberSizes.to.StandardNorms.to.IdentifyAbnormalities	Cardiovascular Technologists and Technicians
CardiovascularTechnologists.maintain.ProperSterileField.during.SurgicalProcedures	Cardiovascular Technologists and Technicians
Technicians.maintain.ProperSterileField.during.SurgicalProcedures	Cardiovascular Technologists and Technicians
CardiovascularTechnologists.observe.UltrasoundDisplayScreen.to.Signals.to.RecordVascularInformation	Cardiovascular Technologists and Technicians
CardiovascularTechnologists.observe.UltrasoundDisplayScreen.to.CerebralCirculation	Cardiovascular Technologists and Technicians
CardiovascularTechnologists.observe.Listen.to.Signals.to.RecordVascularInformation	Cardiovascular Technologists and Technicians
CardiovascularTechnologists.observe.Listen.to.CerebralCirculation	Cardiovascular Technologists and Technicians
Technicians.observe.UltrasoundDisplayScreen.to.Signals.to.RecordVascularInformation	Cardiovascular Technologists and Technicians
Technicians.observe.UltrasoundDisplayScreen.to.CerebralCirculation	Cardiovascular Technologists and Technicians
Technicians.observe.Listen.to.Signals.to.RecordVascularInformation	Cardiovascular Technologists and Technicians
Technicians.observe.Listen.to.CerebralCirculation	Cardiovascular Technologists and Technicians
CardiovascularTechnologists.assist.Physicians.in.Diagnosis.of.CardiacPeripheralVascularTreatments	Cardiovascular Technologists and Technicians
CardiovascularTechnologists.assist.Physicians.in.Treatment.of.CardiacPeripheralVascularTreatments	Cardiovascular Technologists and Technicians
Technicians.assist.Physicians.in.Diagnosis.of.CardiacPeripheralVascularTreatments	Cardiovascular Technologists and Technicians
Technicians.assist.Physicians.in.Treatment.of.CardiacPeripheralVascularTreatments	Cardiovascular Technologists and Technicians
CardiovascularTechnologists.assess.CardiacPhysiologyValveAreas.from.BloodFlowVelocityMeasurements	Cardiovascular Technologists and Technicians
CardiovascularTechnologists.assess.CalculateValveAreas.from.BloodFlowVelocityMeasurements	Cardiovascular Technologists and Technicians
Technicians.assess.CardiacPhysiologyValveAreas.from.BloodFlowVelocityMeasurements	Cardiovascular Technologists and Technicians
Technicians.assess.CalculateValveAreas.from.BloodFlowVelocityMeasurements	Cardiovascular Technologists and Technicians
CardiovascularTechnologists.operate.DiagnosticImagingEquipment.to.ProduceContrastEnhancedRadiographs.of.HeartSystem	Cardiovascular Technologists and Technicians
CardiovascularTechnologists.operate.DiagnosticImagingEquipment.to.CardiovascularSystem	Cardiovascular Technologists and Technicians
Technicians.operate.DiagnosticImagingEquipment.to.ProduceContrastEnhancedRadiographs.of.HeartSystem	Cardiovascular Technologists and Technicians
Technicians.operate.DiagnosticImagingEquipment.to.CardiovascularSystem	Cardiovascular Technologists and Technicians
CardiovascularTechnologists.observe.Gauges	Cardiovascular Technologists and Technicians
CardiovascularTechnologists.observe.VideoScreens.of.DataAnalysisSystemDuringImaging.of.CardiovascularSystem	Cardiovascular Technologists and Technicians
Technicians.observe.Gauges	Cardiovascular Technologists and Technicians
Technicians.observe.VideoScreens.of.DataAnalysisSystemDuringImaging.of.CardiovascularSystem	Cardiovascular Technologists and Technicians
CardiovascularTechnologists.contrast.Medium.into.PatientsBloodVessels	Cardiovascular Technologists and Technicians
Technicians.contrast.Medium.into.PatientsBloodVessels	Cardiovascular Technologists and Technicians
CardiovascularTechnologists.type	Cardiovascular Technologists and Technicians
Technicians.type	Cardiovascular Technologists and Technicians
CardiovascularTechnologists.set.up	Cardiovascular Technologists and Technicians
CardiovascularTechnologists.set.ReportResults.to.Physicians	Cardiovascular Technologists and Technicians
CardiovascularTechnologists.set.InterpretTapes	Cardiovascular Technologists and Technicians
CardiovascularTechnologists.set.ReportResults.to.Physicians	Cardiovascular Technologists and Technicians
CardiovascularTechnologists.set.EventMonitors	Cardiovascular Technologists and Technicians
CardiovascularTechnologists.set.ReportResults.to.Physicians	Cardiovascular Technologists and Technicians
CardiovascularTechnologists.set.InterpretTapes	Cardiovascular Technologists and Technicians
CardiovascularTechnologists.set.ReportResults.to.Physicians	Cardiovascular Technologists and Technicians
Technicians.set.up	Cardiovascular Technologists and Technicians
Technicians.set.ReportResults.to.Physicians	Cardiovascular Technologists and Technicians
Technicians.set.InterpretTapes	Cardiovascular Technologists and Technicians
Technicians.set.ReportResults.to.Physicians	Cardiovascular Technologists and Technicians
Technicians.set.EventMonitors	Cardiovascular Technologists and Technicians
Technicians.set.ReportResults.to.Physicians	Cardiovascular Technologists and Technicians
Technicians.set.InterpretTapes	Cardiovascular Technologists and Technicians
Technicians.set.ReportResults.to.Physicians	Cardiovascular Technologists and Technicians
CardiovascularTechnologists.perform.GeneralAdministrativeTasks	Cardiovascular Technologists and Technicians
CardiovascularTechnologists.perform.Equipment	Cardiovascular Technologists and Technicians
CardiovascularTechnologists.perform.OrderingSupplies	Cardiovascular Technologists and Technicians
CardiovascularTechnologists.perform.Equipment	Cardiovascular Technologists and Technicians
Technicians.perform.GeneralAdministrativeTasks	Cardiovascular Technologists and Technicians
Technicians.perform.Equipment	Cardiovascular Technologists and Technicians
Technicians.perform.OrderingSupplies	Cardiovascular Technologists and Technicians
Technicians.perform.Equipment	Cardiovascular Technologists and Technicians
DiagnosticMedicalSonographers.observe.Screen.during.Scan.to.EnsureImageProducedIsSatisfactory.for.DiagnosticPurposes	Diagnostic Medical Sonographers
DiagnosticMedicalSonographers.observe.Care.for.PatientsThroughoutExaminations.to.EnsureSafety	Diagnostic Medical Sonographers
DiagnosticMedicalSonographers.observe.Care.for.Comfort	Diagnostic Medical Sonographers
DiagnosticMedicalSonographers.provide.SonogramSummary.of.TechnicalFindings.to.Physician.for.Use.in.MedicalDiagnosis	Diagnostic Medical Sonographers
DiagnosticMedicalSonographers.provide.WrittenSummary.of.TechnicalFindings.to.Physician.for.Use.in.MedicalDiagnosis	Diagnostic Medical Sonographers
DiagnosticMedicalSonographers.provide.OralSummary.of.TechnicalFindings.to.Physician.for.Use.in.MedicalDiagnosis	Diagnostic Medical Sonographers
DiagnosticMedicalSonographers.provide.WrittenSummary.of.TechnicalFindings.to.Physician.for.Use.in.MedicalDiagnosis	Diagnostic Medical Sonographers
DiagnosticMedicalSonographers.select.AppropriateEquipmentSettingsPatientPositions.to.ObtainBestSites	Diagnostic Medical Sonographers
DiagnosticMedicalSonographers.select.AppropriateEquipmentSettingsPatientPositions.to.Angles	Diagnostic Medical Sonographers
DiagnosticMedicalSonographers.select.AdjustPatientPositions.to.ObtainBestSites	Diagnostic Medical Sonographers
DiagnosticMedicalSonographers.select.AdjustPatientPositions.to.Angles	Diagnostic Medical Sonographers
DiagnosticMedicalSonographers.operate.UltrasoundEquipment.to.ProduceImages.of.Motion	Diagnostic Medical Sonographers
DiagnosticMedicalSonographers.operate.UltrasoundEquipment.to.RecordImages.of.Motion	Diagnostic Medical Sonographers
DiagnosticMedicalSonographers.decide.WhichImages.to.Include	Diagnostic Medical Sonographers
DiagnosticMedicalSonographers.decide.WhichImages.to.PathologicalAreas	Diagnostic Medical Sonographers
DiagnosticMedicalSonographers.prepare.Patient.for.Exam.by.ExplainingProcedure	Diagnostic Medical Sonographers
DiagnosticMedicalSonographers.prepare.Patient.for.ApplyingGel	Diagnostic Medical Sonographers
DiagnosticMedicalSonographers.determine.WhetherScope.of.ExamShouldBeExtended	Diagnostic Medical Sonographers
DiagnosticMedicalSonographers.obtain.AccuratePatientHistory	Diagnostic Medical Sonographers
DiagnosticMedicalSonographers.record.AccuratePatientHistory	Diagnostic Medical Sonographers
DiagnosticMedicalSonographers.maintain.RecordsIncludePatientInformation	Diagnostic Medical Sonographers
DiagnosticMedicalSonographers.maintain.RecordsIncludePatientInformation	Diagnostic Medical Sonographers
DiagnosticMedicalSonographers.maintain.Interpretations	Diagnostic Medical Sonographers
DiagnosticMedicalSonographers.maintain.Interpretations	Diagnostic Medical Sonographers
DiagnosticMedicalSonographers.record.SuitableImages	Diagnostic Medical Sonographers
DiagnosticMedicalSonographers.store.SuitableImages	Diagnostic Medical Sonographers
DiagnosticMedicalSonographers.coordinate.Work.with.PhysiciansHealthcareTeamMembers	Diagnostic Medical Sonographers
DiagnosticMedicalSonographers.coordinate.Work.with.OtherHealthcareTeamMembers	Diagnostic Medical Sonographers
DiagnosticMedicalSonographers.clean.SonographicEquipment	Diagnostic Medical Sonographers
DiagnosticMedicalSonographers.check.SonographicEquipment	Diagnostic Medical Sonographers
DiagnosticMedicalSonographers.maintain.SonographicEquipment	Diagnostic Medical Sonographers
DiagnosticMedicalSonographers.perform.ClericalDuties	Diagnostic Medical Sonographers
DiagnosticMedicalSonographers.perform.ArchivingComputerizedImages	Diagnostic Medical Sonographers
DiagnosticMedicalSonographers.perform.SpecialProcedures	Diagnostic Medical Sonographers
DiagnosticMedicalSonographers.perform.ArchivingComputerizedImages	Diagnostic Medical Sonographers
DiagnosticMedicalSonographers.perform.LegalDuties	Diagnostic Medical Sonographers
DiagnosticMedicalSonographers.perform.LegalDuties	Diagnostic Medical Sonographers
DiagnosticMedicalSonographers.perform.EthicalDuties	Diagnostic Medical Sonographers
DiagnosticMedicalSonographers.perform.EthicalDuties	Diagnostic Medical Sonographers
DiagnosticMedicalSonographers.supervise.StudentsMedicalSonographers	Diagnostic Medical Sonographers
DiagnosticMedicalSonographers.supervise.OtherMedicalSonographers	Diagnostic Medical Sonographers
DiagnosticMedicalSonographers.train.StudentsMedicalSonographers	Diagnostic Medical Sonographers
DiagnosticMedicalSonographers.train.OtherMedicalSonographers	Diagnostic Medical Sonographers
DiagnosticMedicalSonographers.perform.MedicalProcedures	Diagnostic Medical Sonographers
DiagnosticMedicalSonographers.perform.CardiopulmonaryResuscitation	Diagnostic Medical Sonographers
DiagnosticMedicalSonographers.perform.GivingEmergencyTreatment	Diagnostic Medical Sonographers
DiagnosticMedicalSonographers.perform.CardiopulmonaryResuscitation	Diagnostic Medical Sonographers
DiagnosticMedicalSonographers.perform.RemovingAirways	Diagnostic Medical Sonographers
DiagnosticMedicalSonographers.perform.CardiopulmonaryResuscitation	Diagnostic Medical Sonographers
DiagnosticMedicalSonographers.perform.GivingEmergencyTreatment	Diagnostic Medical Sonographers
DiagnosticMedicalSonographers.perform.CardiopulmonaryResuscitation	Diagnostic Medical Sonographers
DiagnosticMedicalSonographers.maintain.StockPreparingSupplies.for.SpecialExaminationsSuppliesWhenNecessary	Diagnostic Medical Sonographers
DiagnosticMedicalSonographers.maintain.StockPreparingSupplies.for.OrderingSuppliesWhenNecessary	Diagnostic Medical Sonographers
DiagnosticMedicalSonographers.maintain.Supplies	Diagnostic Medical Sonographers
DiagnosticMedicalSonographers.maintain.Supplies	Diagnostic Medical Sonographers
DiagnosticMedicalSonographers.process.CodeFilm.from.ProceduresAppropriateDocumentation	Diagnostic Medical Sonographers
DiagnosticMedicalSonographers.process.CodeFilm.from.CompleteAppropriateDocumentation	Diagnostic Medical Sonographers
DiagnosticMedicalSonographers.load.FilmCassettesUsed.to.RecordImages.from.Procedures	Diagnostic Medical Sonographers
DiagnosticMedicalSonographers.unload.FilmCassettesUsed.to.RecordImages.from.Procedures	Diagnostic Medical Sonographers
NuclearMedicineTechnologists.administer.RadiopharmaceuticalsIntravenously.to.DetectDiseases	Nuclear Medicine Technologists
NuclearMedicineTechnologists.administer.RadiopharmaceuticalsIntravenously.to.TreatDiseases	Nuclear Medicine Technologists
NuclearMedicineTechnologists.administer.RadiationIntravenously.to.DetectDiseases	Nuclear Medicine Technologists
NuclearMedicineTechnologists.administer.RadiationIntravenously.to.TreatDiseases	Nuclear Medicine Technologists
NuclearMedicineTechnologists.detect.Radiopharmaceuticals.in.PatientsBodies	Nuclear Medicine Technologists
NuclearMedicineTechnologists.map.Radiopharmaceuticals.in.PatientsBodies	Nuclear Medicine Technologists
NuclearMedicineTechnologists.process.CardiacFunctionStudies	Nuclear Medicine Technologists
NuclearMedicineTechnologists.calculate.RadiationDosageRadiopharmaceuticalsReceived	Nuclear Medicine Technologists
NuclearMedicineTechnologists.measure.RadiationDosageRadiopharmaceuticalsReceived	Nuclear Medicine Technologists
NuclearMedicineTechnologists.record.RadiationDosageRadiopharmaceuticalsReceived	Nuclear Medicine Technologists
NuclearMedicineTechnologists.record.Results.of.Procedures	Nuclear Medicine Technologists
NuclearMedicineTechnologists.process.Results.of.Procedures	Nuclear Medicine Technologists
NuclearMedicineTechnologists.produce.Computer	Nuclear Medicine Technologists
NuclearMedicineTechnologists.produce.FilmImage.for.Interpretation.by.Physician	Nuclear Medicine Technologists
NuclearMedicineTechnologists.prepare.StockRadiopharmaceuticals	Nuclear Medicine Technologists
NuclearMedicineTechnologists.prepare.StockRadiopharmaceuticals	Nuclear Medicine Technologists
NuclearMedicineTechnologists.explain.TestProceduresPrecautions.to.PatientsThem.with.AssistanceDuringTestProcedures	Nuclear Medicine Technologists
NuclearMedicineTechnologists.explain.TestProceduresPrecautions.to.ProvideThem.with.AssistanceDuringTestProcedures	Nuclear Medicine Technologists
NuclearMedicineTechnologists.explain.SafetyPrecautions.to.PatientsThem.with.AssistanceDuringTestProcedures	Nuclear Medicine Technologists
NuclearMedicineTechnologists.explain.SafetyPrecautions.to.ProvideThem.with.AssistanceDuringTestProcedures	Nuclear Medicine Technologists
NuclearMedicineTechnologists.perform.QualityControlChecks.on.LaboratoryEquipment	Nuclear Medicine Technologists
NuclearMedicineTechnologists.perform.QualityControlChecks.on.Cameras	Nuclear Medicine Technologists
NuclearMedicineTechnologists.radioactive.MaterialsStoreRadiopharmaceuticals	Nuclear Medicine Technologists
NuclearMedicineTechnologists.gather.Information.on.PatientsIllnessesHistory.to.GuideChoice.of.DiagnosticProcedures.for.Therapy	Nuclear Medicine Technologists
NuclearMedicineTechnologists.gather.Information.on.MedicalHistory.to.GuideChoice.of.DiagnosticProcedures.for.Therapy	Nuclear Medicine Technologists
NuclearMedicineTechnologists.maintain.RadioisotopeLaboratoryEquipment	Nuclear Medicine Technologists
NuclearMedicineTechnologists.calibrate.RadioisotopeLaboratoryEquipment	Nuclear Medicine Technologists
NuclearMedicineTechnologists.measure.GlandularActivity	Nuclear Medicine Technologists
NuclearMedicineTechnologists.measure.GlandularActivity	Nuclear Medicine Technologists
NuclearMedicineTechnologists.measure.Radioactivity.of.Patient	Nuclear Medicine Technologists
NuclearMedicineTechnologists.measure.Radioactivity.of.OtherLaboratoryEquipment	Nuclear Medicine Technologists
NuclearMedicineTechnologists.train.StudentNuclearMedicineTechnologists	Nuclear Medicine Technologists
NuclearMedicineTechnologists.train.SubordinateNuclearMedicineTechnologists	Nuclear Medicine Technologists
NuclearMedicineTechnologists.supervise.StudentNuclearMedicineTechnologists	Nuclear Medicine Technologists
NuclearMedicineTechnologists.supervise.SubordinateNuclearMedicineTechnologists	Nuclear Medicine Technologists
NuclearMedicineTechnologists.position.RadiationFields	Nuclear Medicine Technologists
NuclearMedicineTechnologists.position.Patient.to.Allow.for.EffectiveTreatment.of.Patient'sDisease	Nuclear Medicine Technologists
NuclearMedicineTechnologists.add.RadioactiveSubstances.to.BiologicalSpecimens	Nuclear Medicine Technologists
NuclearMedicineTechnologists.add.RadioactiveSubstances.to.Feces	Nuclear Medicine Technologists
NuclearMedicineTechnologists.develop.TreatmentProcedures.for.NuclearMedicineTreatmentPrograms	Nuclear Medicine Technologists
RadiologicTechnologists.position.ImagingEquipmentControls.to.SetExposureTimeAccording.to.Specification.of.Examination	Radiologic Technologists and Technicians
RadiologicTechnologists.position.ImagingEquipmentControls.to.Distance	Radiologic Technologists and Technicians
RadiologicTechnologists.position.AdjustControls.to.SetExposureTimeAccording.to.Specification.of.Examination	Radiologic Technologists and Technicians
RadiologicTechnologists.position.AdjustControls.to.Distance	Radiologic Technologists and Technicians
Technicians.position.ImagingEquipmentControls.to.SetExposureTimeAccording.to.Specification.of.Examination	Radiologic Technologists and Technicians
Technicians.position.ImagingEquipmentControls.to.Distance	Radiologic Technologists and Technicians
Technicians.position.AdjustControls.to.SetExposureTimeAccording.to.Specification.of.Examination	Radiologic Technologists and Technicians
Technicians.position.AdjustControls.to.Distance	Radiologic Technologists and Technicians
RadiologicTechnologists.position.Patient.on.ExaminingTableUpAdjustEquipment.to.ObtainOptimumView.of.SpecificBodyAreaAsRequested.by.Physician	Radiologic Technologists and Technicians
RadiologicTechnologists.position.Patient.on.SetUpAdjustEquipment.to.ObtainOptimumView.of.SpecificBodyAreaAsRequested.by.Physician	Radiologic Technologists and Technicians
Technicians.position.Patient.on.ExaminingTableUpAdjustEquipment.to.ObtainOptimumView.of.SpecificBodyAreaAsRequested.by.Physician	Radiologic Technologists and Technicians
Technicians.position.Patient.on.SetUpAdjustEquipment.to.ObtainOptimumView.of.SpecificBodyAreaAsRequested.by.Physician	Radiologic Technologists and Technicians
RadiologicTechnologists.monitor.PatientsConditionsReportingAbnormalSigns.to.Physician	Radiologic Technologists and Technicians
RadiologicTechnologists.monitor.Reactions	Radiologic Technologists and Technicians
Technicians.monitor.PatientsConditionsReportingAbnormalSigns.to.Physician	Radiologic Technologists and Technicians
Technicians.monitor.Reactions	Radiologic Technologists and Technicians
RadiologicTechnologists.explain.ProceduresPatients.to.EnsureSafetyDuringScan	Radiologic Technologists and Technicians
RadiologicTechnologists.explain.ProceduresPatients.to.ComfortDuringScan	Radiologic Technologists and Technicians
RadiologicTechnologists.explain.ObservePatients.to.EnsureSafetyDuringScan	Radiologic Technologists and Technicians
RadiologicTechnologists.explain.ObservePatients.to.ComfortDuringScan	Radiologic Technologists and Technicians
Technicians.explain.ProceduresPatients.to.EnsureSafetyDuringScan	Radiologic Technologists and Technicians
Technicians.explain.ProceduresPatients.to.ComfortDuringScan	Radiologic Technologists and Technicians
Technicians.explain.ObservePatients.to.EnsureSafetyDuringScan	Radiologic Technologists and Technicians
Technicians.explain.ObservePatients.to.ComfortDuringScan	Radiologic Technologists and Technicians
RadiologicTechnologists.use.RadiationSafetyMeasuresDevices.to.Comply.with.GovernmentRegulationsEnsureSafety.of.PatientsStaff	Radiologic Technologists and Technicians
RadiologicTechnologists.use.RadiationSafetyMeasuresDevices.to.EnsureSafety.of.PatientsStaff	Radiologic Technologists and Technicians
RadiologicTechnologists.use.ProtectionDevices.to.Comply.with.GovernmentRegulationsEnsureSafety.of.PatientsStaff	Radiologic Technologists and Technicians
