jobId	occupationId
LeadOtherSportsOfficials	Umpires,_Referees,_and_Other_Sports_Officials
LeadParkNaturalists	Park_Naturalists
LeadPenetrationTesters	Penetration_Testers
LeadPersonalFinancialAdvisors	Personal_Financial_Advisors
LeadPersonalServiceManagersAllOther	Personal_Service_Managers,_All_Other
LeadPetroleumEngineers	Petroleum_Engineers
LeadPhotogrammetrists	Cartographers_and_Photogrammetrists
LeadPhotographers	Photographers
LeadPhotonicsEngineers	Photonics_Engineers
LeadPhotonicsTechnicians	Photonics_Technicians
LeadPhysicalScientistsAllOther	Physical_Scientists,_All_Other
LeadPhysicists	Physicists
LeadPlantScientists	Soil_and_Plant_Scientists
LeadPoliticalScientists	Political_Scientists
LeadPrecisionAgricultureTechnicians	Precision_Agriculture_Technicians
LeadProductDevelopmentManagers	Biofuels_Biodiesel_Technology_and_Product_Development_Managers
LeadProjectManagementSpecialists	Project_Management_Specialists
LeadPromotionsManagers	Advertising_and_Promotions_Managers
LeadProtectionEngineers	Fire-Prevention_and_Protection_Engineers
LeadPsychologistsAllOther	Psychologists,_All_Other
LeadPublicRelationsManagers	Public_Relations_Managers
LeadPublicRelationsSpecialists	Public_Relations_Specialists
LeadPurchasingAgentsFarmProducts	Buyers_and_Purchasing_Agents,_Farm_Products
LeadPurchasingManagers	Purchasing_Managers
LeadQualityControlAnalysts	Quality_Control_Analysts
LeadQualityControlSystemsManagers	Quality_Control_Systems_Managers
LeadRadio	Disc_Jockeys,_Except_Radio
LeadRadioDiscJockeys	Broadcast_Announcers_and_Radio_Disc_Jockeys
LeadRadioFrequencyIdentificationDeviceSpecialists	Radio_Frequency_Identification_Device_Specialists
LeadRangeManagers	Range_Managers
LeadRegionalPlanners	Urban_and_Regional_Planners
LeadRegulatoryAffairsManagers	Regulatory_Affairs_Managers
LeadRegulatoryAffairsSpecialists	Regulatory_Affairs_Specialists
LeadRelatedWorkersAllOther	Social_Scientists_and_Related_Workers,_All_Other
LeadRelatedWorkersAllOther	Artists_and_Related_Workers,_All_Other
LeadRelatedWorkersAllOther	Entertainers_and_Performers,_Sports_and_Related_Workers,_All_Other
LeadRemoteSensingTechnicians	Remote_Sensing_Technicians
LeadRevenueAgents	Tax_Examiners_and_Collectors,_and_Revenue_Agents
LeadRoboticsEngineers	Robotics_Engineers
LeadRoboticsTechnicians	Robotics_Technicians
LeadSafetySpecialists	Occupational_Health_and_Safety_Specialists
LeadSafetyTechnicians	Occupational_Health_and_Safety_Technicians
LeadSalesManagers	Sales_Managers
LeadSchoolPsychologists	School_Psychologists
LeadScouts	Coaches_and_Scouts
LeadSearchMarketingStrategists	Search_Marketing_Strategists
LeadSecurityManagementSpecialists	Security_Management_Specialists
LeadSecurityManagers	Security_Managers
LeadSimultaneousCaptioners	Court_Reporters_and_Simultaneous_Captioners
LeadSingers	Musicians_and_Singers
LeadSiteManagers	Brownfield_Redevelopment_Specialists_and_Site_Managers
LeadSocialScienceResearchAssistants	Social_Science_Research_Assistants
LeadSocialScienceTechniciansAllOther	Life,_Physical,_and_Social_Science_Technicians,_All_Other
LeadSociologists	Sociologists
LeadSoftwareDevelopers	Software_Developers
LeadSolar	Energy_Engineers,_Except_Wind_and_Solar
LeadSolarEnergySystemsEngineers	Solar_Energy_Systems_Engineers
LeadSoundEngineeringTechnicians	Sound_Engineering_Technicians
LeadSpaceScientists	Atmospheric_and_Space_Scientists
LeadSpaManagers	Spa_Managers
LeadSportsCompetitors	Athletes_and_Sports_Competitors
LeadStatisticians	Statisticians
LeadSupplyChainManagers	Supply_Chain_Managers
LeadSurveyors	Surveyors
LeadSurveyResearchers	Survey_Researchers
LeadSustainabilitySpecialists	Sustainability_Specialists
LeadTalentDirectors	Talent_Directors
LeadTaxPreparers	Tax_Preparers
LeadTechnicalWriters	Technical_Writers
LeadTechnicians	Geographic_Information_Systems_Technologists_and_Technicians
LeadTechnicians	Aerospace_Engineering_and_Operations_Technologists_and_Technicians
LeadTechnicians	Civil_Engineering_Technologists_and_Technicians
LeadTechnicians	Electrical_and_Electronic_Engineering_Technologists_and_Technicians
LeadTechnicians	Electro-Mechanical_and_Mechatronics_Technologists_and_Technicians
LeadTechnicians	Environmental_Engineering_Technologists_and_Technicians
LeadTechnicians	Industrial_Engineering_Technologists_and_Technicians
LeadTechnicians	Nanotechnology_Engineering_Technologists_and_Technicians
LeadTechnicians	Mechanical_Engineering_Technologists_and_Technicians
LeadTechnicians	Calibration_Technologists_and_Technicians
LeadTechnologists	Food_Scientists_and_Technologists
LeadTechnologists	Remote_Sensing_Scientists_and_Technologists
LeadTelecommunicationsEngineeringSpecialists	Telecommunications_Engineering_Specialists
LeadTesters	Software_Quality_Assurance_Analysts_and_Testers
LeadTranslators	Interpreters_and_Translators
LeadTransportationEngineers	Transportation_Engineers
LeadTransportationPlanners	Transportation_Planners
LeadValidationEngineers	Validation_Engineers
LeadVideoEditors	Film_and_Video_Editors
LeadVideoGameDesigners	Video_Game_Designers
LeadVideoTechnicians	Audio_and_Video_Technicians
LeadWaterResourceSpecialists	Water_Resource_Specialists
LeadWaterWastewaterEngineers	Water_Wastewater_Engineers
LeadWebAdministrators	Web_Administrators
LeadWebDevelopers	Web_Developers
LeadWellnessCoordinators	Fitness_and_Wellness_Coordinators
LeadWildlifeBiologists	Zoologists_and_Wildlife_Biologists
LeadWindEnergyDevelopmentManagers	Wind_Energy_Development_Managers
LeadWindEnergyEngineers	Wind_Energy_Engineers
LeadWindEnergyOperationsManagers	Wind_Energy_Operations_Managers
LeadWindowTrimmers	Merchandise_Displayers_and_Window_Trimmers
LegalAssistants	Paralegals_and_Legal_Assistants
LegalSupportWorkersAllOther	Legal_Support_Workers,_All_Other
Legislators	Legislators
LibraryAssistantsClerical	Library_Assistants,_Clerical
LibraryScienceTeachersPostsecondary	Library_Science_Teachers,_Postsecondary
LibraryTechnicians	Library_Technicians
LibraryWorkersAllOther	Educational_Instruction_and_Library_Workers,_All_Other
LicenseClerks	Court,_Municipal,_and_License_Clerks
LicensedVocationalNurses	Licensed_Practical_and_Licensed_Vocational_Nurses
LifeScientistsAllOther	Life_Scientists,_All_Other
LightingTechnicians	Lighting_Technicians
LightTruckDrivers	Light_Truck_Drivers
LineInstallers	Telecommunications_Equipment_Installers_and_Repairers,_Except_Line_Installers
LiteratureTeachersPostsecondary	English_Language_and_Literature_Teachers,_Postsecondary
Loan	Interviewers,_Except_Eligibility_and_Loan
LoanOfficers	Loan_Officers
LockTenders	Bridge_and_Lock_Tenders
LocomotiveEngineers	Locomotive_Engineers
LocomotiveFirers	Railroad_Brake,_Signal,_and_Switch_Operators_and_Locomotive_Firers
LodgingManagers	Lodging_Managers
LoggingEquipmentOperators	Logging_Equipment_Operators
LoggingWorkersAllOther	Logging_Workers,_All_Other
Logisticians	Logisticians
LogisticsAnalysts	Logistics_Analysts
LogisticsEngineers	Logistics_Engineers
LossPreventionManagers	Loss_Prevention_Managers
Machinists	Machinists
Magistrates	Judges,_Magistrate_Judges,_and_Magistrates
MagneticResonanceImagingTechnologists	Magnetic_Resonance_Imaging_Technologists
MailSuperintendents	Postmasters_and_Mail_Superintendents
Maintenance	Painters,_Construction_and_Maintenance
MaintenanceEquipmentOperators	Rail-Track_Laying_and_Maintenance_Equipment_Operators
MaintenanceWorkersMachinery	Maintenance_Workers,_Machinery
ManagementAnalysts	Management_Analysts
ManagersAllOther	Managers,_All_Other
ManufacturingEngineers	Manufacturing_Engineers
MappingTechnicians	Surveying_and_Mapping_Technicians
MarbleSetters	Helpers--Brickmasons,_Blockmasons,_Stonemasons,_and_Tile_and_Marble_Setters
MarineOilers	Sailors_and_Marine_Oilers
MarketingManagers	Marketing_Managers
MarketingSpecialists	Market_Research_Analysts_and_Marketing_Specialists
MassageTherapists	Massage_Therapists
MaterialMoversHand	First-Line_Supervisors_of_Helpers,_Laborers,_and_Material_Movers,_Hand
MaterialMoversHand	Laborers_and_Freight,_Stock,_and_Material_Movers,_Hand
MaterialMovingWorkersAllOther	Material_Moving_Workers,_All_Other
MaterialsEngineers	Materials_Engineers
MaterialsScientists	Materials_Scientists
MathematicalScienceOccupationsAllOther	Mathematical_Science_Occupations,_All_Other
MathematicalScienceTeachersPostsecondary	Mathematical_Science_Teachers,_Postsecondary
Mathematicians	Mathematicians
MaxillofacialSurgeons	Oral_and_Maxillofacial_Surgeons
MeatCutters	Butchers_and_Meat_Cutters
MeatPackers	Slaughterers_and_Meat_Packers
MechanicalDoor	Control_and_Valve_Installers_and_Repairers,_Except_Mechanical_Door
MechanicalDoorRepairers	Mechanical_Door_Repairers
MechanicalDrafters	Mechanical_Drafters
MechanicalEngineers	Mechanical_Engineers
Mechanics	Automotive_Service_Technicians_and_Mechanics
MechatronicsEngineers	Mechatronics_Engineers
MediaCollectionsSpecialists	Librarians_and_Media_Collections_Specialists
MediaProgrammingDirectors	Media_Programming_Directors
MediaTechnicalDirectorsManagers	Media_Technical_Directors_Managers
MedicalApplianceTechnicians	Medical_Appliance_Technicians
MedicalAssistants	Medical_Assistants
MedicalDosimetrists	Medical_Dosimetrists
MedicalEquipmentPreparers	Medical_Equipment_Preparers
MedicalEquipmentRepairers	Medical_Equipment_Repairers
MedicalRecordsSpecialists	Medical_Records_Specialists
MedicalRegistrars	Health_Information_Technologists_and_Medical_Registrars
MedicalTranscriptionists	Medical_Transcriptionists
MentalHealthCounselors	Mental_Health_Counselors
Messengers	Couriers_and_Messengers
MetalWorkers	Jewelers_and_Precious_Stone_and_Metal_Workers
MeterReadersUtilities	Meter_Readers,_Utilities
Microbiologists	Microbiologists
MicrosystemsEngineers	Microsystems_Engineers
Midwives	Midwives
Millwrights	Millwrights
MiningSafetyEngineers	Mining_and_Geological_Engineers,_Including_Mining_Safety_Engineers
MissileCrewMembers	Artillery_and_Missile_Crew_Members
MissileOfficers	Artillery_and_Missile_Officers
MobileHomeInstallers	Manufactured_Building_and_Mobile_Home_Installers
ModelMakersWood	Model_Makers,_Wood
Models	Models
MotionPictureProjectionists	Motion_Picture_Projectionists
MotorboatOperators	Motorboat_Operators
MotorcycleMechanics	Motorcycle_Mechanics
MotorVehicleOperatorsAllOther	Motor_Vehicle_Operators,_All_Other
MovingMachineOperatorsUndergroundMining	Loading_and_Moving_Machine_Operators,_Underground_Mining
MusicTeachersPostsecondary	Art,_Drama,_and_Music_Teachers,_Postsecondary
MusicTherapists	Music_Therapists
Nannies	Nannies
NanosystemsEngineers	Nanosystems_Engineers
NaturalSciencesManagers	Natural_Sciences_Managers
NaturopathicPhysicians	Naturopathic_Physicians
Naval	Architects,_Except_Landscape_and_Naval
NavalArchitects	Marine_Engineers_and_Naval_Architects
NeurodiagnosticTechnologists	Neurodiagnostic_Technologists
Neurologists	Neurologists
Neuropsychologists	Neuropsychologists
NewAccountsClerks	New_Accounts_Clerks
NonDestructiveTestingSpecialists	Non-Destructive_Testing_Specialists
NuclearEngineers	Nuclear_Engineers
NuclearMedicineTechnologists	Nuclear_Medicine_Technologists
NuclearMonitoringTechnicians	Nuclear_Monitoring_Technicians
NuclearPowerReactorOperators	Nuclear_Power_Reactor_Operators
NuclearTechnicians	Nuclear_Technicians
NurseAnesthetists	Nurse_Anesthetists
NurseMidwives	Nurse_Midwives
NursePractitioners	Nurse_Practitioners
NursingAssistants	Nursing_Assistants
Nutritionists	Dietitians_and_Nutritionists
OccupationalTherapists	Occupational_Therapists
OccupationalTherapyAides	Occupational_Therapy_Aides
OccupationalTherapyAssistants	Occupational_Therapy_Assistants
Offbearers	Machine_Feeders_and_Offbearers
OfficeClerksGeneral	Office_Clerks,_General
OfficeMachineRepairers	Computer,_Automated_Teller,_and_Office_Machine_Repairers
Officers	Equal_Opportunity_Representatives_and_Officers
OnlineMerchants	Online_Merchants
OperatingWorkers	First-Line_Supervisors_of_Production_and_Operating_Workers
OperationsManagers	General_and_Operations_Managers
OperationsResearchAnalysts	Operations_Research_Analysts
OphthalmicLaboratoryTechnicians	Ophthalmic_Laboratory_Technicians
OphthalmicMedicalTechnicians	Ophthalmic_Medical_Technicians
OphthalmicMedicalTechnologists	Ophthalmic_Medical_Technologists
OpticiansDispensing	Opticians,_Dispensing
Optometrists	Optometrists
OrderClerks	Order_Clerks
OrderFillers	Stockers_and_Order_Fillers
Orderlies	Orderlies
Orthodontists	Orthodontists
Orthoptists	Orthoptists
OtherAgriculturalManagers	Farmers,_Ranchers,_and_Other_Agricultural_Managers
OtherConstructionEquipmentOperators	Operating_Engineers_and_Other_Construction_Equipment_Operators
OtherMachineAssemblers	Engine_and_Other_Machine_Assemblers
OtherRecreationalProtectiveServiceWorkers	Lifeguards,_Ski_Patrol,_and_Other_Recreational_Protective_Service_Workers
OtherSmallEngineMechanics	Outdoor_Power_Equipment_and_Other_Small_Engine_Mechanics
OtherSportsOfficials	Umpires,_Referees,_and_Other_Sports_Officials
PackagersHand	Packers_and_Packagers,_Hand
Paperhangers	Paperhangers
Paramedics	Paramedics
ParkingAttendants	Parking_Attendants
ParkingEnforcementWorkers	Parking_Enforcement_Workers
ParkNaturalists	Park_Naturalists
PartsSalespersons	Parts_Salespersons
PassengerAttendants	Passenger_Attendants
PatientRepresentatives	Patient_Representatives
PatternmakersWood	Patternmakers,_Wood
Pediatric	Ophthalmologists,_Except_Pediatric
Pediatric	Orthopedic_Surgeons,_Except_Pediatric
PediatriciansGeneral	Pediatricians,_General
PediatricSurgeons	Pediatric_Surgeons
Pedicurists	Manicurists_and_Pedicurists
PenetrationTesters	Penetration_Testers
Performance	Makeup_Artists,_Theatrical_and_Performance
PersonalCareAides	Personal_Care_Aides
PersonalFinancialAdvisors	Personal_Financial_Advisors
PersonalServiceManagersAllOther	Personal_Service_Managers,_All_Other
PestControlWorkers	Pest_Control_Workers
PetroleumEngineers	Petroleum_Engineers
Pharmacists	Pharmacists
PharmacyAides	Pharmacy_Aides
PharmacyTechnicians	Pharmacy_Technicians
Phlebotomists	Phlebotomists
Photogrammetrists	Cartographers_and_Photogrammetrists
Photographers	Photographers
PhotographicEquipmentRepairers	Camera_and_Photographic_Equipment_Repairers
PhotonicsEngineers	Photonics_Engineers
PhotonicsTechnicians	Photonics_Technicians
PhysicalScientistsAllOther	Physical_Scientists,_All_Other
PhysicalTherapistAides	Physical_Therapist_Aides
PhysicalTherapistAssistants	Physical_Therapist_Assistants
PhysicalTherapists	Physical_Therapists
PhysicianAssistants	Physician_Assistants
PhysiciansAllOther	Physicians,_All_Other
PhysiciansPathologists	Physicians,_Pathologists
Physicists	Physicists
PhysicsTeachersPostsecondary	Physics_Teachers,_Postsecondary
PileDriverOperators	Pile_Driver_Operators
PilotsOfWaterVessels	Captains,_Mates,_and_Pilots_of_Water_Vessels
Pipelayers	Pipelayers
PlantScientists	Soil_and_Plant_Scientists
Plastic	Extruding_and_Drawing_Machine_Setters,_Operators,_and_Tenders,_Metal_and_Plastic
Plastic	Forging_Machine_Setters,_Operators,_and_Tenders,_Metal_and_Plastic
Plastic	Rolling_Machine_Setters,_Operators,_and_Tenders,_Metal_and_Plastic
Plastic	Cutting,_Punching,_and_Press_Machine_Setters,_Operators,_and_Tenders,_Metal_and_Plastic
Plastic	Drilling_and_Boring_Machine_Tool_Setters,_Operators,_and_Tenders,_Metal_and_Plastic
Plastic	Grinding,_Lapping,_Polishing,_and_Buffing_Machine_Tool_Setters,_Operators,_and_Tenders,_Metal_and_Plastic
Plastic	Lathe_and_Turning_Machine_Tool_Setters,_Operators,_and_Tenders,_Metal_and_Plastic
Plastic	Milling_and_Planing_Machine_Setters,_Operators,_and_Tenders,_Metal_and_Plastic
Plastic	Model_Makers,_Metal_and_Plastic
Plastic	Patternmakers,_Metal_and_Plastic
Plastic	Molding,_Coremaking,_and_Casting_Machine_Setters,_Operators,_and_Tenders,_Metal_and_Plastic
Plastic	Multiple_Machine_Tool_Setters,_Operators,_and_Tenders,_Metal_and_Plastic
Plastic	Heat_Treating_Equipment_Setters,_Operators,_and_Tenders,_Metal_and_Plastic
Plastic	Layout_Workers,_Metal_and_Plastic
Plastic	Plating_Machine_Setters,_Operators,_and_Tenders,_Metal_and_Plastic
Plastic	Molders,_Shapers,_and_Casters,_Except_Metal_and_Plastic
PlasticWorkersAllOther	Metal_Workers_and_Plastic_Workers,_All_Other
Podiatrists	Podiatrists
PolicyProcessingClerks	Insurance_Claims_and_Policy_Processing_Clerks
PolishingWorkersHand	Grinding_and_Polishing_Workers,_Hand
PoliticalScienceTeachersPostsecondary	Political_Science_Teachers,_Postsecondary
PoliticalScientists	Political_Scientists
PostalService	Mail_Clerks_and_Mail_Machine_Operators,_Except_Postal_Service
PostalServiceClerks	Postal_Service_Clerks
PostalServiceMailCarriers	Postal_Service_Mail_Carriers
PostingClerks	Billing_and_Posting_Clerks
PostsecondaryTeachersAllOther	Postsecondary_Teachers,_All_Other
PottersManufacturing	Potters,_Manufacturing
PowerPlantOperators	Power_Plant_Operators
PrecisionAgricultureTechnicians	Precision_Agriculture_Technicians
PreventionSpecialists	Forest_Fire_Inspectors_and_Prevention_Specialists
PreventionWorkers	First-Line_Supervisors_of_Firefighting_and_Prevention_Workers
PreventiveMedicinePhysicians	Preventive_Medicine_Physicians
PrincipalActors	Actors
PrincipalActuaries	Actuaries
PrincipalAdministrativeServicesManagers	Administrative_Services_Managers
PrincipalAerospaceEngineers	Aerospace_Engineers
PrincipalAgriculturalEngineers	Agricultural_Engineers
PrincipalAgriculturalTechnicians	Agricultural_Technicians
PrincipalAnalysts	Fraud_Examiners,_Investigators_and_Analysts
PrincipalAnimalScientists	Animal_Scientists
PrincipalAnimators	Special_Effects_Artists_and_Animators
PrincipalArcheologists	Anthropologists_and_Archeologists
PrincipalArtDirectors	Art_Directors
PrincipalAssessorsOfRealEstate	Appraisers_and_Assessors_of_Real_Estate
PrincipalAstronomers	Astronomers
PrincipalAthletes	Agents_and_Business_Managers_of_Artists,_Performers,_and_Athletes
PrincipalAuditors	Accountants_and_Auditors
PrincipalAuthors	Writers_and_Authors
PrincipalAutomotiveEngineeringTechnicians	Automotive_Engineering_Technicians
PrincipalAutomotiveEngineers	Automotive_Engineers
PrincipalBenefitsManagers	Compensation_and_Benefits_Managers
PrincipalBiofuelsProductionManagers	Biofuels_Production_Managers
PrincipalBioinformaticsScientists	Bioinformatics_Scientists
PrincipalBioinformaticsTechnicians	Bioinformatics_Technicians
PrincipalBiologicalScientistsAllOther	Biological_Scientists,_All_Other
PrincipalBiologicalTechnicians	Biological_Technicians
PrincipalBiologists	Biologists
PrincipalBiomassPowerPlantManagers	Biomass_Power_Plant_Managers
PrincipalBiomedicalEngineers	Bioengineers_and_Biomedical_Engineers
PrincipalBiophysicists	Biochemists_and_Biophysicists
PrincipalBiostatisticians	Biostatisticians
PrincipalBlockchainEngineers	Blockchain_Engineers
PrincipalBroadcastTechnicians	Broadcast_Technicians
PrincipalBudgetAnalysts	Budget_Analysts
PrincipalBusinessContinuityPlanners	Business_Continuity_Planners
PrincipalBusinessIntelligenceAnalysts	Business_Intelligence_Analysts
PrincipalBusinessOperationsSpecialistsAllOther	Business_Operations_Specialists,_All_Other
PrincipalBusinessProperty	Appraisers_of_Personal_and_Business_Property
PrincipalCellularBiologists	Molecular_and_Cellular_Biologists
PrincipalChemicalEngineers	Chemical_Engineers
PrincipalChemicalTechnicians	Chemical_Technicians
PrincipalChemists	Chemists
PrincipalChiefExecutives	Chief_Executives
PrincipalChiefSustainabilityOfficers	Chief_Sustainability_Officers
PrincipalChoreographers	Choreographers
PrincipalCivilDrafters	Architectural_and_Civil_Drafters
PrincipalCivilEngineers	Civil_Engineers
PrincipalClimateChangePolicyAnalysts	Climate_Change_Policy_Analysts
PrincipalClinicalDataManagers	Clinical_Data_Managers
PrincipalClinicalNeuropsychologists	Clinical_Neuropsychologists
PrincipalClinicalResearchCoordinators	Clinical_Research_Coordinators
PrincipalCommunicationEquipmentWorkersAllOther	Media_and_Communication_Equipment_Workers,_All_Other
PrincipalCommunicationWorkersAllOther	Media_and_Communication_Workers,_All_Other
PrincipalCommunityAssociationManagers	Property,_Real_Estate,_and_Community_Association_Managers
PrincipalCommunityServiceManagers	Social_and_Community_Service_Managers
PrincipalComplianceManagers	Compliance_Managers
PrincipalComplianceOfficers	Compliance_Officers
PrincipalComposers	Music_Directors_and_Composers
PrincipalComputer	Electronics_Engineers,_Except_Computer
PrincipalComputerHardwareEngineers	Computer_Hardware_Engineers
PrincipalComputerNetworkArchitects	Computer_Network_Architects
PrincipalComputerNetworkSupportSpecialists	Computer_Network_Support_Specialists
PrincipalComputerOccupationsAllOther	Computer_Occupations,_All_Other
PrincipalComputerProgrammers	Computer_Programmers
PrincipalComputerSystemsAdministrators	Network_and_Computer_Systems_Administrators
PrincipalComputerSystemsAnalysts	Computer_Systems_Analysts
PrincipalComputerSystemsEngineersArchitects	Computer_Systems_Engineers_Architects
PrincipalComputerUserSupportSpecialists	Computer_User_Support_Specialists
PrincipalConservationScientists	Conservation_Scientists
PrincipalConservationTechnicians	Forest_and_Conservation_Technicians
PrincipalConstructionManagers	Construction_Managers
PrincipalControllers	Treasurers_and_Controllers
PrincipalCoroners	Coroners
PrincipalCostEstimators	Cost_Estimators
PrincipalCounselingPsychologists	Clinical_and_Counseling_Psychologists
PrincipalCraftArtists	Craft_Artists
PrincipalCreativeWriters	Poets,_Lyricists_and_Creative_Writers
PrincipalCreditAnalysts	Credit_Analysts
PrincipalCreditCounselors	Credit_Counselors
PrincipalCustomsBrokers	Customs_Brokers
PrincipalDancers	Dancers
PrincipalDatabaseAdministrators	Database_Administrators
PrincipalDatabaseArchitects	Database_Architects
PrincipalDataScientists	Data_Scientists
PrincipalDataWarehousingSpecialists	Data_Warehousing_Specialists
PrincipalDaycare	Education_and_Childcare_Administrators,_Preschool_and_Daycare
PrincipalDesignersAllOther	Designers,_All_Other
PrincipalDevelopmentManagers	Training_and_Development_Managers
PrincipalDevelopmentSpecialists	Training_and_Development_Specialists
PrincipalDigitalForensicsAnalysts	Digital_Forensics_Analysts
PrincipalDigitalInterfaceDesigners	Web_and_Digital_Interface_Designers
PrincipalDirectors	Producers_and_Directors
PrincipalDistributionManagers	Transportation,_Storage,_and_Distribution_Managers
PrincipalDocumentManagementSpecialists	Document_Management_Specialists
PrincipalDraftersAllOther	Drafters,_All_Other
PrincipalDraftersAllOther	Engineering_Technologists_and_Technicians,_Except_Drafters,_All_Other
PrincipalEconomists	Economists
PrincipalEditors	Editors
PrincipalEducationAdministratorsAllOther	Education_Administrators,_All_Other
PrincipalEducationAdministratorsKindergartenThroughSecondary	Education_Administrators,_Kindergarten_through_Secondary
PrincipalEducationAdministratorsPostsecondary	Education_Administrators,_Postsecondary
PrincipalElectricalEngineers	Electrical_Engineers
PrincipalElectronicsDrafters	Electrical_and_Electronics_Drafters
PrincipalEmergencyManagementDirectors	Emergency_Management_Directors
PrincipalEngineeringManagers	Architectural_and_Engineering_Managers
PrincipalEngineersAllOther	Engineers,_All_Other
PrincipalEnvironmentalComplianceInspectors	Environmental_Compliance_Inspectors
PrincipalEnvironmentalEconomists	Environmental_Economists
PrincipalEnvironmentalEngineers	Environmental_Engineers
PrincipalEnvironmentalRestorationPlanners	Environmental_Restoration_Planners
PrincipalEnvironmentalScientists	Environmental_Scientists_and_Specialists,_Including_Health
PrincipalEpidemiologists	Epidemiologists
PrincipalEpidemiologists	Medical_Scientists,_Except_Epidemiologists
PrincipalErgonomists	Human_Factors_Engineers_and_Ergonomists
PrincipalEventPlanners	Meeting,_Convention,_and_Event_Planners
PrincipalExhibitDesigners	Set_and_Exhibit_Designers
PrincipalFacilitiesManagers	Facilities_Managers
PrincipalFarmLaborContractors	Farm_Labor_Contractors
PrincipalFarmProducts	Wholesale_and_Retail_Buyers,_Except_Farm_Products
PrincipalFarmProducts	Purchasing_Agents,_Except_Wholesale,_Retail,_and_Farm_Products
PrincipalFashionDesigners	Fashion_Designers
PrincipalFilm	Camera_Operators,_Television,_Video,_and_Film
PrincipalFinancialExaminers	Financial_Examiners
PrincipalFinancialManagers	Financial_Managers
PrincipalFinancialQuantitativeAnalysts	Financial_Quantitative_Analysts
PrincipalFinancialRiskSpecialists	Financial_Risk_Specialists
PrincipalFinancialSpecialistsAllOther	Financial_Specialists,_All_Other
PrincipalFloralDesigners	Floral_Designers
PrincipalFoodScienceTechnicians	Food_Science_Technicians
PrincipalFoodServiceManagers	Food_Service_Managers
PrincipalForensicScienceTechnicians	Forensic_Science_Technicians
PrincipalForesters	Foresters
PrincipalFuelCellEngineers	Fuel_Cell_Engineers
PrincipalFundraisers	Fundraisers
PrincipalFundraisingManagers	Fundraising_Managers
PrincipalFuneralHomeManagers	Funeral_Home_Managers
PrincipalGambling	Entertainment_and_Recreation_Managers,_Except_Gambling
PrincipalGamblingManagers	Gambling_Managers
PrincipalGeneticists	Geneticists
PrincipalGeodeticSurveyors	Geodetic_Surveyors
PrincipalGeographers	Geoscientists,_Except_Hydrologists_and_Geographers
PrincipalGeographers	Geographers
PrincipalGeothermalProductionManagers	Geothermal_Production_Managers
PrincipalGraphicDesigners	Graphic_Designers
PrincipalHealth	Environmental_Science_and_Protection_Technicians,_Including_Health
PrincipalHealthInformaticsSpecialists	Health_Informatics_Specialists
PrincipalHealthServicesManagers	Medical_and_Health_Services_Managers
PrincipalHistorians	Historians
PrincipalHumanResourcesManagers	Human_Resources_Managers
PrincipalHumanResourcesSpecialists	Human_Resources_Specialists
PrincipalHydroelectricProductionManagers	Hydroelectric_Production_Managers
PrincipalHydrologicTechnicians	Geological_Technicians,_Except_Hydrologic_Technicians
PrincipalHydrologicTechnicians	Hydrologic_Technicians
PrincipalHydrologists	Hydrologists
PrincipalIllustrators	Fine_Artists,_Including_Painters,_Sculptors,_and_Illustrators
PrincipalIndustrialDesigners	Commercial_and_Industrial_Designers
PrincipalIndustrialEcologists	Industrial_Ecologists
PrincipalIndustrialEngineers	Industrial_Engineers
PrincipalIndustrialOrganizationalPsychologists	Industrial-Organizational_Psychologists
PrincipalIndustrialProductionManagers	Industrial_Production_Managers
PrincipalInformationResearchScientists	Computer_and_Information_Research_Scientists
PrincipalInformationSecurityAnalysts	Information_Security_Analysts
PrincipalInformationSecurityEngineers	Information_Security_Engineers
PrincipalInformationSystemsManagers	Computer_and_Information_Systems_Managers
PrincipalInformationTechnologyProjectManagers	Information_Technology_Project_Managers
PrincipalInspectors	Health_and_Safety_Engineers,_Except_Mining_Safety_Engineers_and_Inspectors
PrincipalInsuranceAppraisersAutoDamage	Insurance_Appraisers,_Auto_Damage
PrincipalInsuranceUnderwriters	Insurance_Underwriters
PrincipalInteriorDesigners	Interior_Designers
PrincipalInvestigators	Claims_Adjusters,_Examiners,_and_Investigators
PrincipalInvestigators	Government_Property_Inspectors_and_Investigators
PrincipalInvestmentAnalysts	Financial_and_Investment_Analysts
PrincipalInvestmentFundManagers	Investment_Fund_Managers
PrincipalJobAnalysisSpecialists	Compensation,_Benefits,_and_Job_Analysis_Specialists
PrincipalJournalists	News_Analysts,_Reporters,_and_Journalists
PrincipalLaborRelationsSpecialists	Labor_Relations_Specialists
PrincipalLandscapeArchitects	Landscape_Architects
PrincipalLegislators	Legislators
PrincipalLifeScientistsAllOther	Life_Scientists,_All_Other
PrincipalLightingTechnicians	Lighting_Technicians
PrincipalLoanOfficers	Loan_Officers
PrincipalLodgingManagers	Lodging_Managers
PrincipalLogisticians	Logisticians
PrincipalLogisticsAnalysts	Logistics_Analysts
PrincipalLogisticsEngineers	Logistics_Engineers
PrincipalLossPreventionManagers	Loss_Prevention_Managers
PrincipalMailSuperintendents	Postmasters_and_Mail_Superintendents
PrincipalManagementAnalysts	Management_Analysts
PrincipalManagersAllOther	Managers,_All_Other
PrincipalManufacturingEngineers	Manufacturing_Engineers
