id	name	description	code	hotTechnology	inDemand
MicrosoftTransactStructuralQueryLanguageTSql	Microsoft transact-structural query language T-SQL	Data base management system software	43232304	false	false
MicrosoftVirtualServer	Microsoft Virtual Server	Application server software	43232701	false	false
MicrosoftVisio	Microsoft Visio	Process mapping and design software	43231518	true	false
MicrosoftVisualBasic	Microsoft Visual Basic	Development environment software	43232402	true	false
MicrosoftVisualBasic.net	Microsoft Visual Basic.NET	Object or component oriented development software	43232405	false	false
MicrosoftVisualBasic.netCompactFrameworkCf	Microsoft Visual Basic.NET Compact Framework CF	Object or component oriented development software	43232405	false	false
MicrosoftVisualBasicForApplicationsVba	Microsoft Visual Basic for Applications VBA	Development environment software	43232402	true	false
MicrosoftVisualBasicScriptingEditionVbscript	Microsoft Visual Basic Scripting Edition VBScript	Development environment software	43232402	false	false
MicrosoftVisualC#.net	Microsoft Visual C# .NET	Object or component oriented development software	43232405	false	false
MicrosoftVisualFoxpro	Microsoft Visual FoxPro	Object oriented data base management software	43232311	false	false
MicrosoftVisualInterdev	Microsoft Visual InterDev	Web platform development software	43232408	false	false
MicrosoftVisualJ++	Microsoft Visual J++	Development environment software	43232402	false	false
MicrosoftVisualSourcesafe	Microsoft Visual SourceSafe	Development environment software	43232402	false	false
MicrosoftVisualStudio	Microsoft Visual Studio	Development environment software	43232402	true	false
MicrosoftVisualStudio.net	Microsoft Visual Studio.NET	Development environment software	43232402	false	false
MicrosoftVisualStudioTestProfessional	Microsoft Visual Studio Test Professional	Program testing software	43232406	false	false
MicrosoftVolumeShadowCopyService	Microsoft Volume Shadow Copy Service	Backup or archival software	43233415	false	false
MicrosoftWindows	Microsoft Windows	Operating system software	43233004	true	false
MicrosoftWindowsMobile	Microsoft Windows Mobile	Operating system software	43233004	false	false
MicrosoftWindowsMovieMaker	Microsoft Windows Movie Maker	Video creation and editing software	43232103	false	false
MicrosoftWindowsPowershell	Microsoft Windows PowerShell	Operating system software	43233004	false	false
MicrosoftWindowsPreInstallationEnvironment	Microsoft Windows Pre-installation Environment	Operating system software	43233004	false	false
MicrosoftWindowsSdk	Microsoft Windows SDK	Development environment software	43232402	false	false
MicrosoftWindowsServer	Microsoft Windows Server	Application server software	43232701	true	false
MicrosoftWindowsSysprep	Microsoft Windows Sysprep	Configuration management software	43232401	false	false
MicrosoftWindowsTerminalServicesAccessManager	Microsoft Windows Terminal Services Access Manager	Gateway software	43232912	false	false
MicrosoftWindowsVistaBusiness	Microsoft Windows Vista Business	Operating system software	43233004	false	false
MicrosoftWindowsXp	Microsoft Windows XP	Operating system software	43233004	false	false
MicrosoftWindowsXpProfessional	Microsoft Windows XP Professional	Operating system software	43233004	false	false
MicrosoftWord	Microsoft Word	Word processing software	43232104	true	false
MicrosoftWorks	Microsoft Works	Office suite software	43231513	false	false
MicrosolveCama	MicroSolve CAMA	Analytical or scientific software	43232605	false	false
MicrosSystemsHsiProfitsSeries	MICROS Systems HSI Profits Series	Point of sale POS software	43232611	false	false
MicrosSystemsMicros9700Hms	MICROS Systems MICROS 9700 HMS	Point of sale POS software	43232611	false	false
MicrosSystemsOperaEnterpriseSolutionOes	MICROS Systems OPERA Enterprise Solution OES	Facilities management software	43232603	false	false
MicrosSystemsOperaPropertyManagementSystemPms	MICROS Systems OPERA Property Management System PMS	Data base user interface and query software	43232306	false	false
Microstrategy	MicroStrategy	Business intelligence and data analysis software	43232314	false	false
MicrostrategyDesktop	MicroStrategy Desktop	Enterprise resource planning ERP software	43231602	false	false
MicrostrategyReportServices	MicroStrategy Report Services	Enterprise resource planning ERP software	43231602	false	false
Microsurveycad	MicroSurveyCAD	Computer aided design CAD software	43232604	false	false
MicrosurveyFieldgenius	MicroSurvey FieldGenius	Analytical or scientific software	43232605	false	false
MicrosurveyOfficesync	MicroSurvey OfficeSync	Analytical or scientific software	43232605	false	false
MicrosurveySoftwareMicrosurveyCad	MicroSurvey Software MicroSurvey CAD	Computer aided design CAD software	43232604	false	false
MicrosurveyStar*net	MicroSurvey Star*Net	Data base reporting software	43232305	false	false
MicrosXbrLossPrevention	MICROS XBR Loss Prevention	Business intelligence and data analysis software	43232314	false	false
MicrosysMicromd	Microsys MicroMD	Medical software	43232610	false	false
MicroVideoVideoVoiceSpeechTrainingSystem	Micro Video Video Voice Speech Training System	Medical software	43232610	false	false
MicroVideoVoiceSpeechTrainingSystem	Micro Video Voice Speech Training System	Medical software	43232610	false	false
MicrowaveCircuitSimulationSoftware	Microwave circuit simulation software	Analytical or scientific software	43232605	false	false
MicrowindDsch	Microwind Dsch	Analytical or scientific software	43232605	false	false
MideoSystemsEzdocPlus	Mideo Systems EZDoc Plus	Graphics or photo imaging software	43232102	false	false
MidiMaestro	MIDI Maestro	Music or sound editing software	43232005	false	false
MidiScoreCreator	MIDI Score Creator	Music or sound editing software	43232005	false	false
Midiswing	MidiSwing	Music or sound editing software	43232005	false	false
MidlandValley2dmove	Midland Valley 2DMove	Computer aided design CAD software	43232604	false	false
MidlandValley3dmove	Midland Valley 3DMove	Computer aided design CAD software	43232604	false	false
MidlandValleyMoveSuite	Midland Valley Move Suite	Computer aided design CAD software	43232604	false	false
MidrangeSoftwareXperthire	Midrange Software XpertHire	Human resources software	43231505	false	false
MidwestInformationSystemsPaxIt	Midwest Information Systems PAX-it	Graphics or photo imaging software	43232102	false	false
MidwestMicrosystemsCowSense	Midwest MicroSystems Cow Sense	Enterprise resource planning ERP software	43231602	false	false
Mightyscout	MightyScout	Sales and marketing software	43231514	false	false
MigrationSoftware	Systems and application deployment and migration software	Configuration management software	43232401	false	false
MigrationTestingSoftware	Migration testing software	Program testing software	43232406	false	false
MikalSms	MIKAL SMS	Data base user interface and query software	43232306	false	false
MilanoSpa	Milano Spa	Data base user interface and query software	43232306	false	false
MileageLoggingSoftware	Mileage logging software	Data base user interface and query software	43232306	false	false
MillenniumSoftwareAtrex	Millennium Software Atrex	Point of sale POS software	43232611	false	false
MillenniumSpasalon	Millennium SpaSalon	Data base user interface and query software	43232306	false	false
MillimanCorporateAffinity	Milliman Corporate Affinity	Financial analysis software	43231604	false	false
MillimanReservepro	Milliman ReservePro	Financial analysis software	43231604	false	false
MillisecondSoftwareInquisit	Millisecond Software Inquisit	Analytical or scientific software	43232605	false	false
MillonBehavioralMedicineDiagnostic	Millon Behavioral Medicine Diagnostic	Medical software	43232610	false	false
MilsoftDisspatch	Milsoft DisSPatch	Industrial control software	43232608	false	false
MimSoftwareMimcardiac	MIM Software MIMcardiac	Medical software	43232610	false	false
MimSoftwareMimfusion	MIM Software MIMfusion	Medical software	43232610	false	false
MimSoftwareMimneuro	MIM Software MIMneuro	Medical software	43232610	false	false
MincomMinescape	Mincom MineScape	Data base user interface and query software	43232306	false	false
MindbodyBusinessManagementSoftware	MINDBODY business management software	Data base user interface and query software	43232306	false	false
Mindgenius	MindGenius	Pattern design software	43232101	false	false
MindjetMindmanager	MindJet MindManager	Process mapping and design software	43231518	false	false
MindMappingSoftware	Mind mapping software	Pattern design software	43232101	false	false
MinegeoSoftware	MineGeo software	Map creation software	43233506	false	false
MineMaintenanceSoftware	Mine maintenance software	Facilities management software	43232603	false	false
MinemaxIgantt	Minemax iGantt	Data base user interface and query software	43232306	false	false
Minesight	MineSight	Computer aided design CAD software	43232604	false	false
MinisisMint	MINISIS MINT	Data base user interface and query software	43232306	false	false
Minitab	Minitab	Analytical or scientific software	43232605	false	false
MinnesotaMultiphasicPersonalityInventory2Mmpi2	Minnesota Multiphasic Personality Inventory-2 MMPI-2	Medical software	43232610	false	false
MintelReports	Mintel Reports	Information retrieval or search software	43232309	false	false
MinutemanSystemsMinutemanProjectManagementSoftware	MinuteMan Systems MinuteMan Project Management Software	Project management software	43231507	false	false
Mir3IntelligentNotification	MIR3 Intelligent Notification	Communications server software	43232902	false	false
MiridiaTechnologyAcugraph	Miridia Technology AcuGraph	Medical software	43232610	false	false
MirsCompliance	MIRS Compliance	Compliance software	43232606	false	false
MisslerSoftwareTopsolid	Missler Software TopSolid	Computer aided manufacturing CAM software	43232612	false	false
MisysHealthcareSystemsMisysTiger	Misys Healthcare Systems Misys Tiger	Medical software	43232610	false	false
MisysHealthcareSystemsMysisTiger	Misys Healthcare Systems Mysis Tiger	Medical software	43232610	false	false
MitchellInternationalMitchellWorkcenter	Mitchell International Mitchell WorkCenter	Project management software	43231507	false	false
MitchellManagerInvoicingSystem	Mitchell Manager Invoicing System	Accounting software	43231601	false	false
MitchellOndemand5Manager	Mitchell OnDemand5 Manager	Facilities management software	43232603	false	false
MitekSystemsImagenetPayments	Mitek Systems ImageNet Payments	Graphics or photo imaging software	43232102	false	false
MitOases	MIT OASES	Analytical or scientific software	43232605	false	false
MitreAtt&ckSoftware	MITRE ATT&CK software	Program testing software	43232406	false	false
MitreSoftwareGslope	Mitre Software GSLOPE	Analytical or scientific software	43232605	false	false
MixedCodeGenerator	Mixed code generator	Compiler and decompiler software	43232409	false	false
MixedIntegerOptimizerMinto	Mixed integer optimizer MINTO	Analytical or scientific software	43232605	false	false
MjiccsPilotlog	MJICCS PilotLog	Data base user interface and query software	43232306	false	false
MjSystemsLogsleuth	MJ Systems Logsleuth	Data base user interface and query software	43232306	false	false
Mlaem	Scientific Software Group SLAEM/MLAEM	Analytical or scientific software	43232605	false	false
Mlflow	Mlflow	Analytical or scientific software	43232605	false	false
Mlpu	MLPU	Analytical or scientific software	43232605	false	false
MntNorthwestMntAssistant	MNT Northwest MNT Assistant	Medical software	43232610	false	false
MobileApplicationSoftware	Mobile application software	Mobile operator specific application software	43233508	false	false
MobileBuildingInspectionSoftware	Mobile building inspection software	Data base reporting software	43232305	false	false
MobileDataSoftwareVetinfo	Mobile Data Software VetInfo	Medical software	43232610	false	false
MobileDogGroomingSoftwareMgroomer	Mobile Dog Grooming Software mGroomer	Calendar and scheduling software	43232108	false	false
MobileKnowledgeCabmate	Mobile Knowledge Cabmate	Mobile location based services software	43233511	false	false
MobiletoysMaidxl	MobileToys MAIDXL	Data base user interface and query software	43232306	false	false
MobileWirelessNetworkInfrastructureSoftware	Mobile wireless network infrastructure software	Wireless software	43232910	false	false
MobitechSystemsRouteSalesTrakker	MobiTech Systems Route Sales Trakker	Data base user interface and query software	43232306	false	false
ModalAnalysisSoftware	Modal analysis software	Analytical or scientific software	43232605	false	false
ModalityManagementSoftware	Digital Imaging Communications in Medicine DICOM software/modality management software	Medical software	43232610	false	false
Modelica	Modelica	Object or component oriented development software	43232405	false	false
ModelingSoftware	Simulation and modeling software	Analytical or scientific software	43232605	false	false
ModelkinetixModelmaker	ModelKinetix ModelMaker	Analytical or scientific software	43232605	false	false
ModelliumParitop	Modellium PariTOP	Data base user interface and query software	43232306	false	false
ModernizingMedicinePracticeManagement	Modernizing Medicine Practice Management	Medical software	43232610	false	false
Modpath	MODPATH	Analytical or scientific software	43232605	false	false
Modula	Modula	Object or component oriented development software	43232405	false	false
ModularArrangementOfPredeterminedTimeStandardsSoftwareModapts	Modular arrangement of predetermined time standards software MODAPTS	Analytical or scientific software	43232605	false	false
ModularMiningSystemsDispatch	Modular Mining Systems DISPATCH	Analytical or scientific software	43232605	false	false
ModulemdAllergyModule	ModuleMD Allergy Module	Medical software	43232610	false	false
ModuloRiskManager	Modulo Risk Manager	Compliance software	43232606	false	false
MogoDentalSoftwareMogo	MOGO Dental Software MOGO	Medical software	43232610	false	false
Moldraw	MolDraw	Graphics or photo imaging software	43232102	false	false
MolecularDevicesCorporationMetafluor	Molecular Devices Corporation MetaFluor	Graphics or photo imaging software	43232102	false	false
MolecularDevicesCorporationMetamorph	Molecular Devices Corporation MetaMorph	Graphics or photo imaging software	43232102	false	false
MolecularDevicesSoftmaxPro	Molecular Devices Softmax Pro	Analytical or scientific software	43232605	false	false
MolecularElectronicStructureSystemGamess	General Atomic and Molecular Electronic Structure System GAMESS	Analytical or scientific software	43232605	false	false
MolecularNetworksGmbhBiochemicalPathways	Molecular Networks GmbH Biochemical Pathways	Information retrieval or search software	43232309	false	false
MolecularSimulationSoftware	Molecular simulation software	Analytical or scientific software	43232605	false	false
MolecularSimulationsWeblabViewerpro	Molecular Simulations WebLab ViewerPro	Graphics or photo imaging software	43232102	false	false
MolecularVisualizationSoftware	Molecular visualization software	Analytical or scientific software	43232605	false	false
MolsearchPro	Molsearch Pro	Data base user interface and query software	43232306	false	false
MonashUniversityLowFodmapDietApp	Monash University Low FODMAP Diet App	Analytical or scientific software	43232605	false	false
MoneysoftCorporateValuation	MoneySoft Corporate Valuation	Financial analysis software	43231604	false	false
MoneytreeSilverFinancialPlanner	MoneyTree Silver Financial Planner (financial analysis feature)	Financial analysis software	43231604	false	false
Mongodb	MongoDB	Data base management system software	43232304	true	false
Monitoring	Monitoring and Remediation Optimization System MAROS	Analytical or scientific software	43232605	false	false
MonteCarloSimulationSoftware	Monte Carlo simulation software	Financial analysis software	43231604	false	false
MontgomeryInvestmentTechnologyBondsXl	Montgomery Investment Technology Bonds XL	Financial analysis software	43231604	false	false
MontgomeryInvestmentTechnologyExoticsXl	Montgomery Investment Technology Exotics XL	Financial analysis software	43231604	false	false
MontgomeryInvestmentTechnologyFintools	Montgomery Investment Technology FinTools	Financial analysis software	43231604	false	false
MontgomeryInvestmentTechnologyOptionsXl	Montgomery Investment Technology Options XL	Financial analysis software	43231604	false	false
MontgomeryInvestmentTechnologyQuotetools	Montgomery Investment Technology QuoteTools	Financial analysis software	43231604	false	false
MontgomeryInvestmentTechnologyRiskXl	Montgomery Investment Technology Risk XL	Financial analysis software	43231604	false	false
MontgomeryInvestmentTechnologySigtools	Montgomery Investment Technology SigTools	Financial analysis software	43231604	false	false
MontgomeryInvestmentTechnologyUtilityXl	Montgomery Investment Technology Utility XL	Charting software	43232105	false	false
Moodle	Moodle	Computer based training software	43232502	false	false
Moody'sKmvCreditedge	Moody's KMV CreditEdge	Financial analysis software	43231604	false	false
Moody'sKmvDecisions	Moody's KMV Decisions	Financial analysis software	43231604	false	false
Moody'sKmvFamas	Moody's KMV FAMAS	Spreadsheet software	43232110	false	false
Moody'sKmvFinancialAnalyst	Moody's KMV Financial Analyst	Financial analysis software	43231604	false	false
Moody'sKmvRiskAdvisor	Moody's KMV Risk Advisor	Financial analysis software	43231604	false	false
Moody'sKmvRiskAnalyst	Moody's KMV Risk Analyst	Financial analysis software	43231604	false	false
Moody'sRiskcalc	Moody's RiskCalc	Financial analysis software	43231604	false	false
MorningstarPrincipia	Morningstar Principia	Financial analysis software	43231604	false	false
MorseCgDoseAssessmentComputerCode	MORSE-CG dose assessment computer code	Analytical or scientific software	43232605	false	false
MortgageOfficeLoanOrigination	The Mortgage Office Loan Origination	Financial analysis software	43231604	false	false
MortgageOfficeLoanServicing	The Mortgage Office Loan Servicing	Financial analysis software	43231604	false	false
MortwareProfessional	Mortware Professional	Data base user interface and query software	43232306	false	false
Mosby'sDrugConsult	Mosby's Drug Consult	Information retrieval or search software	43232309	false	false
Mosby'sNutritrac	Mosby's Nutritrac	Analytical or scientific software	43232605	false	false
Mosflm	Mosflm	Analytical or scientific software	43232605	false	false
MossAdamsProfitMentor	Moss Adams Profit Mentor	Financial analysis software	43231604	false	false
MotekPriya	Motek Priya	Inventory management software	43231508	false	false
MotionAnalysisSoftware	Motion analysis software	Analytical or scientific software	43232605	false	false
MotionCaptureSoftware	Motion capture software	Video creation and editing software	43232103	false	false
MotionControlSoftware	Motion control software	Industrial control software	43232608	false	false
MotionCorrectionSoftware	Motion correction software	Medical software	43232610	false	false
MotionGraphicsSoftware	Motion graphics software	Graphics or photo imaging software	43232102	false	false
Motormaster+	MotorMaster+	Analytical or scientific software	43232605	false	false
MotorolaDigitalSignalProcessingAssembler	Motorola Digital Signal Processing (DSP) Assembler	Development environment software	43232402	false	false
MotorTestingSoftware	Motor testing software	Analytical or scientific software	43232605	false	false
MountainsideSoftwareAllergyLab	Mountainside Software Allergy Lab	Medical software	43232610	false	false
MountTaylorProgramsPrivateAdvantage	Mount Taylor Programs Private Advantage	Enterprise resource planning ERP software	43231602	false	false
MoxaSoftware	Moxa software	Industrial control software	43232608	false	false
MoxiWorksMoxiengage	Moxi Works MoxiEngage	Customer relationship management CRM software	43232303	false	false
MoxiWorksMoxiimpress	Moxi Works MoxiImpress	Sales and marketing software	43231514	false	false
MoxiWorksMoxipresent	Moxi Works MoxiPresent	Presentation software	43232106	false	false
MozartMusicSoftwareMozart	Mozart Music Software Mozart	Music or sound editing software	43232005	false	false
MozillaFirefox	Mozilla Firefox	Internet browser software	43232705	true	false
MozillaThunderbird	Mozilla Thunderbird	Electronic mail software	43233501	false	false
MozSearchEngineOptimizationSeoSoftware	Moz search engine optimization SEO software	Web platform development software	43232408	false	false
MpayMillennium	MPAY Millennium	Time accounting software	43231605	false	false
MpiMicroPlannerXPert	MPI Micro Planner X-Pert	Pattern design software	43232101	false	false
MplexusDicomRadix	mPlexus DICOM RadiX	Medical software	43232610	false	false
MpmsoftBilling	MPMsoft billing	Accounting software	43231601	false	false
MraTechnologiesMratrackWarehouseManagementSystem	MRA Technologies MRATrack Warehouse Management System	Inventory management software	43231508	false	false
MroAuditTracker	MRO Audit Tracker	Financial analysis software	43231604	false	false
Mrp	Stratford Group INMASS/MRP	Materials requirements planning logistics and supply chain software	43231506	false	false
MrxSolutionsOfficemaster	MRX Solutions OfficeMaster	Medical software	43232610	false	false
Ms*healthSoftware	MS*Health Software/CMHC	Medical software	43232610	false	false
MsbSoftwareAstroart	MSB Software Astroart	Analytical or scientific software	43232605	false	false
MscSoftwareAdams	MSC Software Adams	Analytical or scientific software	43232605	false	false
MscSoftwareFatigue	MSC Software Fatigue	Analytical or scientific software	43232605	false	false
MscSoftwareNastran	MSC Software Nastran	Analytical or scientific software	43232605	false	false
MscSoftwarePatran	MSC Software Patran	Analytical or scientific software	43232605	false	false
MsiInsight	MSI Insight/Discover	Analytical or scientific software	43232605	false	false
MSim	M-Sim	Analytical or scientific software	43232605	false	false
MsrVisualExporter	MSR Visual Exporter	Data base user interface and query software	43232306	false	false
MsrVisualExporterDocumentLibrary	MSR Visual Exporter Document Library	Document management software	43232202	false	false
MsrVisualExporterEnterpriseIntegrator	MSR Visual Exporter Enterprise Integrator	Enterprise application integration software	43232403	false	false
MTechHotelServiceOptimizationSystemHotsos	M-Tech Hotel Service Optimization System HotSOS	Facilities management software	43232603	false	false
MtiSystemsCostimatorJs	MTI Systems Costimator JS	Analytical or scientific software	43232605	false	false
MtsTestworks	MTS Testworks	Data base user interface and query software	43232306	false	false
MulesoftSoftware	MuleSoft software	Enterprise application integration software	43232403	false	false
MultiCenterTrafficManagementAdvisorMctma	Multi-center traffic management advisor McTMA	Flight control software	43232607	false	false
MultiChannelContactCenterSoftware	Multi-channel contact center software	Contact center software	43232903	false	false
MultichannelMicroelectrodeAnalyzerMmaSoftware	Multichannel microelectrode analyzer MMA software	Analytical or scientific software	43232605	false	false
MultidataComputerSystemsMultitech	Multidata Computer Systems MultiTech	Medical software	43232610	false	false
MultidimensionalExpressionsMdx	Multidimensional Expressions MDX	Data base management system software	43232304	false	false
MultiFunctionalCalculators	Multi-functional calculators	Analytical or scientific software	43232605	false	false
MultigenParadigm3dGis	MultiGen Paradigm 3D GIS	Computer aided design CAD software	43232604	false	false
MultigenParadigmVegaPrime	MultiGen Paradigm Vega Prime	Computer aided design CAD software	43232604	false	false
MultiLineOpticalCharacterReaderOcrSoftware	Multi-line optical character reader OCR software	Optical character reader OCR or scanning software	43232111	false	false
MultimediaVideoAnalysisSoftware	Multimedia video analysis software	Video creation and editing software	43232103	false	false
MultipathCorporationFastMatrixSolverFms	Multipath Corporation Fast Matrix Solver FMS	Analytical or scientific software	43232605	false	false
MultipleListingServiceSoftware	Multiple listing service software	Data base user interface and query software	43232306	false	false
MultipleOptionsAnimalShelterManagementSystem	Multiple Options Animal Shelter Management System	Data base user interface and query software	43232306	false	false
MultipleTradingTransactionSystems	Multiple trading transaction systems	Financial analysis software	43231604	false	false
MultiprotocolLabelSwitchingMpls	Multiprotocol Label Switching MPLS	Internet protocol IP multimedia subsystem software	43232805	false	false
MultipurposeInteractiveImageProcessingSystemMiips	Multipurpose Interactive Image Processing System MIIPS	Analytical or scientific software	43232605	false	false
MultiRouterTrafficGrapherMrtgSoftware	Multi-router traffic grapher MRTG software	Network monitoring software	43232801	false	false
MultisensoryDataRepresentationSoftware	Multisensory data representation software	Analytical or scientific software	43232605	false	false
MultitaskSoftware	Multitask software	Calendar and scheduling software	43232108	false	false
MultivariateSoftwareEqs	Multivariate Software EQS	Analytical or scientific software	43232605	false	false
MultivariateStatisticalProgramMvspSoftware	Multivariate statistical program MVSP software	Analytical or scientific software	43232605	false	false
MultiviewAccountsReceivable	Multiview Accounts Receivable	Accounting software	43231601	false	false
MumpsM	MUMPS M	Development environment software	43232402	false	false
MuncyPlatPronto	Muncy Plat Pronto	Map creation software	43233506	false	false
MunicipalGeographicManagementSoftware	Municipal geographic management software	Enterprise resource planning ERP software	43231602	false	false
Musescore	MuseScore	Music or sound editing software	43232005	false	false
Museums	Cuadra Associates STAR/Museums	Data base user interface and query software	43232306	false	false
MusicalInstrumentDigitalInterfaceMidiSoftware	Musical instrument digital interface MIDI software	Music or sound editing software	43232005	false	false
MusicalPalette	Musical Palette	Music or sound editing software	43232005	false	false
MusicdevelopmentsRapidcomposer	MusicDevelopments RapidComposer	Music or sound editing software	43232005	false	false
MusicDirectorPro	Music Director Pro	Data base user interface and query software	43232306	false	false
Musicgraph	MusicGraph	Music or sound editing software	43232005	false	false
MusicSchedulingSoftware	Music scheduling software	Calendar and scheduling software	43232108	false	false
MusicSoftware	Music software	Music or sound editing software	43232005	false	false
MusilogicHarmonybuilder	Musilogic HarmonyBuilder	Music or sound editing software	43232005	false	false
MutationTestingSoftware	Mutation testing software	Program testing software	43232406	false	false
Muthen&MuthenMplus	Muthen & Muthen Mplus	Analytical or scientific software	43232605	false	false
MutualFundAnalysisSoftware	Mutual fund analysis software	Financial analysis software	43231604	false	false
MwhSoftH2onetMsx	MWH Soft H2ONET MSX	Analytical or scientific software	43232605	false	false
MwhSoftInfoswmm	MWH Soft InfoSWMM	Analytical or scientific software	43232605	false	false
MxiTechnologiesMaintenix	Mxi Technologies Maintenix	Data base user interface and query software	43232306	false	false
MyClientsPlus	My Clients Plus	Medical software	43232610	false	false
MycommerceRegnow	MyCommerce RegNow	Point of sale POS software	43232611	false	false
MycomplianceofficeComplianceOperationsManagementSystem	MyComplianceOffice Compliance Operations Management System	Compliance software	43232606	false	false
MyersBriggsTypeIndicator	Myers Briggs Type Indicator	Medical software	43232610	false	false
MyfamilysoftwareInstantArchitect	MyFamilySoftware Instant Architect	Computer aided design CAD software	43232604	false	false
Myfitnesspal	MyFitnessPal	Analytical or scientific software	43232605	false	false
MyobBusinessessentials	MYOB BusinessEssentials	Accounting software	43231601	false	false
MyobPremierAccountingSmallBusinessSuite	MYOB Premier Accounting Small Business Suite	Accounting software	43231601	false	false
MyriadSoftwareHarmonyAssistant	Myriad Software Harmony Assistant	Music or sound editing software	43232005	false	false
Myspace	Myspace	Web page creation and editing software	43232107	false	false
Mysql	MySQL	Data base user interface and query software	43232306	true	false
Mywritertools	myWriterTools	Word processing software	43232104	false	false
MzingaOnDemandLearningSuite	Mzinga On-Demand Learning Suite	Computer based training software	43232502	false	false
Nagios	Nagios	Network monitoring software	43232801	false	false
Namd	NAMD	Analytical or scientific software	43232605	false	false
NapaGroupNapa	The Napa Group NAPA	Computer aided design CAD software	43232604	false	false
NarratekSmartype	Narratek Smartype	Word processing software	43232104	false	false
NationalArchivesOnlineDatabases	National Archives online databases	Information retrieval or search software	43232309	false	false
NationalAssociationOfRealtorsOnlineDatabase	National Association of Realtors Online Database	Data base reporting software	43232305	false	false
NationalCenterForCrisis	National Center for Crisis and Continuity Coordination NC4 E Team	Project management software	43231507	false	false
NationalConcrete&MasonryEstimator	National Concrete & Masonry Estimator	Project management software	43231507	false	false
NationalCrimeInformationCenterDatabase	National Crime Information Center (NCIC) database	Data base user interface and query software	43232306	false	false
NationalDriverRegisterNdr	National Driver Register NDR	Data base user interface and query software	43232306	false	false
NationalFireIncidentReportingSystemNfirs	National Fire Incident Reporting System NFIRS	Data base user interface and query software	43232306	false	false
NationalGeodeticSurveyNgsGeodeticToolkit	National Geodetic Survey NGS Geodetic Toolkit	Analytical or scientific software	43232605	false	false
NationalGeodeticSurveyNgsVertcon	National Geodetic Survey NGS VERTCON	Analytical or scientific software	43232605	false	false
NationalGeophysicalDataCenterGeodas	National Geophysical Data Center GEODAS	Analytical or scientific software	43232605	false	false
NationalInstituteForOccupationalSafety	National Institute for Occupational Safety and Health LaModel	Analytical or scientific software	43232605	false	false
NationalInstrumentsCompactFieldpointSystem	National Instruments Compact FieldPoint System	Analytical or scientific software	43232605	false	false
NationalInstrumentsDaqAssistant	National Instruments DAQ Assistant	Analytical or scientific software	43232605	false	false
NationalInstrumentsLabview	National Instruments LabVIEW	Development environment software	43232402	false	false
NationalInstrumentsMultisim	National Instruments Multisim	Computer aided design CAD software	43232604	false	false
NationalInstrumentsNiDaqmx	National Instruments NI-DAQmx	Industrial control software	43232608	false	false
NationalInstrumentsNiMotionAssistant	National Instruments NI Motion Assistant	Computer aided manufacturing CAM software	43232612	false	false
NationalInstrumentsNiVisionBuilderForAutomatedInspectionAi	National Instruments NI Vision Builder for Automated Inspection AI	Analytical or scientific software	43232605	false	false
NationalInstrumentsTeststand	National Instruments TestStand	Development environment software	43232402	false	false
NationalInstrumentsUltiboard	National Instruments Ultiboard	Computer aided design CAD software	43232604	false	false
NationalIntegratedBallisticsInformationNetworkNibin	National Integrated Ballistics Information Network NIBIN	Data base user interface and query software	43232306	false	false
NationalLandCoverDatabaseNlcd	National Land Cover Database NLCD	Data base user interface and query software	43232306	false	false
NationalLawEnforcementTelecommunicationsSystemNlets	National Law Enforcement Telecommunications System NLETS	Data base user interface and query software	43232306	false	false
NationalLibraryOfMedicineDocline	National Library of Medicine DOCLINE	Library software	43232609	false	false
NationalLibraryOfMedicineMedline	National Library of Medicine Medline	Data base user interface and query software	43232306	false	false
NationalPollutantDischargeEliminationSystemNpdesComplianceSoftware	National pollutant discharge elimination system NPDES compliance software	Compliance software	43232606	false	false
NationalResourcesConservationServiceEcologicalSiteInformationSystemEsis	National Resources Conservation Service Ecological Site Information System ESIS	Data base user interface and query software	43232306	false	false
NationalResourcesConservationServiceGrazingSpatialAnalysisTool	National Resources Conservation Service Grazing Spatial Analysis Tool	Analytical or scientific software	43232605	false	false
NationalResourcesConservationServiceNrcsPedonDescriptionProgramPdp	National Resources Conservation Service NRCS PEDON Description Program PDP	Data base user interface and query software	43232306	false	false
NationalResourcesConservationServiceNrcsSoilsExplorer	National Resources Conservation Service NRCS Soils Explorer	Data base user interface and query software	43232306	false	false
NationalResourcesConservationServiceWebSoilSurveyWss	National Resources Conservation Service Web Soil Survey WSS	Data base user interface and query software	43232306	false	false
NationalSoilInformationSystemNasis	National Soil Information System NASIS	Data base user interface and query software	43232306	false	false
NationalUnionCatalogOfManuscriptCollections	National Union Catalog of Manuscript Collections (NUCMC)	Information retrieval or search software	43232309	false	false
NaturaemedOfficepro	NaturaeMed OfficePro	Medical software	43232610	false	false
NatureConservancyWeedInformationManagementSystemWims	The Nature Conservancy Weed Information Management System WIMS	Data base user interface and query software	43232306	false	false
NaturopathicClinicSoftware	Naturopathic Clinic software	Medical software	43232610	false	false
Naturoplus	NaturoPlus	Medical software	43232610	false	false
NatusNeuroworks	Natus NeuroWorks	Medical software	43232610	false	false
NavianceSucceed	Naviance Succeed	Data base user interface and query software	43232306	false	false
NavigationalChartSoftware	Navigational chart software	Route navigation software	43232504	false	false
NavigationSoftware	Navigation software	Route navigation software	43232504	false	false
