startupId	industryId
PreSeedMachineryEquipmentSuppliesMerchantWholesalersStartup	4238
PreSeedMachineryManufacturingStartup	333
PreSeedMachineShopsTurnedProductScrewNutBoltManufacturingStartup	3327
PreSeedManagementCompaniesEnterprisesStartup	55
PreSeedManagementCompaniesEnterprisesStartup	551
PreSeedManagementCompaniesEnterprisesStartup	5511
PreSeedManagementScientificTechnicalConsultingServicesStartup	5416
PreSeedManufacturingReproducingMagneticOpticalMediaStartup	3346
PreSeedMediaStreamingDistributionServicesSocialNetworksOtherMediaNetworksContentProvidersStartup	5162
PreSeedMedicalDiagnosticLaboratoriesStartup	6215
PreSeedMedicalEquipmentSuppliesManufacturingStartup	3391
PreSeedMerchantWholesalersDurableGoodsStartup	423
PreSeedMerchantWholesalersNondurableGoodsStartup	424
PreSeedMetalMineralExceptPetroleumMerchantWholesalersStartup	4235
PreSeedMetalOreMiningStartup	2122
PreSeedMetalworkingMachineryManufacturingStartup	3335
PreSeedMiningExceptOilGasStartup	212
PreSeedMiningQuarryingOilGasExtractionStartup	21
PreSeedMiscellaneousDurableGoodsMerchantWholesalersStartup	4239
PreSeedMiscellaneousManufacturingStartup	339
PreSeedMiscellaneousNondurableGoodsMerchantWholesalersStartup	4249
PreSeedMonetaryAuthoritiesCentralBankStartup	521
PreSeedMonetaryAuthoritiesCentralBankStartup	5211
PreSeedMotionPictureSoundRecordingIndustriesStartup	512
PreSeedMotionPictureVideoIndustriesStartup	5121
PreSeedMotorVehicleBodyTrailerManufacturingStartup	3362
PreSeedMotorVehicleManufacturingStartup	3361
PreSeedMotorVehicleMotorVehiclePartsSuppliesMerchantWholesalersStartup	4231
PreSeedMotorVehiclePartsDealersStartup	441
PreSeedMotorVehiclePartsManufacturingStartup	3363
PreSeedMuseumsHistoricalSitesSimilarInstitutionsStartup	712
PreSeedMuseumsHistoricalSitesSimilarInstitutionsStartup	7121
PreSeedNationalSecurityInternationalAffairsStartup	928
PreSeedNationalSecurityInternationalAffairsStartup	9281
PreSeedNaturalGasDistributionStartup	2212
PreSeedNavigationalMeasuringElectromedicalControlInstrumentsManufacturingStartup	3345
PreSeedNewspaperPeriodicalBookDirectoryPublishersStartup	5131
PreSeedNondepositoryCreditIntermediationStartup	5222
PreSeedNonferrousMetalExceptAluminumProductionProcessingStartup	3314
PreSeedNonmetallicMineralMiningQuarryingStartup	2123
PreSeedNonmetallicMineralProductManufacturingStartup	327
PreSeedNonresidentialBuildingConstructionStartup	2362
PreSeedNonscheduledAirTransportationStartup	4812
PreSeedNursingCareFacilitiesSkilledNursingFacilitiesStartup	6231
PreSeedNursingResidentialCareFacilitiesStartup	623
PreSeedOfficeAdministrativeServicesStartup	5611
PreSeedOfficeFurnitureIncludingFixturesManufacturingStartup	3372
PreSeedOfficesDentistsStartup	6212
PreSeedOfficesOtherHealthPractitionersStartup	6213
PreSeedOfficesPhysiciansStartup	6211
PreSeedOfficesRealEstateAgentsBrokersStartup	5312
PreSeedOfficeSuppliesStationeryGiftRetailersStartup	4594
PreSeedOilGasExtractionStartup	211
PreSeedOilGasExtractionStartup	2111
PreSeedOilseedGrainFarmingStartup	1111
PreSeedOtherAmbulatoryHealthCareServicesStartup	6219
PreSeedOtherAmusementRecreationIndustriesStartup	7139
PreSeedOtherAnimalProductionStartup	1129
PreSeedOtherChemicalProductPreparationManufacturingStartup	3259
PreSeedOtherCropFarmingStartup	1119
PreSeedOtherElectricalEquipmentComponentManufacturingStartup	3359
PreSeedOtherFabricatedMetalProductManufacturingStartup	3329
PreSeedOtherFinancialInvestmentActivitiesStartup	5239
PreSeedOtherFoodManufacturingStartup	3119
PreSeedOtherFurnitureRelatedProductManufacturingStartup	3379
PreSeedOtherGeneralPurposeMachineryManufacturingStartup	3339
PreSeedOtherHeavyCivilEngineeringConstructionStartup	2379
PreSeedOtherInvestmentPoolsFundsStartup	5259
PreSeedOtherLeatherAlliedProductManufacturingStartup	3169
PreSeedOtherMiscellaneousManufacturingStartup	3399
PreSeedOtherMiscellaneousRetailersStartup	4599
PreSeedOtherMotorVehicleDealersStartup	4412
PreSeedOtherNonmetallicMineralProductManufacturingStartup	3279
PreSeedOtherPersonalServicesStartup	8129
PreSeedOtherPipelineTransportationStartup	4869
PreSeedOtherProfessionalScientificTechnicalServicesStartup	5419
PreSeedOtherResidentialCareFacilitiesStartup	6239
PreSeedOtherSchoolsInstructionStartup	6116
PreSeedOtherServicesExceptPublicAdministrationStartup	81
PreSeedOtherSpecialtyTradeContractorsStartup	2389
PreSeedOtherSupportActivitiesTransportationStartup	4889
PreSeedOtherSupportServicesStartup	5619
PreSeedOtherTextileProductMillsStartup	3149
PreSeedOtherTransitGroundPassengerTransportationStartup	4859
PreSeedOtherTransportationEquipmentManufacturingStartup	3369
PreSeedOtherWoodProductManufacturingStartup	3219
PreSeedOutpatientCareCentersStartup	6214
PreSeedPaintCoatingAdhesiveManufacturingStartup	3255
PreSeedPaperManufacturingStartup	322
PreSeedPaperPaperProductMerchantWholesalersStartup	4241
PreSeedPerformingArtsCompaniesStartup	7111
PreSeedPerformingArtsSpectatorSportsRelatedIndustriesStartup	711
PreSeedPersonalCareServicesStartup	8121
PreSeedPersonalHouseholdGoodsRepairMaintenanceStartup	8114
PreSeedPersonalLaundryServicesStartup	812
PreSeedPesticideFertilizerOtherAgriculturalChemicalManufacturingStartup	3253
PreSeedPetroleumCoalProductsManufacturingStartup	324
PreSeedPetroleumCoalProductsManufacturingStartup	3241
PreSeedPetroleumPetroleumProductsMerchantWholesalersStartup	4247
PreSeedPharmaceuticalMedicineManufacturingStartup	3254
PreSeedPipelineTransportationCrudeOilStartup	4861
PreSeedPipelineTransportationNaturalGasStartup	4862
PreSeedPipelineTransportationStartup	486
PreSeedPlasticsProductManufacturingStartup	3261
PreSeedPlasticsRubberProductsManufacturingStartup	326
PreSeedPostalServiceStartup	491
PreSeedPostalServiceStartup	4911
PreSeedPoultryEggProductionStartup	1123
PreSeedPrimaryMetalManufacturingStartup	331
PreSeedPrintingRelatedSupportActivitiesStartup	323
PreSeedPrintingRelatedSupportActivitiesStartup	3231
PreSeedPrivateHouseholdsStartup	814
PreSeedPrivateHouseholdsStartup	8141
PreSeedProfessionalCommercialEquipmentSuppliesMerchantWholesalersStartup	4234
PreSeedProfessionalScientificTechnicalServicesStartup	54
PreSeedProfessionalScientificTechnicalServicesStartup	541
PreSeedPromotersPerformingArtsSportsSimilarEventsStartup	7113
PreSeedPsychiatricSubstanceAbuseHospitalsStartup	6222
PreSeedPublicAdministrationStartup	92
PreSeedPublishingIndustriesStartup	513
PreSeedPulpPaperPaperboardMillsStartup	3221
PreSeedRadioTelevisionBroadcastingStationsStartup	5161
PreSeedRailroadRollingStockManufacturingStartup	3365
PreSeedRailTransportationStartup	482
PreSeedRailTransportationStartup	4821
PreSeedRealEstateRentalLeasingStartup	53
PreSeedRealEstateStartup	531
PreSeedReligiousGrantmakingCivicProfessionalSimilarOrganizationsStartup	813
PreSeedReligiousOrganizationsStartup	8131
PreSeedRemediationOtherWasteManagementServicesStartup	5629
PreSeedRentalLeasingServicesStartup	532
PreSeedRepairMaintenanceStartup	811
PreSeedResidentialBuildingConstructionStartup	2361
PreSeedResidentialIntellectualDevelopmentalDisabilityMentalHealthSubstanceAbuseFacilitiesStartup	6232
PreSeedResinSyntheticRubberArtificialSyntheticFibersFilamentsManufacturingStartup	3252
PreSeedRestaurantsOtherEatingPlacesStartup	7225
PreSeedRoomingBoardingHousesDormitoriesWorkers'CampsStartup	7213
PreSeedRubberProductManufacturingStartup	3262
PreSeedRvRecreationalVehicleParksRecreationalCampsStartup	7212
PreSeedSatelliteTelecommunicationsStartup	5174
PreSeedSawmillsWoodPreservationStartup	3211
PreSeedScenicSightseeingTransportationLandStartup	4871
PreSeedScenicSightseeingTransportationOtherStartup	4879
PreSeedScenicSightseeingTransportationStartup	487
PreSeedScenicSightseeingTransportationWaterStartup	4872
PreSeedScheduledAirTransportationStartup	4811
PreSeedSchoolEmployeeBusTransportationStartup	4854
PreSeedScientificResearchDevelopmentServicesStartup	5417
PreSeedSeafoodProductPreparationPackagingStartup	3117
PreSeedSecuritiesCommodityContractsIntermediationBrokerageStartup	5231
PreSeedSecuritiesCommodityContractsOtherFinancialInvestmentsRelatedActivitiesStartup	523
PreSeedSecuritiesCommodityExchangesStartup	5232
PreSeedSemiconductorOtherElectronicComponentManufacturingStartup	3344
PreSeedServicesBuildingsDwellingsStartup	5617
PreSeedSheepGoatFarmingStartup	1124
PreSeedShipBoatBuildingStartup	3366
PreSeedShoeRetailersStartup	4582
PreSeedSoapCleaningCompoundToiletPreparationManufacturingStartup	3256
PreSeedSocialAdvocacyOrganizationsStartup	8133
PreSeedSocialAssistanceStartup	624
PreSeedSoftwarePublishersStartup	5132
PreSeedSoundRecordingIndustriesStartup	5122
PreSeedSpaceResearchTechnologyStartup	927
PreSeedSpaceResearchTechnologyStartup	9271
PreSeedSpecialFoodServicesStartup	7223
PreSeedSpecializedDesignServicesStartup	5414
PreSeedSpecializedFreightTruckingStartup	4842
PreSeedSpecialtyExceptPsychiatricSubstanceAbuseHospitalsStartup	6223
PreSeedSpecialtyFoodRetailersStartup	4452
PreSeedSpecialtyTradeContractorsStartup	238
PreSeedSpectatorSportsStartup	7112
PreSeedSportingGoodsHobbyMusicalInstrumentBookMiscellaneousRetailersStartup	459
PreSeedSportingGoodsHobbyMusicalInstrumentRetailersStartup	4591
PreSeedSpringWireProductManufacturingStartup	3326
PreSeedSteelProductManufacturingPurchasedSteelStartup	3312
PreSeedSugarConfectioneryProductManufacturingStartup	3113
PreSeedSupportActivitiesAgricultureForestryStartup	115
PreSeedSupportActivitiesAirTransportationStartup	4881
PreSeedSupportActivitiesAnimalProductionStartup	1152
PreSeedSupportActivitiesCropProductionStartup	1151
PreSeedSupportActivitiesForestryStartup	1153
PreSeedSupportActivitiesMiningStartup	213
PreSeedSupportActivitiesMiningStartup	2131
PreSeedSupportActivitiesRailTransportationStartup	4882
PreSeedSupportActivitiesRoadTransportationStartup	4884
PreSeedSupportActivitiesTransportationStartup	488
PreSeedSupportActivitiesWaterTransportationStartup	4883
PreSeedTaxiLimousineServiceStartup	4853
PreSeedTechnicalTradeSchoolsStartup	6115
PreSeedTelecommunicationsStartup	517
PreSeedTextileFabricFinishingFabricCoatingMillsStartup	3133
PreSeedTextileFurnishingsMillsStartup	3141
PreSeedTextileMillsStartup	313
PreSeedTextileProductMillsStartup	314
PreSeedTimberTractOperationsStartup	1131
PreSeedTobaccoManufacturingStartup	3122
PreSeedTransitGroundPassengerTransportationStartup	485
PreSeedTransportationEquipmentManufacturingStartup	336
PreSeedTravelArrangementReservationServicesStartup	5615
PreSeedTravelerAccommodationStartup	7211
PreSeedTruckTransportationStartup	484
PreSeedUrbanTransitSystemsStartup	4851
PreSeedUsedMerchandiseRetailersStartup	4595
PreSeedUtilitiesStartup	22
PreSeedUtilitiesStartup	221
PreSeedUtilitySystemConstructionStartup	2371
PreSeedVegetableMelonFarmingStartup	1112
PreSeedVeneerPlywoodEngineeredWoodProductManufacturingStartup	3212
PreSeedVentilationHeatingAirConditioningCommercialRefrigerationEquipmentManufacturingStartup	3334
PreSeedVocationalRehabilitationServicesStartup	6243
PreSeedWarehouseClubsSupercentersOtherGeneralMerchandiseRetailersStartup	4552
PreSeedWarehousingStorageStartup	493
PreSeedWarehousingStorageStartup	4931
PreSeedWasteCollectionStartup	5621
PreSeedWasteManagementRemediationServicesStartup	562
PreSeedWasteTreatmentDisposalStartup	5622
PreSeedWaterSewageOtherSystemsStartup	2213
PreSeedWaterTransportationStartup	483
PreSeedWebSearchPortalsLibrariesArchivesOtherInformationServicesStartup	519
PreSeedWebSearchPortalsLibrariesArchivesOtherInformationServicesStartup	5192
PreSeedWholesaleTradeAgentsBrokersStartup	425
PreSeedWholesaleTradeAgentsBrokersStartup	4251
PreSeedWholesaleTradeStartup	42
PreSeedWiredWirelessTelecommunicationsExceptSatelliteStartup	5171
PreSeedWoodProductManufacturingStartup	321
ScaleupAccommodationFoodServicesStartup	72
ScaleupAccommodationStartup	721
ScaleupAccountingTaxPreparationBookkeepingPayrollServicesStartup	5412
ScaleupActivitiesRelatedCreditIntermediationStartup	5223
ScaleupActivitiesRelatedRealEstateStartup	5313
ScaleupAdministrationEconomicProgramsStartup	926
ScaleupAdministrationEconomicProgramsStartup	9261
ScaleupAdministrationEnvironmentalQualityProgramsStartup	924
ScaleupAdministrationEnvironmentalQualityProgramsStartup	9241
ScaleupAdministrationHousingProgramsUrbanPlanningCommunityDevelopmentStartup	925
ScaleupAdministrationHousingProgramsUrbanPlanningCommunityDevelopmentStartup	9251
ScaleupAdministrationHumanResourceProgramsStartup	923
ScaleupAdministrationHumanResourceProgramsStartup	9231
ScaleupAdministrativeSupportServicesStartup	561
ScaleupAdministrativeSupportWasteManagementRemediationServicesStartup	56
ScaleupAdvertisingPublicRelationsRelatedServicesStartup	5418
ScaleupAerospaceProductPartsManufacturingStartup	3364
ScaleupAgenciesBrokeragesOtherInsuranceRelatedActivitiesStartup	5242
ScaleupAgentsManagersArtistsAthletesEntertainersOtherPublicFiguresStartup	7114
ScaleupAgricultureConstructionMiningMachineryManufacturingStartup	3331
ScaleupAgricultureForestryFishingHuntingStartup	11
ScaleupAirTransportationStartup	481
ScaleupAllOtherTelecommunicationsStartup	5178
ScaleupAluminaAluminumProductionProcessingStartup	3313
ScaleupAmbulatoryHealthCareServicesStartup	621
ScaleupAmusementGamblingRecreationIndustriesStartup	713
ScaleupAmusementParksArcadesStartup	7131
ScaleupAnimalFoodManufacturingStartup	3111
ScaleupAnimalProductionAquacultureStartup	112
ScaleupAnimalSlaughteringProcessingStartup	3116
ScaleupApparelAccessoriesOtherApparelManufacturingStartup	3159
ScaleupApparelKnittingMillsStartup	3151
ScaleupApparelManufacturingStartup	315
ScaleupApparelPieceGoodsNotionsMerchantWholesalersStartup	4243
ScaleupAquacultureStartup	1125
ScaleupArchitecturalEngineeringRelatedServicesStartup	5413
ScaleupArchitecturalStructuralMetalsManufacturingStartup	3323
ScaleupArtsEntertainmentRecreationStartup	71
ScaleupAudioVideoEquipmentManufacturingStartup	3343
ScaleupAutomobileDealersStartup	4411
ScaleupAutomotiveEquipmentRentalLeasingStartup	5321
ScaleupAutomotivePartsAccessoriesTireRetailersStartup	4413
ScaleupAutomotiveRepairMaintenanceStartup	8111
ScaleupBakeriesTortillaManufacturingStartup	3118
ScaleupBasicChemicalManufacturingStartup	3251
ScaleupBeerWineDistilledAlcoholicBeverageMerchantWholesalersStartup	4248
ScaleupBeerWineLiquorRetailersStartup	4453
ScaleupBeverageManufacturingStartup	3121
ScaleupBeverageTobaccoProductManufacturingStartup	312
ScaleupBoilerTankShippingContainerManufacturingStartup	3324
ScaleupBookRetailersNewsDealersStartup	4592
ScaleupBroadcastingContentProvidersStartup	516
ScaleupBuildingEquipmentContractorsStartup	2382
ScaleupBuildingFinishingContractorsStartup	2383
ScaleupBuildingMaterialGardenEquipmentSuppliesDealersStartup	444
ScaleupBuildingMaterialSuppliesDealersStartup	4441
ScaleupBusinessProfessionalLaborPoliticalSimilarOrganizationsStartup	8139
ScaleupBusinessSchoolsComputerManagementTrainingStartup	6114
ScaleupBusinessSupportServicesStartup	5614
ScaleupCattleRanchingFarmingStartup	1121
ScaleupCementConcreteProductManufacturingStartup	3273
ScaleupCharterBusIndustryStartup	4855
ScaleupChemicalAlliedProductsMerchantWholesalersStartup	4246
ScaleupChemicalManufacturingStartup	325
ScaleupChildCareServicesStartup	6244
ScaleupCivicSocialOrganizationsStartup	8134
ScaleupClayProductRefractoryManufacturingStartup	3271
ScaleupClothingClothingAccessoriesRetailersStartup	4581
ScaleupClothingClothingAccessoriesShoeJewelryRetailersStartup	458
ScaleupCoalMiningStartup	2121
ScaleupCoatingEngravingHeatTreatingAlliedActivitiesStartup	3328
ScaleupCollegesUniversitiesProfessionalSchoolsStartup	6113
ScaleupCommercialIndustrialMachineryEquipmentExceptAutomotiveElectronicRepairMaintenanceStartup	8113
ScaleupCommercialIndustrialMachineryEquipmentRentalLeasingStartup	5324
ScaleupCommercialServiceIndustryMachineryManufacturingStartup	3333
ScaleupCommunicationsEquipmentManufacturingStartup	3342
ScaleupCommunityFoodHousingEmergencyOtherReliefServicesStartup	6242
ScaleupComputerElectronicProductManufacturingStartup	334
ScaleupComputerPeripheralEquipmentManufacturingStartup	3341
ScaleupComputerSystemsDesignRelatedServicesStartup	5415
ScaleupComputingInfrastructureProvidersDataProcessingWebHostingRelatedServicesStartup	518
ScaleupComputingInfrastructureProvidersDataProcessingWebHostingRelatedServicesStartup	5182
ScaleupConstructionBuildingsStartup	236
ScaleupConstructionStartup	23
ScaleupConsumerGoodsRentalStartup	5322
ScaleupContinuingCareRetirementCommunitiesAssistedLivingFacilitiesElderlyStartup	6233
ScaleupConvertedPaperProductManufacturingStartup	3222
ScaleupCouriersExpressDeliveryServicesStartup	4921
ScaleupCouriersMessengersStartup	492
ScaleupCreditIntermediationRelatedActivitiesStartup	522
ScaleupCropProductionStartup	111
ScaleupCutleryHandtoolManufacturingStartup	3322
ScaleupCutSewApparelManufacturingStartup	3152
ScaleupDairyProductManufacturingStartup	3115
ScaleupDeathCareServicesStartup	8122
ScaleupDeepSeaCoastalGreatLakesWaterTransportationStartup	4831
ScaleupDepartmentStoresStartup	4551
ScaleupDepositoryCreditIntermediationStartup	5221
ScaleupDrinkingPlacesAlcoholicBeveragesStartup	7224
ScaleupDrugsDruggists'SundriesMerchantWholesalersStartup	4242
ScaleupDrycleaningLaundryServicesStartup	8123
ScaleupEducationalServicesStartup	61
ScaleupEducationalServicesStartup	611
ScaleupEducationalSupportServicesStartup	6117
ScaleupElectricalEquipmentApplianceComponentManufacturingStartup	335
ScaleupElectricalEquipmentManufacturingStartup	3353
ScaleupElectricLightingEquipmentManufacturingStartup	3351
ScaleupElectricPowerGenerationTransmissionDistributionStartup	2211
ScaleupElectronicPrecisionEquipmentRepairMaintenanceStartup	8112
ScaleupElectronicsApplianceRetailersStartup	4492
ScaleupElementarySecondarySchoolsStartup	6111
ScaleupEmploymentServicesStartup	5613
ScaleupEngineTurbinePowerTransmissionEquipmentManufacturingStartup	3336
ScaleupExecutiveLegislativeOtherGeneralGovernmentSupportStartup	921
ScaleupExecutiveLegislativeOtherGeneralGovernmentSupportStartup	9211
ScaleupFabricatedMetalProductManufacturingStartup	332
ScaleupFabricMillsStartup	3132
ScaleupFacilitiesSupportServicesStartup	5612
ScaleupFarmProductRawMaterialMerchantWholesalersStartup	4245
ScaleupFiberYarnThreadMillsStartup	3131
ScaleupFinanceInsuranceStartup	52
ScaleupFishingHuntingTrappingStartup	114
ScaleupFishingStartup	1141
ScaleupFloristsStartup	4593
ScaleupFoodBeverageRetailersStartup	445
ScaleupFoodManufacturingStartup	311
ScaleupFoodServicesDrinkingPlacesStartup	722
ScaleupFootwearManufacturingStartup	3162
ScaleupForestNurseriesGatheringForestProductsStartup	1132
ScaleupForestryLoggingStartup	113
ScaleupForgingStampingStartup	3321
ScaleupFoundationStructureBuildingExteriorContractorsStartup	2381
ScaleupFoundriesStartup	3315
ScaleupFreightTransportationArrangementStartup	4885
ScaleupFruitTreeNutFarmingStartup	1113
ScaleupFruitVegetablePreservingSpecialtyFoodManufacturingStartup	3114
ScaleupFuelDealersStartup	4572
ScaleupFundsTrustsOtherFinancialVehiclesStartup	525
ScaleupFurnitureHomeFurnishingMerchantWholesalersStartup	4232
ScaleupFurnitureHomeFurnishingsElectronicsApplianceRetailersStartup	449
ScaleupFurnitureHomeFurnishingsRetailersStartup	4491
ScaleupFurnitureRelatedProductManufacturingStartup	337
ScaleupGamblingIndustriesStartup	7132
ScaleupGasolineStationsFuelDealersStartup	457
ScaleupGasolineStationsStartup	4571
ScaleupGeneralFreightTruckingStartup	4841
ScaleupGeneralMedicalSurgicalHospitalsStartup	6221
ScaleupGeneralMerchandiseRetailersStartup	455
ScaleupGeneralRentalCentersStartup	5323
ScaleupGlassGlassProductManufacturingStartup	3272
ScaleupGrainOilseedMillingStartup	3112
ScaleupGrantmakingGivingServicesStartup	8132
ScaleupGreenhouseNurseryFloricultureProductionStartup	1114
ScaleupGroceryConvenienceRetailersStartup	4451
ScaleupGroceryRelatedProductMerchantWholesalersStartup	4244
ScaleupHardwareManufacturingStartup	3325
ScaleupHardwarePlumbingHeatingEquipmentSuppliesMerchantWholesalersStartup	4237
ScaleupHealthCareSocialAssistanceStartup	62
ScaleupHealthPersonalCareRetailersStartup	456
ScaleupHealthPersonalCareRetailersStartup	4561
ScaleupHeavyCivilEngineeringConstructionStartup	237
ScaleupHighwayStreetBridgeConstructionStartup	2373
ScaleupHogPigFarmingStartup	1122
ScaleupHomeHealthCareServicesStartup	6216
ScaleupHospitalsStartup	622
ScaleupHouseholdApplianceManufacturingStartup	3352
ScaleupHouseholdAppliancesElectricalElectronicGoodsMerchantWholesalersStartup	4236
ScaleupHouseholdInstitutionalFurnitureKitchenCabinetManufacturingStartup	3371
ScaleupHuntingTrappingStartup	1142
ScaleupIndependentArtistsWritersPerformersStartup	7115
ScaleupIndividualFamilyServicesStartup	6241
ScaleupIndustrialMachineryManufacturingStartup	3332
ScaleupInformationStartup	51
ScaleupInlandWaterTransportationStartup	4832
ScaleupInsuranceCarriersRelatedActivitiesStartup	524
ScaleupInsuranceCarriersStartup	5241
ScaleupInsuranceEmployeeBenefitFundsStartup	5251
ScaleupInterurbanRuralBusTransportationStartup	4852
ScaleupInvestigationSecurityServicesStartup	5616
ScaleupIronSteelMillsFerroalloyManufacturingStartup	3311
ScaleupJewelryLuggageLeatherGoodsRetailersStartup	4583
ScaleupJuniorCollegesStartup	6112
ScaleupJusticePublicOrderSafetyActivitiesStartup	922
ScaleupJusticePublicOrderSafetyActivitiesStartup	9221
ScaleupLandSubdivisionStartup	2372
ScaleupLawnGardenEquipmentSuppliesRetailersStartup	4442
ScaleupLeatherAlliedProductManufacturingStartup	316
ScaleupLeatherHideTanningFinishingStartup	3161
ScaleupLegalServicesStartup	5411
ScaleupLessorsNonfinancialIntangibleAssetsExceptCopyrightedWorksStartup	533
ScaleupLessorsNonfinancialIntangibleAssetsExceptCopyrightedWorksStartup	5331
ScaleupLessorsRealEstateStartup	5311
ScaleupLimeGypsumProductManufacturingStartup	3274
ScaleupLocalMessengersLocalDeliveryStartup	4922
ScaleupLoggingStartup	1133
ScaleupLumberOtherConstructionMaterialsMerchantWholesalersStartup	4233
ScaleupMachineryEquipmentSuppliesMerchantWholesalersStartup	4238
ScaleupMachineryManufacturingStartup	333
ScaleupMachineShopsTurnedProductScrewNutBoltManufacturingStartup	3327
ScaleupManagementCompaniesEnterprisesStartup	55
ScaleupManagementCompaniesEnterprisesStartup	551
ScaleupManagementCompaniesEnterprisesStartup	5511
ScaleupManagementScientificTechnicalConsultingServicesStartup	5416
ScaleupManufacturingReproducingMagneticOpticalMediaStartup	3346
ScaleupMediaStreamingDistributionServicesSocialNetworksOtherMediaNetworksContentProvidersStartup	5162
ScaleupMedicalDiagnosticLaboratoriesStartup	6215
ScaleupMedicalEquipmentSuppliesManufacturingStartup	3391
ScaleupMerchantWholesalersDurableGoodsStartup	423
ScaleupMerchantWholesalersNondurableGoodsStartup	424
ScaleupMetalMineralExceptPetroleumMerchantWholesalersStartup	4235
ScaleupMetalOreMiningStartup	2122
ScaleupMetalworkingMachineryManufacturingStartup	3335
ScaleupMiningExceptOilGasStartup	212
ScaleupMiningQuarryingOilGasExtractionStartup	21
ScaleupMiscellaneousDurableGoodsMerchantWholesalersStartup	4239
ScaleupMiscellaneousManufacturingStartup	339
ScaleupMiscellaneousNondurableGoodsMerchantWholesalersStartup	4249
ScaleupMonetaryAuthoritiesCentralBankStartup	521
ScaleupMonetaryAuthoritiesCentralBankStartup	5211
ScaleupMotionPictureSoundRecordingIndustriesStartup	512
ScaleupMotionPictureVideoIndustriesStartup	5121
ScaleupMotorVehicleBodyTrailerManufacturingStartup	3362
ScaleupMotorVehicleManufacturingStartup	3361
ScaleupMotorVehicleMotorVehiclePartsSuppliesMerchantWholesalersStartup	4231
ScaleupMotorVehiclePartsDealersStartup	441
ScaleupMotorVehiclePartsManufacturingStartup	3363
ScaleupMuseumsHistoricalSitesSimilarInstitutionsStartup	712
ScaleupMuseumsHistoricalSitesSimilarInstitutionsStartup	7121
ScaleupNationalSecurityInternationalAffairsStartup	928
ScaleupNationalSecurityInternationalAffairsStartup	9281
ScaleupNaturalGasDistributionStartup	2212
ScaleupNavigationalMeasuringElectromedicalControlInstrumentsManufacturingStartup	3345
ScaleupNewspaperPeriodicalBookDirectoryPublishersStartup	5131
ScaleupNondepositoryCreditIntermediationStartup	5222
ScaleupNonferrousMetalExceptAluminumProductionProcessingStartup	3314
ScaleupNonmetallicMineralMiningQuarryingStartup	2123
ScaleupNonmetallicMineralProductManufacturingStartup	327
ScaleupNonresidentialBuildingConstructionStartup	2362
ScaleupNonscheduledAirTransportationStartup	4812
ScaleupNursingCareFacilitiesSkilledNursingFacilitiesStartup	6231
ScaleupNursingResidentialCareFacilitiesStartup	623
ScaleupOfficeAdministrativeServicesStartup	5611
ScaleupOfficeFurnitureIncludingFixturesManufacturingStartup	3372
ScaleupOfficesDentistsStartup	6212
ScaleupOfficesOtherHealthPractitionersStartup	6213
ScaleupOfficesPhysiciansStartup	6211
ScaleupOfficesRealEstateAgentsBrokersStartup	5312
ScaleupOfficeSuppliesStationeryGiftRetailersStartup	4594
ScaleupOilGasExtractionStartup	211
ScaleupOilGasExtractionStartup	2111
ScaleupOilseedGrainFarmingStartup	1111
ScaleupOtherAmbulatoryHealthCareServicesStartup	6219
ScaleupOtherAmusementRecreationIndustriesStartup	7139
ScaleupOtherAnimalProductionStartup	1129
ScaleupOtherChemicalProductPreparationManufacturingStartup	3259
ScaleupOtherCropFarmingStartup	1119
ScaleupOtherElectricalEquipmentComponentManufacturingStartup	3359
ScaleupOtherFabricatedMetalProductManufacturingStartup	3329
ScaleupOtherFinancialInvestmentActivitiesStartup	5239
ScaleupOtherFoodManufacturingStartup	3119
ScaleupOtherFurnitureRelatedProductManufacturingStartup	3379
ScaleupOtherGeneralPurposeMachineryManufacturingStartup	3339
ScaleupOtherHeavyCivilEngineeringConstructionStartup	2379
ScaleupOtherInvestmentPoolsFundsStartup	5259
ScaleupOtherLeatherAlliedProductManufacturingStartup	3169
ScaleupOtherMiscellaneousManufacturingStartup	3399
ScaleupOtherMiscellaneousRetailersStartup	4599
ScaleupOtherMotorVehicleDealersStartup	4412
ScaleupOtherNonmetallicMineralProductManufacturingStartup	3279
ScaleupOtherPersonalServicesStartup	8129
ScaleupOtherPipelineTransportationStartup	4869
ScaleupOtherProfessionalScientificTechnicalServicesStartup	5419
ScaleupOtherResidentialCareFacilitiesStartup	6239
ScaleupOtherSchoolsInstructionStartup	6116
ScaleupOtherServicesExceptPublicAdministrationStartup	81
ScaleupOtherSpecialtyTradeContractorsStartup	2389
ScaleupOtherSupportActivitiesTransportationStartup	4889
ScaleupOtherSupportServicesStartup	5619
ScaleupOtherTextileProductMillsStartup	3149
ScaleupOtherTransitGroundPassengerTransportationStartup	4859
ScaleupOtherTransportationEquipmentManufacturingStartup	3369
ScaleupOtherWoodProductManufacturingStartup	3219
ScaleupOutpatientCareCentersStartup	6214
ScaleupPaintCoatingAdhesiveManufacturingStartup	3255
ScaleupPaperManufacturingStartup	322
ScaleupPaperPaperProductMerchantWholesalersStartup	4241
ScaleupPerformingArtsCompaniesStartup	7111
ScaleupPerformingArtsSpectatorSportsRelatedIndustriesStartup	711
ScaleupPersonalCareServicesStartup	8121
ScaleupPersonalHouseholdGoodsRepairMaintenanceStartup	8114
ScaleupPersonalLaundryServicesStartup	812
