processId	industry
Refineries.implement.EnterpriseComplianceActivities	petroleum-downstream
Refineries.manage.InternalAudits	petroleum-downstream
Refineries.maintain.Controls	petroleum-downstream
Refineries.maintain.Tools	petroleum-downstream
Refineries.manage.RegulatoryCompliance	petroleum-downstream
Refineries.develop.RegulatoryComplianceProcedures	petroleum-downstream
Refineries.identify.ApplicableRegulatoryRequirements	petroleum-downstream
Refineries.monitor.RegulatoryEnvironment.for.ChangingRegulations	petroleum-downstream
Refineries.monitor.RegulatoryEnvironment.for.EmergingRegulations	petroleum-downstream
Refineries.assess.CurrentCompliancePositionWeaknessesTherein	petroleum-downstream
Refineries.assess.ShortfallsTherein	petroleum-downstream
Refineries.assess.IdentifyWeaknessesTherein	petroleum-downstream
Refineries.assess.ShortfallsTherein	petroleum-downstream
Refineries.implement.MissingRegulatoryComplianceControls	petroleum-downstream
Refineries.implement.Policies	petroleum-downstream
Refineries.implement.StrongerRegulatoryComplianceControls	petroleum-downstream
Refineries.implement.Policies	petroleum-downstream
Refineries.monitor.RegulatoryCompliancePositionExistingControls	petroleum-downstream
Refineries.test.RegulatoryCompliancePositionExistingControls	petroleum-downstream
Refineries.compile.ComplianceScorecard	petroleum-downstream
Refineries.communicate.ComplianceScorecard	petroleum-downstream
Refineries.compile.InternalRegulatoryComplianceReports	petroleum-downstream
Refineries.communicate.InternalRegulatoryComplianceReports	petroleum-downstream
Refineries.compile.CarbonSustainabilityData	petroleum-downstream
Refineries.report.CarbonSustainabilityData	petroleum-downstream
Refineries.maintain.Relationships.with.RegulatorsAsAppropriate	petroleum-downstream
Refineries.manage.RemediationEfforts	petroleum-downstream
Refineries.create.RemediationPlans	petroleum-downstream
Refineries.contact.with.Experts	petroleum-downstream
Refineries.confer.with.Experts	petroleum-downstream
Refineries.identify	petroleum-downstream
Refineries.investigate.LegalAspects	petroleum-downstream
Refineries.investigate.DamageCause	petroleum-downstream
Refineries.create.Policy	petroleum-downstream
Refineries.manage.BusinessResiliency	petroleum-downstream
Refineries.develop.BusinessResilienceStrategy	petroleum-downstream
Refineries.perform.ContinuousBusinessOperationsPlanning	petroleum-downstream
Refineries.test.ContinuousBusinessOperations	petroleum-downstream
Refineries.maintain.ContinuousBusinessOperations	petroleum-downstream
Refineries.share.Knowledge.of.SpecificRisksAcrossOtherParts.of.Organization	petroleum-downstream
Refineries.manage.ExternalRelationships	petroleum-downstream
Refineries.build.InvestorRelationships	petroleum-downstream
Refineries.plan.LenderRelations	petroleum-downstream
Refineries.build.LenderRelations	petroleum-downstream
Refineries.manage.LenderRelations	petroleum-downstream
Refineries.plan.AnalystRelations	petroleum-downstream
Refineries.build.AnalystRelations	petroleum-downstream
Refineries.manage.AnalystRelations	petroleum-downstream
Refineries.communicate.with.Shareholders	petroleum-downstream
Refineries.manage.GovernmentRelationships	petroleum-downstream
Refineries.manage.IndustryRelationships	petroleum-downstream
Refineries.manage.GovernmentRelations	petroleum-downstream
Refineries.assess.Relationships	petroleum-downstream
Refineries.responsible.Executives	petroleum-downstream
Refineries.monitor.Relationships	petroleum-downstream
Refineries.receive.Input.from.InternalAdvisors	petroleum-downstream
Refineries.receive.Input.from.ExternalAdvisors	petroleum-downstream
Refineries.liaise.with.Authorities	petroleum-downstream
Refineries.manage.Relations.with.Quasi	petroleum-downstream
Refineries.establish.Relationships.with.Agencies	petroleum-downstream
Refineries.respond.to.AuditInquiries	petroleum-downstream
Refineries.maintain.Documentation.of.Contacts	petroleum-downstream
Refineries.plan.Meetings	petroleum-downstream
Refineries.manage.Meetings	petroleum-downstream
Refineries.manage.Relations.with.TradeGroups	petroleum-downstream
Refineries.manage.Relations.with.IndustryGroups	petroleum-downstream
Refineries.evaluate.Requirements.for.StrategicRelationships	petroleum-downstream
Refineries.monitor.Success.of.Partnerships	petroleum-downstream
Refineries.extend.Relationships	petroleum-downstream
Refineries.change.Relationships	petroleum-downstream
Refineries.manage.LobbyActivities	petroleum-downstream
Refineries.manage.Relations.with.Board.of.Directors	petroleum-downstream
Refineries.report.FinancialResults	petroleum-downstream
Refineries.report.AuditFindings	petroleum-downstream
Refineries.manage.LegalIssues	petroleum-downstream
Refineries.manage.EthicalIssues	petroleum-downstream
Refineries.create.EthicsPolicies	petroleum-downstream
Refineries.manage.CorporateGovernancePolicies	petroleum-downstream
Refineries.develop.PreventiveLawPrograms	petroleum-downstream
Refineries.perform.PreventiveLawPrograms	petroleum-downstream
Refineries.ensure.Compliance	petroleum-downstream
Refineries.plan.ComplianceProgram	petroleum-downstream
Refineries.initiate.ComplianceProgram	petroleum-downstream
Refineries.execute.ComplianceProgram	petroleum-downstream
Refineries.manage.outside.Counsel	petroleum-downstream
Refineries.assess.ProblemWorkRequirements	petroleum-downstream
Refineries.assess.DetermineWorkRequirements	petroleum-downstream
Refineries.engage.outside.CounselIfNecessary	petroleum-downstream
Refineries.retain.outside.CounselIfNecessary	petroleum-downstream
Refineries.receive.Strategy	petroleum-downstream
Refineries.receive.WorkProductCasePerformed	petroleum-downstream
Refineries.receive.WorkPerformed	petroleum-downstream
Refineries.receive.Manage	petroleum-downstream
Refineries.receive.WorkPerformed	petroleum-downstream
Refineries.process.Payment.for.LegalServices	petroleum-downstream
Refineries.track.LegalActivity	petroleum-downstream
Refineries.protect.IntellectualProperty	petroleum-downstream
Refineries.manage.Copyrights	petroleum-downstream
Refineries.manage.Trademarks	petroleum-downstream
Refineries.maintain.IntellectualPropertyRights	petroleum-downstream
Refineries.maintain.Restrictions	petroleum-downstream
Refineries.administer.LicensingTerms	petroleum-downstream
Refineries.administer.Options	petroleum-downstream
Refineries.resolve.Disputes	petroleum-downstream
Refineries.resolve.Litigations	petroleum-downstream
Refineries.provide.LegalAdvice	petroleum-downstream
Refineries.negotiate.Agreements	petroleum-downstream
Refineries.document.Agreements	petroleum-downstream
Refineries.manage.PublicRelationsProgram	petroleum-downstream
Refineries.manage.CommunityRelations	petroleum-downstream
Refineries.manage.MediaRelations	petroleum-downstream
Refineries.promote.PoliticalStability	petroleum-downstream
Refineries.create.PressReleases	petroleum-downstream
Refineries.issue.PressReleases	petroleum-downstream
Refineries.develop.BusinessCapabilities	petroleum-downstream
Refineries.manage.BusinessCapabilities	petroleum-downstream
Refineries.manage.BusinessProcesses	petroleum-downstream
Refineries.establish.ProcessManagementGovernance	petroleum-downstream
Refineries.maintain.ProcessManagementGovernance	petroleum-downstream
Refineries.define.GovernanceApproach	petroleum-downstream
Refineries.manage.GovernanceApproach	petroleum-downstream
Refineries.establish.ProcessToolsTemplates	petroleum-downstream
Refineries.maintain.ProcessToolsTemplates	petroleum-downstream
Refineries.assign.ProcessOwnership	petroleum-downstream
Refineries.support.ProcessOwnership	petroleum-downstream
Refineries.perform.ProcessGovernanceActivities	petroleum-downstream
Refineries.define.ProcessFrameworks	petroleum-downstream
Refineries.manage.ProcessFrameworks	petroleum-downstream
Refineries.establish.ProcessFramework	petroleum-downstream
Refineries.maintain.ProcessFramework	petroleum-downstream
Refineries.identify.Cross	petroleum-downstream
Refineries.define.Processes	petroleum-downstream
Refineries.scope.Processes	petroleum-downstream
Refineries.analyze.Processes	petroleum-downstream
Refineries.identify.PublishedBestPractices	petroleum-downstream
Refineries.model.Processes	petroleum-downstream
Refineries.document.Processes	petroleum-downstream
Refineries.publish.Processes	petroleum-downstream
Refineries.manage.ProcessPerformance	petroleum-downstream
Refineries.provide.ProcessTraining	petroleum-downstream
Refineries.support.ProcessExecution	petroleum-downstream
Refineries.measure.ProcessPerformance	petroleum-downstream
Refineries.report.ProcessPerformance	petroleum-downstream
Refineries.identify.AdditionalMetricsAsRequired	petroleum-downstream
Refineries.improve.Processes	petroleum-downstream
Refineries.identify.ImprovementOpportunities	petroleum-downstream
Refineries.select.ImprovementOpportunities	petroleum-downstream
Refineries.manage.ImprovementProjects	petroleum-downstream
Refineries.perform.ContinuousImprovementActivities	petroleum-downstream
Refineries.manage.Portfolio	petroleum-downstream
Refineries.manage.Project	petroleum-downstream
Refineries.manage.Portfolio	petroleum-downstream
Refineries.establish.PortfolioStrategy	petroleum-downstream
Refineries.define.PortfolioGovernance	petroleum-downstream
Refineries.monitor.Portfolio	petroleum-downstream
Refineries.control.Portfolio	petroleum-downstream
Refineries.manage.Programs	petroleum-downstream
Refineries.establish.ProgramStructure	petroleum-downstream
Refineries.establish.Approach	petroleum-downstream
Refineries.manage.ProgramStakeholders	petroleum-downstream
Refineries.manage.Partners	petroleum-downstream
Refineries.manage.ProgramExecution	petroleum-downstream
Refineries.review.ProgramPerformance	petroleum-downstream
Refineries.report.ProgramPerformance	petroleum-downstream
Refineries.manage.Projects	petroleum-downstream
Refineries.establish.ProjectScope	petroleum-downstream
Refineries.identify.ProjectRequirements	petroleum-downstream
Refineries.identify.Objectives	petroleum-downstream
Refineries.identify.ProjectResourceRequirements	petroleum-downstream
Refineries.assess.Culture.for.ProjectManagementApproach	petroleum-downstream
Refineries.assess.Readiness.for.ProjectManagementApproach	petroleum-downstream
Refineries.create.BusinessCaseFunding	petroleum-downstream
Refineries.create.ObtainFunding	petroleum-downstream
Refineries.develop.ProjectMeasures	petroleum-downstream
Refineries.develop.Indicators	petroleum-downstream
Refineries.identify.AppropriateProjectManagementMethodologies	petroleum-downstream
Refineries.develop.ProjectPlans	petroleum-downstream
Refineries.define.Roles	petroleum-downstream
Refineries.define.Resources	petroleum-downstream
Refineries.acquire.ProjectResources	petroleum-downstream
Refineries.secure.ProjectResources	petroleum-downstream
Refineries.identify.SpecificItRequirements	petroleum-downstream
Refineries.create.TrainingPlans	petroleum-downstream
Refineries.create.CommunicationPlans	petroleum-downstream
Refineries.design.RecognitionApproaches	petroleum-downstream
Refineries.design.RewardApproaches	petroleum-downstream
Refineries.design.Launch.of.Project	petroleum-downstream
Refineries.plan.Launch.of.Project	petroleum-downstream
Refineries.deploy.Project	petroleum-downstream
Refineries.execute.Projects	petroleum-downstream
Refineries.evaluate.Impact.of.ProjectManagement	petroleum-downstream
Refineries.evaluate.Impact.of.Projects	petroleum-downstream
Refineries.report.Status.of.Project	petroleum-downstream
Refineries.manage.ProjectScope	petroleum-downstream
Refineries.promote.ActivityInvolvement	petroleum-downstream
Refineries.sustain.ActivityInvolvement	petroleum-downstream
Refineries.realign.RefreshProjectManagementStrategy	petroleum-downstream
Refineries.realign.Approaches	petroleum-downstream
Refineries.review.ProjectPerformance	petroleum-downstream
Refineries.report.ProjectPerformance	petroleum-downstream
Refineries.close.Projects	petroleum-downstream
Refineries.manage.EnterpriseQuality	petroleum-downstream
Refineries.establish.QualityRequirements	petroleum-downstream
Refineries.define.Critical	petroleum-downstream
Refineries.define.PreventiveQualityActivities	petroleum-downstream
Refineries.develop.QualityControls	petroleum-downstream
Refineries.define.ProcessSteps.for.Controls	petroleum-downstream
Refineries.define.SamplingPlan	petroleum-downstream
Refineries.identify.MeasurementMethods	petroleum-downstream
Refineries.define.RequiredCompetencies	petroleum-downstream
Refineries.prove.Capability.to.AssessCompliance.with.Requirements	petroleum-downstream
Refineries.finalize.QualityPlan	petroleum-downstream
Refineries.evaluate.Performance.to.Requirements	petroleum-downstream
Refineries.test.against.QualityPlan	petroleum-downstream
Refineries.conduct.TestData	petroleum-downstream
Refineries.conduct.CollectData	petroleum-downstream
Refineries.record.Result	petroleum-downstream
Refineries.determine.Disposition.of.Result	petroleum-downstream
Refineries.assess.Results.of.Tests	petroleum-downstream
Refineries.assess.SampleSignificance	petroleum-downstream
Refineries.summarize.Result	petroleum-downstream
Refineries.recommend.Actions	petroleum-downstream
Refineries.decide.NextSteps	petroleum-downstream
Refineries.manage.Non	petroleum-downstream
Refineries.assess.PotentialImpact	petroleum-downstream
Refineries.determine.ImmediateAction	petroleum-downstream
Refineries.identify.RootCause	petroleum-downstream
Refineries.take.CorrectiveAction	petroleum-downstream
Refineries.take.PreventativeAction	petroleum-downstream
Refineries.close.Non	petroleum-downstream
Refineries.implement.EnterpriseQualityManagementSystem	petroleum-downstream
Refineries.maintain.EnterpriseQualityManagementSystem	petroleum-downstream
Refineries.define.QualityStrategy	petroleum-downstream
Refineries.plan.EqmsScope	petroleum-downstream
Refineries.deploy.EqmsScope	petroleum-downstream
Refineries.identify.CoreEqmsProcesses	petroleum-downstream
Refineries.identify.Metrics	petroleum-downstream
Refineries.develop.EqmsPolicies	petroleum-downstream
Refineries.document.EqmsPolicies	petroleum-downstream
Refineries.assess.EqmsPerformance	petroleum-downstream
Refineries.create.Environment.for.EqmsImprovement	petroleum-downstream
Refineries.create.Capability.for.EqmsImprovement	petroleum-downstream
Refineries.reward.QualityExcellence	petroleum-downstream
Refineries.create.QualityPartnerships	petroleum-downstream
Refineries.maintain.QualityPartnerships	petroleum-downstream
Refineries.maintain.TalentCapabilities	petroleum-downstream
Refineries.maintain.Competencies	petroleum-downstream
Refineries.incorporate.EqmsMessaging.into.CommunicationChannels	petroleum-downstream
Refineries.assure.IndependentEqmsManagementAccess.to.AppropriateAuthority.in.Organization	petroleum-downstream
Refineries.transfer.ProvenEqmsMethods	petroleum-downstream
Refineries.manage.Change	petroleum-downstream
Refineries.plan.for.Change	petroleum-downstream
Refineries.select.ProcessImprovementMethodology	petroleum-downstream
Refineries.determine.Stakeholders	petroleum-downstream
Refineries.assess.Readiness.for.Change	petroleum-downstream
Refineries.identify.ChangeChampion	petroleum-downstream
Refineries.form.DesignTeam	petroleum-downstream
Refineries.define.Scope	petroleum-downstream
Refineries.understand.CurrentState	petroleum-downstream
Refineries.define.FutureState	petroleum-downstream
Refineries.conduct.OrganizationalRiskAnalysis	petroleum-downstream
Refineries.assess.CulturalIssues	petroleum-downstream
Refineries.identify.ImpactedGroups	petroleum-downstream
Refineries.determine.Degree	petroleum-downstream
Refineries.establish.Accountability.for.ChangeManagement	petroleum-downstream
Refineries.identify.Barriers.to.Change	petroleum-downstream
Refineries.determine.ChangeEnablers	petroleum-downstream
Refineries.identify.ResourcesMeasures	petroleum-downstream
Refineries.identify.DevelopMeasures	petroleum-downstream
Refineries.design.Change	petroleum-downstream
Refineries.assess.Connection.to.OtherInitiatives	petroleum-downstream
Refineries.develop.ChangeManagementPlans	petroleum-downstream
Refineries.develop.TrainingPlan	petroleum-downstream
Refineries.develop.CommunicationPlan	petroleum-downstream
Refineries.assign.ChangeChampion	petroleum-downstream
Refineries.develop.Rewards	petroleum-downstream
Refineries.establish.ChangeAdoptionMetrics	petroleum-downstream
Refineries.establish.NewRoles	petroleum-downstream
Refineries.clarify.NewRoles	petroleum-downstream
Refineries.identify.Budget	petroleum-downstream
Refineries.implement.Change	petroleum-downstream
Refineries.create.Commitment.for.Improvement	petroleum-downstream
Refineries.business.ProcessesSystems	petroleum-downstream
Refineries.support.Transition.to.NewRolesStrategies.for.Incumbents	petroleum-downstream
Refineries.support.Transition.to.ExitStrategies.for.Incumbents	petroleum-downstream
Refineries.monitor.Change	petroleum-downstream
Refineries.report.on.Change	petroleum-downstream
Refineries.sustain.Improvement	petroleum-downstream
Refineries.monitor.ImprovedProcessPerformance	petroleum-downstream
Refineries.capture.ReuseLessonsLearned.from.ChangeProcess	petroleum-downstream
Refineries.take.CorrectiveActionAsNecessary	petroleum-downstream
Refineries.develop.Enterprise	petroleum-downstream
Refineries.manage.Enterprise	petroleum-downstream
Refineries.develop.KmStrategy	petroleum-downstream
Refineries.develop.GovernanceModel.with.Roles	petroleum-downstream
Refineries.develop.GovernanceModel.with.Accountability	petroleum-downstream
Refineries.define.Roles.of.CoreGroupVersusOperatingUnits	petroleum-downstream
Refineries.define.Accountability.of.CoreGroupVersusOperatingUnits	petroleum-downstream
Refineries.develop.FundingModels	petroleum-downstream
Refineries.identify.Links.to.KeyInitiatives	petroleum-downstream
Refineries.develop.CoreKmMethodologies	petroleum-downstream
Refineries.assess.ItNeedsItFunction	petroleum-downstream
Refineries.assess.EngageItFunction	petroleum-downstream
Refineries.develop.TrainingPlans	petroleum-downstream
Refineries.develop.CommunicationPlans	petroleum-downstream
Refineries.develop.ChangeManagementApproaches	petroleum-downstream
Refineries.develop.StrategicMeasures	petroleum-downstream
Refineries.develop.Indicators	petroleum-downstream
Refineries.assess.KmCapabilities	petroleum-downstream
Refineries.assess.Maturity.of.ExistingKmInitiatives	petroleum-downstream
Refineries.evaluate.ExistingKmApproaches	petroleum-downstream
Refineries.identify.Gaps	petroleum-downstream
Refineries.identify.Needs	petroleum-downstream
Refineries.design.KmCapabilities	petroleum-downstream
Refineries.implement.KmCapabilities	petroleum-downstream
Refineries.develop.NewKmApproaches	petroleum-downstream
Refineries.design.ResourceModel.for.KmApproaches	petroleum-downstream
Refineries.implement.NewKmApproaches	petroleum-downstream
Refineries.leverage.It.for.KmApproaches	petroleum-downstream
Refineries.enhance.It.for.KmApproaches	petroleum-downstream
Refineries.develop.Measures	petroleum-downstream
Refineries.evolve.KmCapabilities	petroleum-downstream
Refineries.sustain.KmCapabilities	petroleum-downstream
Refineries.enhance.ExistingKmApproaches	petroleum-downstream
Refineries.modify.ExistingKmApproaches	petroleum-downstream
Refineries.sustain.Awareness	petroleum-downstream
Refineries.sustain.Engagement	petroleum-downstream
Refineries.expand.KmInfrastructure.to.MeetDemand	petroleum-downstream
Refineries.measure.Benchmark	petroleum-downstream
Refineries.create.OrganizationalPerformanceStrategy	petroleum-downstream
Refineries.manage.OrganizationalPerformanceStrategy	petroleum-downstream
Refineries.create.EnterpriseMeasurementSystemsModel	petroleum-downstream
Refineries.measure.ProcessEfficiency	petroleum-downstream
Refineries.measure.CostEffectiveness	petroleum-downstream
Refineries.measure.StaffProductivity	petroleum-downstream
Refineries.measure.CycleTime	petroleum-downstream
Refineries.benchmark.Performance	petroleum-downstream
Refineries.conduct.PerformanceAssessments	petroleum-downstream
Refineries.develop.BenchmarkingCapabilities	petroleum-downstream
Refineries.conduct.InternalProcessCompetitiveBenchmarking	petroleum-downstream
Refineries.conduct.ExternalCompetitiveBenchmarking	petroleum-downstream
Refineries.conduct.GapAnalysis	petroleum-downstream
Refineries.establish.Need.for.Change	petroleum-downstream
Refineries.evaluate.ProcessPerformance	petroleum-downstream
Refineries.establish.AppropriatePerformanceIndicators	petroleum-downstream
Refineries.establish.MonitoringFrequency	petroleum-downstream
Refineries.collect.PerformanceData	petroleum-downstream
Refineries.calculate.PerformanceMeasures	petroleum-downstream
Refineries.identify.PerformanceTrends	petroleum-downstream
Refineries.analyze.Performance.against.BenchmarkData	petroleum-downstream
Refineries.prepare.Reports	petroleum-downstream
Refineries.develop.PerformanceImprovementPlan	petroleum-downstream
Refineries.manage.EnvironmentalHealth	petroleum-downstream
Refineries.manage.Safety	petroleum-downstream
Refineries.determine.EnvironmentalHealthImpacts	petroleum-downstream
Refineries.determine.SafetyImpacts	petroleum-downstream
Refineries.evaluate.EnvironmentalImpact.of.Products	petroleum-downstream
Refineries.evaluate.EnvironmentalImpact.of.Operations	petroleum-downstream
Refineries.conduct.HealthAudits	petroleum-downstream
Refineries.conduct.EnvironmentalAudits	petroleum-downstream
Refineries.conduct.SafetyAudits	petroleum-downstream
Refineries.conduct.EnvironmentalAudits	petroleum-downstream
Refineries.establish.HsseOrganizationalStructure	petroleum-downstream
Refineries.establish.Resources	petroleum-downstream
Refineries.establish.SupportingAgreements.with.Local	petroleum-downstream
Refineries.establish.SupportingAgreements.with.Specialized.for.HsseSupport	petroleum-downstream
Refineries.develop.FunctionalEhsProgram	petroleum-downstream
Refineries.execute.FunctionalEhsProgram	petroleum-downstream
Refineries.identify.RegulatoryRequirements	petroleum-downstream
Refineries.identify.StakeholderRequirements	petroleum-downstream
Refineries.assess.FutureRisks	petroleum-downstream
Refineries.assess.Opportunities	petroleum-downstream
Refineries.create.EhsPolicy	petroleum-downstream
Refineries.record.EhsEvents	petroleum-downstream
Refineries.manage.EhsEvents	petroleum-downstream
Refineries.manage.HsseDocuments	petroleum-downstream
Refineries.manage.Records	petroleum-downstream
Refineries.develop.HsseCommunications	petroleum-downstream
Refineries.manage.HsseCommunications	petroleum-downstream
Refineries.develop.LocationAwarenessHsseProgram	petroleum-downstream
Refineries.manage.LocationAwarenessHsseProgram	petroleum-downstream
Refineries.develop.LocationAwareness.for.EmissionsMonitoring	petroleum-downstream
Refineries.manage.LocationAwareness.for.EmissionsMonitoring	petroleum-downstream
Refineries.establish.Management.of.Change	petroleum-downstream
Refineries.manage.Management.of.Change	petroleum-downstream
Refineries.train.FunctionalEmployees	petroleum-downstream
Refineries.educate.FunctionalEmployees	petroleum-downstream
Refineries.communicate.HsseIssues.to.StakeholdersSupport	petroleum-downstream
Refineries.communicate.HsseIssues.to.ProvideSupport	petroleum-downstream
Refineries.manage.SiteSpecificTraining	petroleum-downstream
Refineries.manage.GeneralTraining	petroleum-downstream
Refineries.manage.CertificationProcess	petroleum-downstream
Refineries.monitor.FunctionalHsseManagementProgram	petroleum-downstream
Refineries.manage.FunctionalHsseManagementProgram	petroleum-downstream
Refineries.manage.HsseCosts	petroleum-downstream
Refineries.manage.Benefits	petroleum-downstream
Refineries.measure.HssePerformance	petroleum-downstream
Refineries.report.HssePerformance	petroleum-downstream
Refineries.implement.EmergencyResponseProgram	petroleum-downstream
Refineries.implement.PollutionPreventionProgram	petroleum-downstream
Refineries.manage.Permit.to.Work	petroleum-downstream
Refineries.operate.Permit.to.Work	petroleum-downstream
Refineries.manage.HsseContractorVisitorAccessSystem	petroleum-downstream
Refineries.operate.HsseContractorVisitorAccessSystem	petroleum-downstream
Refineries.provide.Employees	petroleum-downstream
Refineries.develop.Analytics	petroleum-downstream
Refineries.manage.Analytics	petroleum-downstream
Refineries.deliver.Analytics	petroleum-downstream
Refineries.develop.Hypotheses	petroleum-downstream
Refineries.manage.Hypotheses	petroleum-downstream
Refineries.collect.Data	petroleum-downstream
Refineries.analyze.Data	petroleum-downstream
Refineries.report.on.Data	petroleum-downstream
Refineries.identify.RemedialActions	petroleum-downstream
OilProducers.develop.Vision	petroleum-upstream
OilProducers.develop.Strategy	petroleum-upstream
OilProducers.define.BusinessConceptVision	petroleum-upstream
OilProducers.define.LongTermVision	petroleum-upstream
OilProducers.assess.ExternalEnvironment	petroleum-upstream
OilProducers.identify.Competitors	petroleum-upstream
OilProducers.analyze.Competition	petroleum-upstream
OilProducers.evaluate.Competition	petroleum-upstream
OilProducers.identify.EconomicTrends	petroleum-upstream
OilProducers.identify.PoliticalIssues	petroleum-upstream
OilProducers.identify.RegulatoryIssues	petroleum-upstream
OilProducers.identify.Trends.in.Demand.for.Oil.in.FutureDecades	petroleum-upstream
OilProducers.identify.Trends.in.Gas.in.FutureDecades	petroleum-upstream
OilProducers.assess.NewTechnologyInnovations	petroleum-upstream
OilProducers.identify.Trends.in.ExplorationProduction	petroleum-upstream
OilProducers.identify.Trends.in.MidstreamAssetFunding	petroleum-upstream
OilProducers.identify.Trends.in.JointVentureOwnershipTaxation	petroleum-upstream
OilProducers.identify.Trends.in.Funding	petroleum-upstream
OilProducers.analyze.Demographics	petroleum-upstream
OilProducers.identify.SocialChanges	petroleum-upstream
OilProducers.identify.CulturalChanges	petroleum-upstream
OilProducers.identify.EcologicalConcerns	petroleum-upstream
OilProducers.identify.IntellectualPropertyConcerns	petroleum-upstream
OilProducers.evaluate.IpAcquisitionOptions	petroleum-upstream
OilProducers.survey.MarketCustomerNeeds	petroleum-upstream
OilProducers.survey.Wants	petroleum-upstream
OilProducers.survey.DetermineCustomerNeeds	petroleum-upstream
OilProducers.survey.Wants	petroleum-upstream
OilProducers.conduct.Qualitative	petroleum-upstream
OilProducers.conduct.Assessments	petroleum-upstream
OilProducers.capture.CustomerNeeds	petroleum-upstream
OilProducers.capture.Wants	petroleum-upstream
OilProducers.assess.CustomerNeeds	petroleum-upstream
OilProducers.assess.Wants	petroleum-upstream
OilProducers.assess.InternalEnvironment	petroleum-upstream
OilProducers.analyze.OrganizationalCharacteristics	petroleum-upstream
OilProducers.analyze.InternalOperations	petroleum-upstream
OilProducers.create.Baselines.for.CurrentProcesses	petroleum-upstream
OilProducers.analyze.Systems	petroleum-upstream
OilProducers.analyze.Technology	petroleum-upstream
OilProducers.analyze.FinancialHealth	petroleum-upstream
OilProducers.identify.CoreCompetencies	petroleum-upstream
OilProducers.analyze.CurrentPhysicalAssetBase	petroleum-upstream
OilProducers.analyze.PersonnelKnowledge	petroleum-upstream
OilProducers.analyze.Knowledge	petroleum-upstream
OilProducers.establish.StrategicVision	petroleum-upstream
OilProducers.define.StrategicVision	petroleum-upstream
OilProducers.align.Stakeholders.around.StrategicVision	petroleum-upstream
OilProducers.communicate.StrategicVision.to.Stakeholders	petroleum-upstream
OilProducers.establish.ProductionTarget.for.Year	petroleum-upstream
OilProducers.conduct.OrganizationRestructuringOpportunities	petroleum-upstream
OilProducers.identify.RestructuringOpportunities	petroleum-upstream
OilProducers.perform.Due	petroleum-upstream
OilProducers.analyze.DealOptions	petroleum-upstream
OilProducers.evaluate.AcquisitionOptions	petroleum-upstream
OilProducers.evaluate.MergerOptions	petroleum-upstream
OilProducers.evaluate.De	petroleum-upstream
OilProducers.evaluate.DivestureOptions	petroleum-upstream
OilProducers.develop.BusinessStrategy	petroleum-upstream
OilProducers.develop.OverallMissionStatement	petroleum-upstream
OilProducers.define.CurrentBusiness	petroleum-upstream
OilProducers.formulate.Mission	petroleum-upstream
OilProducers.communicate.Mission	petroleum-upstream
OilProducers.define.StrategicOptions.to.AchieveObjectives	petroleum-upstream
OilProducers.evaluate.StrategicOptions.to.AchieveObjectives	petroleum-upstream
OilProducers.define.StrategicOptions	petroleum-upstream
OilProducers.select.Partnerships.to.SupportExtendedEnterprise	petroleum-upstream
OilProducers.select.Relationships.to.SupportExtendedEnterprise	petroleum-upstream
OilProducers.assess.Impact.of.Option	petroleum-upstream
OilProducers.analyze.Impact.of.Option	petroleum-upstream
OilProducers.identify.Implications.for.KeyOperatingModelBusinessElementsRequireChange	petroleum-upstream
OilProducers.identify.Implications.for.KeyTechnologyAspects	petroleum-upstream
OilProducers.develop.BBStrategy	petroleum-upstream
OilProducers.develop.ServiceAsProductStrategy	petroleum-upstream
OilProducers.develop.BCStrategy	petroleum-upstream
OilProducers.develop.Partner	petroleum-upstream
OilProducers.develop.Merger	petroleum-upstream
OilProducers.develop.InnovationStrategy	petroleum-upstream
OilProducers.develop.SustainabilityStrategy	petroleum-upstream
OilProducers.develop.GlobalSupportStrategy	petroleum-upstream
OilProducers.develop.SharedServicesStrategy	petroleum-upstream
OilProducers.develop.Lean	petroleum-upstream
OilProducers.develop.InnovationStrategy	petroleum-upstream
OilProducers.develop.Framework	petroleum-upstream
OilProducers.develop.BusinessStrategyTimelines	petroleum-upstream
OilProducers.develop.Long	petroleum-upstream
OilProducers.develop.Mid	petroleum-upstream
OilProducers.develop.Short	petroleum-upstream
OilProducers.develop.CommodityPriceCollapseStrategy	petroleum-upstream
OilProducers.coordinate.FunctionalProcessStrategies	petroleum-upstream
OilProducers.align.FunctionalProcessStrategies	petroleum-upstream
OilProducers.create.OrganizationalDesign	petroleum-upstream
OilProducers.evaluate.Breadth.of.OrganizationalStructure	petroleum-upstream
OilProducers.evaluate.Depth.of.OrganizationalStructure	petroleum-upstream
OilProducers.perform.Job	petroleum-upstream
OilProducers.perform.Value	petroleum-upstream
OilProducers.develop.RoleActivityDiagrams.to.AssessHand	petroleum-upstream
OilProducers.perform.OrganizationRedesignWorkshops	petroleum-upstream
OilProducers.design.Relationships.between.OrganizationalUnits	petroleum-upstream
OilProducers.develop.RoleAnalysisDiagrams.for.KeyProcesses	petroleum-upstream
OilProducers.develop.ActivityDiagrams.for.KeyProcesses	petroleum-upstream
OilProducers.assess.OrganizationalImplication.of.FeasibleAlternatives	petroleum-upstream
OilProducers.new.Organization	petroleum-upstream
OilProducers.evaluate.Effectiveness.of.OrganizationalChange	petroleum-upstream
